"TOA5","Station1_wx100","CR1000","6586","CR1000.Std.10","CPU:SH_Site1_1_1.CR1","60827","hourly"
"TIMESTAMP","RECORD","WS_ms_25ft","WindDir_25ft","SD_WindDir_25ft","AirTC_25ft_Avg","RH_25ft","SnowPillow_in_Avg","Batt_Volt_Avg","BP_mbar_Avg","SlrkW_Avg","SlrMJ_Tot","ETos","Rso","WS_ms_100ft","WindDir_100ft","SD_WindDir_100ft","AirTC_100ft_Avg","RH_100ft","JUDD_AT_Avg","JUDD_Depth_Avg","V1_Avg(1)","V1_Avg(2)","V1_Avg(3)","V2_Avg(1)","V2_Avg(2)","V2_Avg(3)","V3_Avg(1)","V3_Avg(2)","V3_Avg(3)","V4_Avg(1)","V4_Avg(2)","V4_Avg(3)"
"2009-01-02 23:00:00",10,0.027,166.1,0.01,-9.31,92.1,21.5087,13.93,830,0,0,0,0,0.755,264.9,20.79,-10.12,93.2,-240.3,99.3,1813,1748,1660,1195,1026,831,798.3,495.9,178,1583,1516,1500
"2009-01-03 00:00:00",11,0.067,166.1,0.017,-9.64,91.3,21.51183,13.97,831,0,0,0,0,1.105,278.1,23.74,-10.65,94.8,-257,55.92,1813,1748,1660,1194,1026,831,799.4,495.8,178.1,1582,1515,1500
"2009-01-03 01:00:00",12,0.008,166.1,0.009,-9.54,91.7,21.51366,13.97,831,0,0,0,0,1.396,280.7,12.56,-10.17,92.8,-260.2,46.73,1813,1748,1660,1194,1026,831,798.6,495.9,178.1,1582,1515,1500
"2009-01-03 02:00:00",13,0.005,166.1,0.003,-10.03,91.4,21.51619,13.99,831,0,0,0,0,0.921,276,23.99,-11.25,93.8,-273.6,9.28,1812,1747,1660,1194,1026,831,798.8,495.7,178.1,1581,1515,1499
"2009-01-03 03:00:00",14,0.004,166.1,0,-10.31,91.5,21.51237,13.99,831,0,0,0,0,0.922,282.5,16.43,-11.1,93.6,-276.3,4.304,1812,1748,1660,1194,1025,831,797.3,495.4,178.1,1581,1515,1499
"2009-01-03 04:00:00",15,0,0,0,-10.78,88.1,21.51389,14.01,832,0,0,0,0,1.115,285.6,17.48,-11.73,91.6,-258.6,51.56,1813,1748,1660,1194,1026,831,798.6,495.7,178.1,1581,1514,1499
"2009-01-03 05:00:00",16,0,0,0,-11.9,91.1,21.51791,14.03,832,0,0,0,0,1.178,271.8,15.32,-13.09,90.9,-280.8,-10.2,1813,1748,1660,1194,1025,831,797.8,495.3,178.1,1580,1514,1499
"2009-01-03 06:00:00",17,0,0,0,-12.79,87.9,21.52285,14.06,832,0,0,0,0,1.377,267.4,13.43,-14.3,89.7,-281.5,-11.07,1812,1748,1661,1194,1025,831,796.2,494.9,178.1,1580,1513,1498
"2009-01-03 07:00:00",18,0,0,0,-13.65,87.1,21.52461,14.09,832,0,0,0,0,1.453,269.7,22.03,-15.32,89.2,-273.2,11.49,1811,1747,1660,1193,1026,831,795.6,494.8,178.2,1579,1512,1498
"2009-01-03 08:00:00",19,0.039,227.7,0,-14.21,88.2,21.52459,14.12,832,0.004,0.007,0.001,0.124,1.354,277.6,18.94,-16.11,88,-269.6,20.42,1811,1748,1660,1193,1026,831,796.7,495.1,178.2,1578,1512,1497
"2009-01-03 09:00:00",20,0.011,227.7,0.008,-9.63,76.05,21.52272,14.13,833,0.091,0.161,0.014,0.724,0.082,267.9,4.433,-13.97,82.3,-265.7,31.2,1812,1748,1660,1194,1025,831,796.3,494.9,178.2,1578,1511,1497
"2009-01-03 10:00:00",21,0,0,0,-5.379,75.49,21.52175,14.01,833,0.304,0.538,0.048,1.265,0.012,165,3.862,-7.042,71.8,-266.6,28.97,1812,1748,1660,1193,1026,832,796.8,495.1,178.1,1579,1513,1499
"2009-01-03 11:00:00",22,0,0,0,-5.473,75.58,21.51787,13.89,833,0.212,0.375,0.04,1.653,1.606,69.82,41.68,-4.881,69.78,-273.3,8.27,1811,1748,1660,1193,1026,831,795.7,495.3,177.9,1581,1515,1500
"2009-01-03 12:00:00",23,0,0,0,-5.136,73.71,21.50333,13.81,833,0.213,0.378,0.041,1.861,1.763,67.99,28.53,-4.051,73.75,-271.1,13.61,1811,1747,1660,1192,1025,831,794.4,494.6,177.9,1582,1516,1501
"2009-01-03 13:00:00",24,0.267,97.5,7.611,-4.557,66.62,21.5027,13.77,833,0.18,0.318,0.036,1.876,1.25,55.97,30.85,-4.003,66.25,-271.4,13.14,1811,1747,1660,1192,1025,831,794.5,494.7,177.8,1583,1517,1502
"2009-01-03 14:00:00",25,0.526,101.4,36.46,-3.601,72.66,21.51023,13.75,833,0.072,0.127,0.019,1.696,1.074,71.94,41.56,-3.731,71.33,-246.4,84.8,1811,1748,1660,1192,1025,831,795.1,494.9,177.8,1584,1518,1502
"2009-01-03 15:00:00",26,0.669,85.2,30.46,-3.462,71.04,21.50499,13.77,833,0.074,0.131,0.02,1.333,1.558,65.42,21.31,-3.328,69.78,-255.8,57.01,1811,1747,1660,1192,1025,831,795,495,177.8,1583,1517,1502
"2009-01-03 16:00:00",27,0.641,101.3,33.9,-3.698,71.11,21.50508,13.8,833,0.022,0.039,0.01,0.813,1.803,70.73,14.32,-4.189,80.9,-265.7,30.13,1811,1747,1660,1192,1025,831,794.7,494.6,177.9,1583,1516,1502
"2009-01-03 17:00:00",28,0.005,259.9,0.051,-6.231,88.9,21.50221,13.86,833,0.004,0.008,0.001,0.193,0.605,295.1,59.84,-7.732,93.4,-267.1,25.41,1810,1747,1659,1192,1025,831,794.7,494.8,177.9,1582,1516,1501
"2009-01-03 18:00:00",29,0.038,265.3,4.013,-9.56,89.7,21.51357,13.93,833,0,0,0,0,0.825,259.9,18.2,-10.65,91.4,-275.3,5.801,1811,1747,1660,1191,1025,831,794.6,494.5,178,1581,1514,1500
"2009-01-03 19:00:00",30,0.011,277.1,0.035,-11.58,88.6,21.51654,14,833,0,0,0,0,1.082,252.1,9.54,-13.09,90.9,-273.8,10.52,1811,1747,1660,1191,1025,831,793.8,494.5,178.1,1579,1513,1499
"2009-01-03 20:00:00",31,0.038,276.9,0.043,-13.21,86.3,21.52251,14.05,833,0,0,0,0,1.202,261.4,13.4,-14.89,89.8,-275.9,6.699,1811,1748,1660,1191,1025,831,793.8,494.4,178.1,1578,1512,1498
"2009-01-03 21:00:00",32,0.027,276.9,0.029,-14.55,86.5,21.52495,14.1,833,0,0,0,0,1.365,265.4,11.44,-16.19,89.1,-273.7,13.22,1811,1747,1660,1190,1025,831,794.1,494.8,178.2,1577,1511,1497
"2009-01-03 22:00:00",33,0.026,276.9,0.033,-15.64,86.9,21.53177,14.13,834,0,0,0,0,1.482,265.9,11.37,-17.27,87.4,-265.5,35.46,1810,1747,1660,1190,1025,831,793.6,494.5,178.2,1577,1510,1497
"2009-01-03 23:00:00",34,0.048,276.9,0.028,-16.37,85.2,21.53238,14.16,834,0,0,0,0,1.629,266.2,9.42,-18.26,86.7,-262.1,44.58,1810,1748,1660,1190,1025,831,793.3,494.6,178.3,1576,1510,1496
"2009-01-04 00:00:00",35,0.076,277,0,-16.85,85,21.53228,14.19,834,0,0,0,0,1.637,262,7.982,-19.13,85.9,-273.3,14.25,1810,1748,1660,1191,1025,831,793,494.3,178,1575,1509,1496
"2009-01-04 01:00:00",36,0.061,277.4,0.888,-17.42,86.2,21.53602,14.21,833,0,0,0,0,1.558,262.7,9.9,-19.83,85.4,-251.8,73.68,1810,1747,1660,1190,1025,831,792.2,493.7,178.3,1574,1509,1495
"2009-01-04 02:00:00",37,0.119,279.5,0.078,-17.8,86.9,21.53769,14.23,834,0,0,0,0,1.625,265.9,11.41,-20.41,85.2,-258.8,55.28,1809,1747,1660,1190,1025,831,792.6,494.1,178.1,1575,1508,1495
"2009-01-04 03:00:00",38,0.149,279.8,2.446,-17.76,81.3,21.53676,14.24,834,0,0,0,0,1.678,270.7,12.5,-20.8,84.3,-266.2,36.29,1810,1748,1660,1190,1026,831,792.9,494.5,177.6,1574,1508,1495
"2009-01-04 04:00:00",39,0.094,290.2,5.222,-18.74,84.8,21.53512,14.25,834,0,0,0,0,1.528,260.9,12.53,-21.38,83.8,-273.8,14.73,1810,1748,1660,1190,1025,831,792.9,494.1,177.4,1573,1507,1495
"2009-01-04 05:00:00",40,0.119,295,15.86,-18.55,85.2,21.53815,14.25,834,0,0,0,0,1.611,271.6,18.88,-21.03,86.9,-281.4,-6.95,1809,1747,1660,1189,1025,831,791.8,494.1,178.3,1573,1506,1494
"2009-01-04 06:00:00",41,0.165,282.7,18.66,-17.37,87.4,21.52764,14.22,833,0,0,0,0,1.44,284,14.88,-19.24,85.2,-278.6,-0.002,1809,1747,1660,1190,1025,831,791.4,494,177.9,1574,1507,1495
"2009-01-04 07:00:00",42,0.144,292.8,22.18,-17.06,84.5,21.51204,14.2,834,0,0,0,0,1.396,284.1,18.57,-18.85,86.3,-282.2,-9.88,1810,1748,1660,1191,1025,831,792.4,494.1,178.3,1574,1508,1495
"2009-01-04 08:00:00",43,0.233,287.4,19.06,-16.48,81.5,21.50069,14.18,834,0.004,0.007,0.001,0.124,1.399,285.9,14.38,-18.65,83.3,-281.5,-8.36,1810,1748,1660,1190,1025,831,792.1,493.9,178.3,1574,1508,1496
"2009-01-04 09:00:00",44,0.175,285.4,13.37,-15.88,84.6,21.48518,14.17,834,0.044,0.079,0.005,0.724,1.174,287.2,11.84,-18.36,81.9,-286.7,-23.27,1810,1748,1660,1189,1025,832,791.6,494.1,178.3,1574,1508,1496
"2009-01-04 10:00:00",45,0.003,178.3,6.011,-9.95,83.8,21.47078,14.11,835,0.266,0.471,0.036,1.267,0.614,68.63,15.6,-12.18,71.74,-283.8,-15.88,1810,1748,1660,1190,1025,832,791.3,494.1,178.2,1575,1509,1496
"2009-01-04 11:00:00",46,0.937,90.9,21.11,-7.155,75.66,21.48399,13.97,835,0.349,0.617,0.054,1.656,1.662,60.42,14.73,-6.745,70.68,-282.1,-13.54,1810,1747,1660,1189,1025,831,791.1,494.1,178,1577,1511,1498
"2009-01-04 12:00:00",47,1.209,91,21.27,-5.036,73.74,21.47199,13.84,835,0.339,0.599,0.061,1.866,1.588,65.25,15.19,-4.39,68.05,-271,13.47,1809,1748,1661,1190,1025,831,790.6,493.9,177.9,1579,1513,1500
"2009-01-04 13:00:00",48,1.157,95.5,22.29,-3.031,66.19,21.47412,13.74,835,0.289,0.512,0.062,1.882,1.242,67.44,20.3,-2.92,65.75,-265.8,28.68,1810,1748,1660,1190,1025,831,790.7,493.9,177.8,1580,1515,1501
"2009-01-04 14:00:00",49,0.976,83.9,26.95,-1.84,67.14,21.47818,13.72,834,0.078,0.137,0.025,1.704,1.587,69.18,16.37,-2.005,68.17,-256.2,54.01,1810,1748,1660,1189,1025,831,791.6,493.7,177.8,1581,1515,1502
"2009-01-04 15:00:00",50,0.786,87.1,25.98,-1.321,65.32,21.45421,13.73,834,0.073,0.128,0.024,1.342,1.593,68.77,13.53,-1.425,70.64,-268,22.65,1809,1747,1660,1189,1025,831,790.7,493.7,177.8,1581,1515,1502
"2009-01-04 16:00:00",51,0.116,120.1,31.79,-1.347,76.35,21.45156,13.75,835,0.034,0.061,0.009,0.822,1.012,58.88,16.79,-2.874,85.9,-261.7,40.86,1809,1747,1660,1189,1025,831,791.5,493.8,177.8,1580,1515,1502
"2009-01-04 17:00:00",52,0.054,260,13.2,-3.286,92.2,21.45431,13.81,834,0.01,0.018,0.003,0.201,0.199,267.8,26.61,-5.549,93.5,-261.6,40.9,1809,1747,1660,1189,1024,831,790.8,493.9,177.9,1579,1514,1501
"2009-01-04 18:00:00",53,0.038,284.4,5.36,-5.11,92.8,21.44968,13.86,835,0,0,0,0,0.508,273.6,20.42,-7.362,94.7,-288.3,-31.72,1809,1747,1659,1188,1025,831,791.6,494.1,177.9,1579,1513,1500
"2009-01-04 19:00:00",54,0.02,290.5,3.358,-6.428,92.4,21.44421,13.89,835,0,0,0,0,0.677,269.8,18.33,-8.34,95.4,-281.6,-10.9,1809,1748,1660,1189,1025,831,790.6,494,178,1578,1513,1499
"2009-01-04 20:00:00",55,0.03,275.5,2.824,-6.899,92.4,21.44878,13.9,835,0,0,0,0,0.801,264.7,15.13,-8.64,94.8,-281.2,-10.41,1809,1748,1660,1189,1025,831,790.6,494.1,178,1578,1512,1499
"2009-01-04 21:00:00",56,0.05,274.6,6.927,-6.978,92.9,21.44122,13.9,835,0,0,0,0,0.9,270.8,17.82,-8.4,94.6,-287.5,-27.54,1810,1748,1660,1190,1025,831,791.3,494.4,178,1578,1512,1499
"2009-01-04 22:00:00",57,0.033,282.8,11.08,-6.753,92.6,21.4324,13.9,835,0,0,0,0,0.457,279.1,17.17,-8.05,94.5,-289.4,-33.65,1810,1748,1660,1189,1025,831,790.9,494.3,178,1577,1512,1499
"2009-01-04 23:00:00",58,0.113,350.5,49.78,-6.346,92.1,21.41829,13.88,835,0,0,0,0,0.501,299.5,61.83,-7.398,94.5,-298.1,-58.33,1809,1747,1659,1188,1024,831,791,494.2,178,1577,1512,1499
"2009-01-05 00:00:00",59,0.215,331.9,62.44,-5.73,87.7,21.42207,13.87,835,0,0,0.001,0,0.415,0.191,67.96,-6.937,94.6,-283.6,-18.91,1809,1747,1661,1189,1025,831,790.3,494.2,178,1577,1513,1500
"2009-01-05 01:00:00",60,0.367,14.54,71.8,-4.779,76.99,21.42552,13.87,835,0,0,0.002,0,0.851,31.19,60.86,-6.511,93.6,-287.1,-28.79,1810,1748,1660,1189,1025,831,790.5,494.2,178,1577,1513,1500
"2009-01-05 02:00:00",61,0.454,31.57,71.09,-4.361,73.1,21.42207,13.85,834,0,0,0.003,0,1.124,43.12,72.19,-5.91,91.5,-282,-15.34,1810,1747,1660,1189,1025,831,791,494.1,177.9,1577,1512,1500
"2009-01-05 03:00:00",62,0.582,294,81.6,-2.146,50.72,21.42063,13.85,834,0,0,0.007,0,2.576,197.5,47.11,-4.733,61.74,-286.9,-27.38,1809,1748,1660,1190,1025,831,790.7,494,177.9,1578,1512,1500
"2009-01-05 04:00:00",63,0.995,104.8,70.05,-2.336,70.73,21.42442,13.82,834,0,0,0.009,0,3.496,158.1,49.01,-2.903,80.6,-262.5,39.43,1810,1748,1660,1190,1026,832,791.1,494,177.9,1578,1513,1500
"2009-01-05 05:00:00",64,0.799,53.72,54.7,-2.371,82.9,21.42179,13.79,834,0,0,0.004,0,2.069,80.7,51.81,-3.062,88.3,-273.5,8.11,1809,1747,1660,1189,1025,831,790.3,493.9,177.9,1578,1513,1501
"2009-01-05 06:00:00",65,1.052,69.34,67.04,-2.248,86.3,21.4234,13.79,833,0,0,0.004,0,2.309,66.88,35.08,-3.013,89.2,-277.1,-1.508,1809,1748,1660,1189,1026,831,791.2,494.1,177.8,1579,1513,1501
"2009-01-05 07:00:00",66,1.574,76.85,57.38,-0.492,87.9,21.42964,13.78,833,0,0,0.006,0,2.974,64.14,52.41,-1.969,90.4,-280.1,-10.79,1809,1747,1660,1189,1025,831,790.7,494.1,177.8,1579,1513,1501
"2009-01-05 08:00:00",67,1.699,74.34,46.11,1.264,83.6,21.43084,13.76,833,0.003,0.005,0.01,0.124,2.363,21.75,80.4,-0.995,89.2,-269.7,16.45,1810,1747,1660,1189,1025,831,791.1,494.1,177.8,1579,1513,1501
"2009-01-05 09:00:00",68,1.297,70.42,72.77,3.536,79.11,21.41739,13.72,833,0.03,0.054,0.017,0.725,2.653,307.2,78.52,1.495,82.3,-258.6,45.83,1809,1748,1660,1189,1025,831,790.7,494.1,177.8,1579,1514,1502
"2009-01-05 10:00:00",69,1.335,313.9,89.2,4.881,72.11,21.42115,13.67,833,0.151,0.268,0.049,1.269,4.31,286.6,44.42,4.175,73.13,-272.4,7.856,1810,1748,1660,1189,1025,831,791.5,494.5,177.8,1580,1515,1502
"2009-01-05 11:00:00",70,1.249,303.9,75.1,4.735,72.32,21.40146,13.62,833,0.249,0.441,0.073,1.66,4.466,301,36.67,4.965,71.33,-280.6,-9.83,1810,1748,1661,1190,1026,831,791.1,494.8,177.7,1581,1515,1503
"2009-01-05 12:00:00",71,1.466,255.3,78.06,4.284,69.02,21.39955,13.61,834,0.186,0.33,0.06,1.872,4.588,289.2,39.38,4.326,68.13,-279.1,-5.602,1809,1747,1660,1189,1025,832,791,494.7,177.7,1580,1516,1503
"2009-01-05 13:00:00",72,1.233,246.3,66.2,4.343,66.99,21.39747,13.56,833,0.44,0.778,0.109,1.889,4.435,286.6,32.59,5.065,63.89,-275.1,7.065,1810,1748,1660,1190,1026,831,791.5,494.9,177.7,1581,1516,1504
"2009-01-05 14:00:00",73,1.113,249.6,63.93,4.366,58.07,21.39375,13.51,834,0.255,0.451,0.075,1.712,3.702,278.1,32.81,4.872,59.23,-278.1,-1.952,1810,1748,1660,1190,1025,831,790.8,494.5,177.6,1582,1517,1504
"2009-01-05 15:00:00",74,1.128,28.36,87.9,4.663,53.62,21.38761,13.53,833,0.206,0.364,0.069,1.351,2.994,331,52.04,4.946,51.88,-274.1,6.706,1809,1748,1660,1188,1025,831,788.9,494.7,177.6,1582,1517,1505
"2009-01-05 16:00:00",75,1.035,254,95.2,3.225,57.99,21.3874,13.56,834,0.077,0.136,0.036,0.832,2.933,310.6,44.61,3.195,59.69,-263.3,34.5,1808,1748,1660,1188,1025,831,787.2,494.7,177.7,1581,1517,1504
"2009-01-05 17:00:00",76,0.49,53.22,65.81,1.785,61.45,21.39519,13.62,834,0.018,0.032,0.012,0.208,1.444,344.4,57.18,1.262,73.99,-258.1,48.13,1808,1748,1660,1187,1025,831,787.6,494.4,177.7,1580,1515,1503
"2009-01-05 18:00:00",77,0.058,254.4,27.88,-1.035,78.99,21.40247,13.69,835,0,0.001,0,0,0.673,274.9,70.88,-2.29,88.8,-262.7,36.35,1808,1747,1660,1187,1025,831,787.4,494.1,177.8,1579,1514,1502
"2009-01-05 19:00:00",78,0.07,323.1,45.9,-1.205,78,21.40382,13.76,835,0,0,0,0,0.779,102.4,80.4,-3.115,89.7,-264.4,33.07,1809,1748,1660,1188,1025,831,788.2,494.8,177.8,1578,1513,1501
"2009-01-05 20:00:00",79,0.022,293.9,19.31,-2.059,85.4,21.39431,13.79,836,0,0,0,0,0.381,127.5,73.6,-3.391,91.8,-270.5,18.06,1808,1748,1660,1188,1026,831,788.1,494.6,177.9,1578,1512,1500
"2009-01-05 21:00:00",80,0.039,259.6,2.65,-2.786,85.3,21.39504,13.82,836,0,0,0,0,0.962,262.5,24.43,-4.259,95.7,-275.7,4.163,1808,1748,1660,1188,1025,831,788,494.5,177.9,1576,1511,1500
"2009-01-05 22:00:00",81,0.014,169.3,4.399,-3.031,80.2,21.38343,13.82,836,0,0,0,0,0.317,237.8,37.88,-4.395,89.9,-283.9,-18.94,1809,1748,1660,1187,1026,831,788.9,494.5,177.9,1576,1511,1500
"2009-01-05 23:00:00",82,0.187,177.1,57.1,-2.831,84,21.36949,13.81,836,0,0,0.001,0,0.58,308.1,81.2,-3.902,91.6,-279.6,-7.619,1809,1748,1660,1188,1026,831,789.1,494.9,177.9,1576,1511,1500
"2009-01-06 00:00:00",83,0.016,212.2,17.65,-3.212,86,21.36575,13.82,836,0,0,0,0,0.503,270,46.74,-4.446,92.7,-284.9,-23.29,1809,1748,1660,1188,1026,831,789.4,494.9,177.9,1576,1511,1500
"2009-01-06 01:00:00",84,0.015,129,20,-3.045,85.4,21.35823,13.81,837,0,0,0,0,0.191,260.8,48.71,-3.992,90.8,-273.7,7.135,1809,1748,1660,1187,1025,831,788.4,494.5,177.9,1576,1511,1500
"2009-01-06 02:00:00",85,0.041,82.5,1.33,-2.776,84.3,21.34853,13.79,836,0,0,0,0,0.292,281.5,51.24,-3.656,91.2,-277.2,-0.53,1808,1747,1660,1187,1025,831,788.7,494.8,177.9,1576,1510,1499
"2009-01-06 03:00:00",86,0.013,347,5.518,-2.538,84.3,21.33388,13.77,836,0,0,0,0,0.163,339.2,52.78,-3.337,89.1,-270.3,18.25,1809,1748,1660,1187,1025,831,788.7,494.6,177.9,1576,1511,1500
"2009-01-06 04:00:00",87,0.024,267.5,16.31,-2.221,81.2,21.32956,13.76,837,0,0,0,0,0.343,292.6,44.64,-2.978,90.9,-267.8,23.42,1808,1748,1660,1187,1026,831,788.9,494.5,177.8,1577,1512,1501
"2009-01-06 05:00:00",88,0.135,65.62,60.22,-2.212,83.2,21.34336,13.76,837,0,0,0,0,0.31,285.6,57.44,-3.082,93.1,-278,-4.19,1808,1748,1660,1189,1026,831,788.4,495.2,177.8,1577,1512,1501
"2009-01-06 06:00:00",89,0.048,259.5,29.24,-2.398,82.2,21.34324,13.77,836,0,0,0,0,0.288,262.6,68.43,-3.462,93.1,-275,3.636,1808,1748,1660,1188,1026,831,788.2,495,177.8,1576,1511,1500
"2009-01-06 07:00:00",90,0.07,212.9,47.44,-2.377,82.9,21.33657,13.77,837,0,0,0,0,0.298,284.8,57.43,-3.534,92.7,-279.2,-8.24,1809,1748,1660,1188,1026,832,788.4,495,177.8,1576,1510,1499
"2009-01-06 08:00:00",91,0.095,263.5,32.09,-1.795,88.7,21.32075,13.77,838,0.008,0.014,0.003,0.125,0.657,278.9,22.29,-3.263,91.1,-287.9,-32.01,1808,1748,1660,1188,1026,831,788,494.8,177.8,1576,1510,1500
"2009-01-06 09:00:00",92,0.056,264.8,28.11,-0.661,85,21.30414,13.74,838,0.047,0.082,0.011,0.727,0.394,260.6,39.31,-1.776,86.3,-272.9,9.72,1808,1748,1661,1188,1026,831,788.2,495.2,177.8,1577,1511,1501
"2009-01-06 10:00:00",93,0.06,236.4,36.93,1.941,71.2,21.29052,13.68,838,0.135,0.239,0.034,1.272,0.312,288.8,35.73,1.189,73.18,-275.1,1.627,1808,1748,1660,1187,1026,831,788.4,495.1,177.8,1578,1512,1501
"2009-01-06 11:00:00",94,0.616,119.9,68.81,6.829,64.89,21.2901,13.57,839,0.342,0.605,0.093,1.664,1.084,62.27,67.5,6.898,61.76,-276.1,1.886,1809,1748,1660,1188,1026,831,788.1,494.9,177.7,1579,1514,1503
"2009-01-06 12:00:00",95,0.991,250.8,72.33,8.65,59.95,21.29883,13.44,839,0.424,0.75,0.122,1.877,2.508,307.3,48.71,9.22,57.3,-281.7,-8.83,1809,1748,1660,1187,1026,831,788,495.2,177.6,1581,1516,1505
"2009-01-06 13:00:00",96,1.083,248.7,82,9.79,53.81,21.30244,13.36,839,0.505,0.894,0.146,1.896,2.522,311.8,52.4,10.27,51.29,-286.8,-22.28,1810,1749,1660,1188,1027,832,788.4,495.5,177.5,1583,1518,1506
"2009-01-06 14:00:00",97,1.219,224.9,89.9,10.41,53.61,21.30439,13.35,839,0.177,0.313,0.078,1.72,2.425,329.9,59.08,10.41,53.17,-288.3,-30.02,1808,1748,1660,1187,1025,831,787,494.6,177.5,1583,1518,1506
"2009-01-06 15:00:00",98,0.671,111,90.9,10.54,48.96,21.29621,13.38,839,0.194,0.343,0.073,1.361,1.67,351.4,71.95,10.39,51.37,-278.6,-4.782,1808,1748,1660,1187,1026,831,787,495.7,177.5,1583,1517,1506
"2009-01-06 16:00:00",99,0.394,199.4,79.43,10.88,50.98,21.29115,13.42,839,0.072,0.127,0.033,0.842,1.122,309.5,77.94,8.27,68.31,-276.9,-4.551,1808,1748,1660,1186,1026,831,787.4,494.6,177.6,1582,1516,1505
"2009-01-06 17:00:00",100,0.179,266.6,16.63,6.709,77.24,21.28947,13.5,839,0.018,0.032,0.009,0.216,0.928,277.2,33.03,3.121,87.8,-256.2,52.74,1808,1748,1660,1187,1026,831,787.3,495.1,177.6,1581,1515,1504
"2009-01-06 18:00:00",101,0.249,260.4,11.75,2.117,86.1,21.30676,13.6,839,0.001,0.001,0.002,0,1.683,264.5,13.05,-0.035,94.1,-249.3,71.5,1808,1748,1660,1187,1026,831,786.1,494.9,177.7,1580,1514,1503
"2009-01-06 19:00:00",102,0.238,257.9,11.16,0.119,92.3,21.31539,13.67,839,0,0,0.001,0,1.675,260.2,11.43,-1.473,97.2,-265.8,28.47,1808,1748,1660,1186,1026,831,786.3,494.8,177.8,1578,1512,1501
