well_id,timestamp,welltop_to_water_cm,water_level_1_cm,water_level_2_cm,water_binary,logger?,soil moisture,notes
KHF-XE7S,06/06/2021 6:53 AM,80.772,80.772,80.772,1,FALSE,,needs a black cap
EHR-1,06/06/2021 7:59 AM,109.728,109.728,109.728,1,FALSE,,
EER-1,06/06/2021 8:01 AM,116.2304,116.1288,116.1288,1,FALSE,,
EWR-1,06/06/2021 8:02 AM,113.0808,113.0808,113.0808,1,FALSE,,
EFF-XA1N,06/06/2021 8:10 AM,147.828,147.828,147.828,1,FALSE,,
EFF-XA2N,06/06/2021 8:09 AM,64.008,64.008,64.008,1,FALSE,,
EWF-XA2S,06/06/2021 8:13 AM,105.2576,105.156,105.156,1,FALSE,,
EHF-XA3S,06/06/2021 8:12 AM,145.4912,145.0848,145.6944,1,FALSE,,
EHT-XA5S,06/06/2021 8:15 AM,117.4496,117.348,117.348,1,TRUE,,
EET-2,06/06/2021 8:16 AM,129.3368,129.2352,129.2352,1,FALSE,,
EFT-XB6S,06/06/2021 8:27 AM,59.5376,59.436,59.436,1,FALSE,,
EWT-1,06/06/2021 8:18 AM,149.1488,149.0472,149.0472,1,TRUE,,
EHT-XB5S,06/06/2021 8:24 AM,83.6168,83.5152,83.5152,1,TRUE,,
EFF-XB7S,06/06/2021 8:30 AM,62.484,62.484,62.484,1,FALSE,saturated,
EEF-1,06/06/2021 8:31 AM,97.536,94.488,97.536,1,FALSE,saturated,
EET-1,06/06/2021 8:34 AM,109.6264,109.4232,109.728,1,FALSE,,
EET-XB4S,06/06/2021 8:38 AM,129.4384,129.54,129.54,1,FALSE,,
EFR-XB3S,06/06/2021 8:39 AM,137.16,137.16,137.16,1,TRUE,,
EFR-XB2S,06/06/2021 8:41 AM,142.0368,142.0368,142.0368,1,FALSE,,
EHR-XB1N,06/06/2021 8:43 AM,141.3256,141.1224,141.4272,1,TRUE,,
EFR-XB2N,06/06/2021 8:44 AM,58.1152,58.2168,58.2168,1,TRUE,,
EFR-XB3N,06/06/2021 8:45 AM,81.788,81.6864,81.6864,1,TRUE,,
EWR-XB4N,06/06/2021 8:46 AM,78.0288,77.724,78.0288,1,FALSE,,
LHT-1,06/06/2021 9:19 AM,98.1456,98.1456,98.1456,1,FALSE,,mud
LET-1,06/06/2021 9:20 AM,79.9592,79.8576,79.8576,1,FALSE,,
LWT-1,06/06/2021 9:23 AM,95.504,95.4024,95.4024,1,FALSE,,
EFR-XB1S,06/06/2021 8:42 AM,138.5824,137.16,139.2936,1,FALSE,,
KHT-XD6N,06/20/2021 7:14 AM,115.316,115.2144,115.2144,1,FALSE,,
KER-XD5N,06/20/2021 7:12 AM,76.8096,76.8096,76.8096,1,TRUE,,
KHR-1,06/20/2021 7:11 AM,142.748,142.6464,142.6464,1,FALSE,,
KHR-XD1N,06/20/2021 7:11 AM,126.2888,126.1872,126.1872,1,FALSE,,
KER-1,06/20/2021 7:07 AM,147.32,147.2184,147.2184,1,FALSE,,near bottom
KWR-XE1N,06/20/2021 7:00 AM,139.192,138.9888,139.2936,1,FALSE,,
KFR-XE1S,06/20/2021 6:58 AM,127.1016,126.7968,127.1016,1,FALSE,,
KFR-XE2S,06/20/2021 6:57 AM,63.7032,63.3984,63.7032,1,FALSE,,
KER-XE3S,06/20/2021 6:57 AM,-6.633333333,-6,-6.5,1,FALSE,,
KHT-XE4S,06/20/2021 6:53 AM,131.064,131.064,131.064,1,FALSE,,
KHT-XE5S,06/20/2021 6:52 AM,144.5768,144.4752,144.4752,1,FALSE,,
KET-1,06/20/2021 6:48 AM,53.0352,53.0352,53.0352,1,FALSE,,
KHT-XE6S,06/20/2021 6:50 AM,121.7168,121.6152,121.6152,1,FALSE,,
KFF-XE8S,06/20/2021 6:45 AM,121.92,121.92,121.92,1,FALSE,,
KWT-1,06/20/2021 6:41 AM,83.82,83.82,83.82,1,FALSE,,ground to top = 6.8 cm
KFF-XD6S,06/20/2021 6:35 AM,134.5184,134.4168,134.4168,1,FALSE,,
KHT-XD3S,06/20/2021 6:31 AM,,,,0,FALSE,,no water
KHF-XD4S,06/20/2021 6:32 AM,153.924,153.924,153.924,1,FALSE,,
KHR-XD1S,06/20/2021 6:30 AM,125.8824,125.8824,125.8824,1,FALSE,,
KEF-1,06/20/2021 6:23 AM,54.356,54.2544,54.2544,1,FALSE,,
KHF-1,06/20/2021 6:21 AM,135.3312,135.3312,135.3312,1,FALSE,,
KWF-1,06/20/2021 6:18 AM,85.344,85.344,85.344,1,FALSE,,
KWR-1,6/20/2021 12:56 PM,103.632,103.632,103.632,1,FALSE,,"ground to top = 75.7, 71.2, 70.4 cm"
KHF-XE7S,6/20/2021 6:47 AM,83.82,83.82,83.82,1,FALSE,,
EHR-1,6/20/2021 7:43 AM,115.0112,114.9096,114.9096,1,FALSE,,
EER-1,6/20/2021 7:45 AM,118.9736,118.872,118.872,1,FALSE,,
EWR-1,6/20/2021 7:46 AM,115.1128,115.2144,115.2144,1,FALSE,,
EFF-XA1N,6/20/2021 7:54 AM,148.336,148.1328,148.4376,1,FALSE,,
EFF-XA2N,6/20/2021 7:53 AM,101.3968,101.1936,101.4984,1,FALSE,,
EHT-XC5S,6/20/2021 8:23 AM,121.92,121.92,121.92,1,FALSE,,past instrumentation at forest edge
EWF-XA2S,6/20/2021 7:57 AM,153.416,153.3144,153.3144,1,FALSE,,near bottom
EHF-XA3S,6/20/2021 7:58 AM,152.4,152.4,152.4,1,FALSE,,mud at bottom
EHT-XA5S,6/20/2021 8:01 AM,143.1544,142.9512,143.256,1,TRUE,,
EET-2,6/20/2021 8:02 AM,148.7424,148.7424,148.7424,1,FALSE,,near bottom
EFT-XB6S,6/20/2021 8:12 AM,96.9264,96.9264,96.9264,1,FALSE,,
EWT-1,6/20/2021 8:05 AM,150.876,150.876,150.876,1,TRUE,,mud at bottom
EHT-XB5S,6/20/2021 8:10 AM,115.4176,115.5192,115.5192,1,FALSE,,
EFF-XB7S,6/20/2021 8:14 AM,75.0824,74.9808,74.9808,1,FALSE,"saturated, no standing water",
EEF-1,6/20/2021 8:17 AM,128.4224,128.3208,128.3208,1,FALSE,moist not saturated,
EET-1,6/20/2021 8:20 AM,143.3576,143.256,143.256,1,FALSE,moist to dry,
EFR-XB3S,6/20/2021 8:29 AM,151.0792,151.1808,151.1808,1,TRUE,,
EFR-XB2S,6/20/2021 8:30 AM,,,,0,FALSE,,no water
EHR-XB1N,6/20/2021 8:33 AM,145.6944,145.6944,145.6944,1,TRUE,,
EFR-XB2N,6/20/2021 8:34 AM,62.992,60.96,64.008,1,TRUE,,
EFR-XB3N,6/20/2021 8:36 AM,85.1408,85.0392,85.0392,1,TRUE,,
EWR-XB4N,6/20/2021 8:37 AM,81.788,81.6864,81.6864,1,TRUE,,
EFR-XB1S,6/20/2021 8:31 AM,128.016,128.016,128.016,1,FALSE,,
LHT-1,6/20/2021 9:05 AM,114.7064,114.6048,114.6048,1,FALSE,,
LWT-1,6/20/2021 9:07 AM,108.204,108.204,108.204,1,FALSE,,
LET-1,6/20/2021 9:06 AM,96.2152,96.012,96.012,1,FALSE,,
EET-XB4S,6/20/2021 8:27 AM,141.224,141.1224,141.4272,1,FALSE,,sedge dominant
KHR-1,07/02/2021 8:04 PM,127.1016,127.1016,127.1016,1,TRUE,,Friday night
KHT-XD6N,07/04/2021 6:59 AM,179.7304,179.832,179.832,1,FALSE,,
KER-XD5N,07/04/2021 7:00 AM,102.108,102.108,102.108,1,FALSE,,
KHR-1,07/04/2021 7:03 AM,126.5936,126.492,126.492,1,TRUE,,gain of .02 inches
KHR-XD1N,07/04/2021 7:05 AM,126.7968,127.1016,126.492,1,FALSE,,
KER-1,07/04/2021 7:08 AM,117.1448,117.0432,117.0432,1,FALSE,,
KWR-XE1N,07/04/2021 7:14 AM,139.5984,139.5984,139.5984,1,FALSE,,
KFR-XE1S,07/04/2021 7:17 AM,127,126.7968,127.1016,1,FALSE,,
KFR-XE2S,07/04/2021 7:18 AM,64.7192,64.6176,64.6176,1,FALSE,"saturated, soggy",
KHT-XE4S,07/04/2021 7:19 AM,141.732,141.732,141.732,1,FALSE,,
KER-XE3S,07/04/2021 7:20 AM,-7.55904,-6.49224,-8.19912,1,FALSE,,
KHT-XE5S,07/04/2021 7:23 AM,148.844,148.7424,148.7424,1,FALSE,,
KHT-XE6S,07/04/2021 7:25 AM,180.4416,180.4416,180.4416,1,FALSE,,at or near bottom
KET-1,07/04/2021 7:25 AM,53.848,53.9496,53.9496,1,TRUE,,
KHF-XE7S,07/04/2021 7:28 AM,84.4296,84.4296,84.4296,1,FALSE,,"at or near bottom, no cap, sediment?"
KFF-XE8S,07/04/2021 7:30 AM,143.256,143.256,143.256,1,FALSE,,"mud, near bottom"
KWT-1,07/04/2021 7:35 AM,135.4328,135.3312,135.3312,1,FALSE,,
KFF-XD6S,07/04/2021 7:45 AM,,,,0,FALSE,,no water
KHF-XD4S,07/04/2021 7:46 AM,,,,0,FALSE,,no water
KHT-XD3S,07/04/2021 7:47 AM,,,,0,FALSE,,no water
KHR-XD1S,07/04/2021 7:50 AM,126.5936,126.492,126.492,1,TRUE,,
KEF-1,07/04/2021 7:57 AM,53.34,53.34,53.34,1,FALSE,"saturated, soggy",double-checked meter reading
KHF-1,07/04/2021 7:58 AM,59.436,59.436,59.436,1,FALSE,,"ground to top is zero, no well casing"
KWF-1,07/04/2021 8:02 AM,100.6856,100.8888,100.584,1,FALSE,,
KWR-1,07/04/2021 8:05 AM,103.632,103.632,103.632,1,FALSE,,"ground to top is 61, 67, 72.4 (cm)"
KHF-1,7/5/2021 5:36 PM,97.9424,97.8408,97.8408,1,FALSE,,
KWT-1,7/5/2021 6:00 PM,141.4272,141.4272,141.4272,1,FALSE,,
KHT-XE5S,7/5/2021 6:05 PM,147.828,147.828,147.828,1,FALSE,,
EHR-1,7/5/2021 7:30 AM,113.284,113.0808,113.3856,1,TRUE,,
EER-1,7/5/2021 7:32 AM,119.5832,119.4816,119.4816,1,TRUE,,
EWR-1,7/5/2021 7:35 AM,115.6208,115.5192,115.5192,1,FALSE,,
EFF-XA1N,7/5/2021 7:46 AM,149.5552,149.6568,149.6568,1,FALSE,,change to EWR-A1N; aside gravel bar in willows
EFF-XA2N,7/5/2021 7:43 AM,74.2696,74.3712,74.3712,1,FALSE,,"EFR-A2N. Riparian? Pines within 2m, also sedge and horsetail locally, big bar to north"
EWF-XA2S,7/5/2021 7:49 AM,,,,0,FALSE,,no water; dry on 07/03 at 12pm; 0 mm of mud at bottom
EHF-XA3S,7/5/2021 7:50 AM,,,,0,FALSE,,no water; dry on 07/03 at 12pm; 1 mm of mud at bottom
EHT-XA5S,7/5/2021 7:55 AM,,,,0,FALSE,soil moist-dry,no water; augered to 122 cm below ground and still no water
EET-2,7/5/2021 7:57 AM,149.4536,149.352,149.352,1,FALSE,soil moist-dry,mud
EWT-1,7/5/2021 7:59 AM,152.4,152.4,152.4,1,FALSE,soil moist-dry,hot bottom but clear water reading on meter
EHT-XB5S,7/5/2021 8:06 AM,143.1544,143.256,143.256,1,FALSE,,Fan? Cobble- to boulder-sized rocks at surface
EFT-XB6S,7/5/2021 8:09 AM,119.888,119.7864,120.0912,1,FALSE,,"locally MH, tree within 2 meters"
EFF-XB7S,7/5/2021 8:11 AM,104.2416,104.2416,104.2416,1,FALSE,,"locally MH, tree within 2 meters"
EEF-1,7/5/2021 8:17 AM,135.7376,135.636,135.636,1,TRUE,,carex and juncus
EET-1,7/5/2021 8:24 AM,,,,0,TRUE,,"no water; new phenocam spot, EHW present."
EHT-XC5S,7/5/2021 8:22 AM,146.1008,145.9992,145.9992,1,FALSE,,EHT?
EET-XB4S,7/5/2021 8:33 AM,145.3896,145.3896,145.3896,1,FALSE,,"EER? sedge or MH? downslope of terrace, out of pine canopy, >5m from tree"
EFR-XB3S,7/5/2021 8:38 AM,,,,0,TRUE,,no water; Forest <2 m from pine
EFR-XB2S,7/5/2021 8:39 AM,,,,0,FALSE,,no water; Forest 2.7m from tree
EFR-XB1S,7/5/2021 8:41 AM,140.4112,140.208,140.5128,1,FALSE,,Forest <2m from pine
EHR-XB1N,7/5/2021 8:44 AM,147.828,147.828,147.828,1,FALSE,,"MH, 4m from pine base and 3m from canopy"
EFR-XB2N,7/5/2021 8:46 AM,63.1952,63.0936,63.0936,1,TRUE,,clearly MH
EFR-XB3N,7/5/2021 8:49 AM,85.9536,85.9536,85.9536,1,TRUE,,"clearly W, at canopy edge"
EWR-XB4N,7/5/2021 8:50 AM,83.2104,82.9056,83.2104,1,TRUE,,clearly W
LHT-1,7/4/2021 9:03 AM,131.064,131.064,131.064,1,FALSE,,
LET-1,7/4/2021 9:05 AM,112.776,112.776,112.776,1,FALSE,,
LWT-1,7/4/21 9:11,112.268,112.1664,112.1664,1,FALSE,,
EHT-XA5S,07/16/2021 8:35 AM,,,,0,FALSE,,new well
EWT-1,07/16/2021 8:40 AM,134.0104,134.112,134.112,1,FALSE,,"new well, no well casing yet so top to ground = 0"
EET-2,07/16/2021 8:45 AM,,,,0,FALSE,,new well
KHT-XD6N,7/20/21 6:48,218.44,218.5416,218.5416,1,FALSE,,
KER-XD5N,7/20/21 6:52,120.396,120.0912,120.396,1,TRUE,,
KHR-1,7/20/21 6:53 AM,144.78,144.78,144.78,1,TRUE,,
KHR-XD1N,7/20/21 6:55 AM,127.8128,128.016,127.7112,1,TRUE,,
KER-1,7/20/21 6:57 AM,147.7264,147.828,147.828,1,FALSE,mud,
KWR-XE1N,7/20/21 7:04 AM,147.7264,147.828,147.828,1,FALSE,,
KFR-XE1S,7/20/21 7:05 AM,130.048,130.1496,130.1496,1,FALSE,dry,
KFR-XE2S,7/20/21 7:06 AM,63.7032,63.7032,63.7032,1,FALSE,,
KER-XE3S,7/20/21 7:08,-6.3,-4.2,-6.9,1,FALSE,ponded water,in centimeters? not noted
KHT-XE4S,7/20/21 7:09 AM,141.732,141.732,141.732,1,FALSE,dry,mud at bottom
KHT-XE5S,7/20/21 7:11,99.6696,99.6696,99.6696,1,FALSE,dry,
KHT-XE6S,7/20/21 7:13 AM,112.6744,112.4712,112.776,1,TRUE,dry,
KET-1,7/20/21 7:17 AM,66.4464,66.4464,66.4464,1,FALSE,dry,
KHF-XE7S,7/20/21 7:15 AM,,,,0,FALSE,dry,no water
KFF-XE8S,7/20/21 7:21 AM,142.6464,142.6464,142.6464,1,FALSE,dry,mud near bottom
KWT-1,7/20/21 7:25 AM,143.5608,143.5608,143.5608,1,FALSE,dry,mud close to bottom
KFF-XD6S,7/20/21 7:36 AM,,,,0,TRUE,dry,no water
KHR-XD1S,7/20/21 7:39 AM,127.7112,127.7112,127.7112,1,TRUE,dry,
KEF-1,7/20/21 7:49 AM,54.5592,54.5592,54.5592,1,TRUE,dry,
KHF-1,7/20/21 7:50 AM,110.0328,110.0328,110.0328,1,TRUE,dry,
KWF-1,7/20/21 7:53 AM,144.78,144.78,144.78,1,FALSE,dry,
KWR-1,7/20/21 7:56 AM,103.632,103.632,103.632,1,FALSE,dry,
EHR-1,7/20/21 8:16 AM,118.364,118.2624,118.2624,1,FALSE,dry,
EER-1,7/20/21 8:18 AM,124.968,124.968,124.968,1,FALSE,dry,
EWR-1,7/20/21 8:19 AM,116.5352,116.4336,116.4336,1,FALSE,dry,
EFF-XA1N,7/20/21 8:26 AM,148.844,148.7424,148.7424,1,FALSE,dry,
EFF-XA2N,7/20/21 8:25 AM,78.6384,78.6384,78.6384,1,FALSE,dry,
EWF-XA2S,7/20/21 8:28 AM,,,,0,FALSE,dry,"no water, mud"
EHT-XA5S,7/20/21 8:30 AM,,,,0,FALSE,dry,no water
EET-2,7/20/21 8:31 AM,,,,0,FALSE,dry,no water
EWT-1,7/20/21 8:32 AM,197.9168,197.8152,197.8152,1,FALSE,dry,no cap
EHT-XB5S,7/20/21 8:36 AM,,,,0,FALSE,dry,no water
EFT-XB6S,7/20/21 8:38 AM,149.9616,149.9616,149.9616,1,FALSE,dry,
EFF-XB7S,7/20/21 8:40 AM,128.9304,128.9304,128.9304,1,FALSE,soil wet not saturated,
EEF-1,7/20/21 8:42 AM,138.684,138.684,138.684,1,TRUE,dry,
EET-1,7/20/21 8:45 AM,148.7424,148.7424,148.7424,1,TRUE,dry,some mud at bottom
EHT-XC5S,7/20/21 8:47 AM,149.6568,149.6568,149.6568,1,TRUE,dry,near bottom
EET-XB4S,7/20/21 8:51 AM,155.448,155.448,155.448,1,FALSE,dry,mud
EFR-XB3S,7/20/21 8:51 AM,,,,0,TRUE,dry,no water no mud
EFR-XB2S,7/20/21 8:53 AM,154.2288,154.2288,154.2288,1,FALSE,dry,at bottom water present
EFR-XB1S,7/20/21 8:54 AM,141.1224,141.1224,141.1224,1,FALSE,dry,
EHR-XB1N,7/20/21 8:55 AM,154.432,152.4,155.448,1,TRUE,dry,
EFR-XB2N,7/20/21 8:55 AM,67.3608,67.3608,67.3608,1,TRUE,dry,
EFR-XB3N,7/20/21 8:56 AM,116.6368,116.4336,116.7384,1,TRUE,dry,
EWR-XB4N,7/20/21 8:57 AM,88.392,88.392,88.392,1,TRUE,dry,
LHT-1,7/20/21 9:25 AM,139.8016,139.5984,139.9032,1,FALSE,dry,mud
LET-1,7/20/21 9:27 AM,143.256,143.256,143.256,1,FALSE,dry,
LWT-1,7/20/21 9:28 AM,119.1768,119.1768,119.1768,1,FALSE,dry,
KHT-XD6N,08/06/2021 7:54 AM,231.0384,231.0384,231.0384,1,FALSE,,
KER-XD5N,08/06/2021 6:40 AM,126.492,126.492,126.492,1,TRUE,,
KHR-1,08/06/2021 6:42 AM,145.1864,145.0848,145.0848,1,TRUE,,
KHR-XD1N,08/06/2021 6:44 AM,127.8128,128.016,127.7112,1,TRUE,,
KER-1,08/06/2021 6:47 AM,,,,0,FALSE,,no water
KWR-XE1N,08/06/2021 6:53 AM,140.5128,140.5128,140.5128,1,FALSE,,
KFR-XE1S,08/06/2021 6:55 AM,129.8448,129.8448,129.8448,1,FALSE,,
KFR-XE2S,08/06/2021 6:56 AM,72.136,70.104,73.152,1,FALSE,"saturated, not standing water",
KER-XE3S,08/06/2021 6:59 AM,-8,-7,-6,1,FALSE,,"7, 6, 11 cm deep"
KHT-XE4S,08/06/2021 7:00 AM,142.6464,142.6464,142.6464,1,FALSE,,at bottom
KHT-XE5S,08/06/2021 7:03 AM,125.8824,125.8824,125.8824,1,FALSE,,
KHT-XE6S,08/06/2021 7:04 AM,135.3312,135.3312,135.3312,1,TRUE,,
KHF-XE7S,08/06/2021 7:06 AM,,,,0,FALSE,,"no water, seems shallow"
KFF-XE8S,08/06/2021 7:09 AM,,,,0,FALSE,,no water
KET-1,08/06/2021 7:05 AM,79.8576,79.8576,79.8576,1,FALSE,,logger #4 installed at 7:24 a.m.
KWT-1,08/06/2021 7:11 AM,175.8696,175.8696,175.8696,1,FALSE,,"logger caked in mud at bottom, move logger to KET-1"
KHR-XD1S,08/06/2021 7:30 AM,128.016,128.016,128.016,1,FALSE,,
KEF-1,08/06/2021 7:38 AM,57.7088,57.6072,57.6072,1,TRUE,saturated,
KHF-1,08/06/2021 7:37 AM,150.876,150.876,150.876,1,TRUE,,
KWF-1,08/06/2021 7:40 AM,145.796,145.6944,145.6944,1,FALSE,,mud with sand
KWR-1,08/06/2021 7:43 AM,104.5464,104.5464,104.5464,1,FALSE,,
EHR-1,08/06/2021 8:09 AM,119.7864,119.7864,119.7864,1,FALSE,,
EER-1,08/06/2021 8:11 AM,126.6952,126.492,126.7968,1,FALSE,,
EWR-1,08/06/2021 8:12 AM,116.7384,116.7384,116.7384,1,FALSE,,
EFF-XA1N,08/06/2021 8:20 AM,150.5712,150.5712,150.5712,1,FALSE,,mud
EFF-XA2N,08/06/2021 8:18 AM,79.248,79.248,79.248,1,FALSE,,
EWF-XA2S,08/06/2021 8:19 AM,,,,0,FALSE,,no water
EWT-1,08/06/2021 8:24 AM,207.264,207.264,207.264,1,FALSE,,
EFT-XB6S,08/06/2021 8:29 AM,,,,0,FALSE,,no water
EFF-XB7S,08/06/2021 8:31 AM,136.2456,136.2456,136.2456,1,FALSE,"not saturated, soil moist",
EEF-1,08/06/2021 8:34 AM,138.684,138.684,138.684,1,TRUE,,near bottom
EET-1,08/06/2021 8:37 AM,,,,0,TRUE,,no water
EHT-XC5S,08/06/2021 8:38 AM,,,,0,TRUE,,no water
EET-XB4S,08/06/2021 8:42 AM,,,,0,FALSE,,no water
EFR-XB2S,08/06/20218:44 AM,153.924,153.924,153.924,1,FALSE,,
EFR-XB1S,08/06/2021 8:45 AM,142.0368,142.0368,142.0368,1,FALSE,,
EHR-XB1N,08/06/2021 8:46 AM,151.1808,151.1808,151.1808,1,FALSE,,
EFR-XB2N,08/06/2021 8:47 AM,69.1896,69.1896,69.1896,1,FALSE,,
EFR-XB3N,08/06/2021 8:48 AM,118.0592,117.9576,117.9576,1,FALSE,,
EWR-XB4N,08/06/2021 8:49 AM,93.1672,92.964,93.2688,1,FALSE,,
LHT-1,08/06/2021 9:20 AM,138.9888,138.9888,138.9888,1,FALSE,,near bottom
LET-1,08/06/2021 9:22 AM,143.256,143.256,143.256,1,FALSE,,mud at bottom
LWT-1,08/06/2021 9:25 AM,124.3584,124.3584,124.3584,1,FALSE,,
KHT-XD6N,8/22/2021 11:37 AM,231.3432,231.3432,231.3432,1,FALSE,,mud at bottom
KER-XD5N,8/22/2021 11:39 AM,148.7424,148.7424,148.7424,1,FALSE,,"wet mud, near bottom"
KHR-1,8/22/2021 11:40 AM,145.6944,145.6944,145.6944,1,FALSE,,mud at bottom
KHR-XD1N,8/22/2021 11:43 AM,128.016,128.016,128.016,1,FALSE,,
KHR-XD1S,8/22/2021 11:45 AM,128.3208,128.3208,128.3208,1,FALSE,,
KWR-XE1N,8/22/2021 11:51 AM,140.9192,140.8176,140.8176,1,FALSE,,"thalweg depth is 11.5 cm, between KWR-XE1N to KFR-XE1S - depth is 12-18.5 cm"
KFR-XE1S,8/22/2021 11:57 AM,128.4224,128.3208,128.3208,1,FALSE,,
KFR-XE2S,8/22/2021 11:58 AM,62.3824,62.1792,62.484,1,FALSE,"saturated soil, standing water",
KER-XE3S,8/22/2021 11:59 AM,-5.666666667,-5,-5,1,FALSE,,"5, 5, 7 cm above surface"
KHT-XE4S,8/22/2021 12:00 PM,,,,0,FALSE,,"no water, mud at bottom"
KHT-XE5S,8/22/2021 12:03 PM,125.5776,125.5776,125.5776,1,FALSE,,grasshoppers
KET-1,8/22/2021 12:07 PM,87.7824,87.7824,87.7824,1,TRUE,,grasshoppers
KHT-XE6S,8/22/2021 12:05 PM,138.0744,138.0744,138.0744,1,TRUE,,grasshoppers
KWT-1,8/22/2021 12:11 PM,,,,0,TRUE,,"no water, increase height of well"
KEF-1,8/22/2021 12:27 PM,57.3024,57.3024,57.3024,1,TRUE,soil saturated,water at surface within 2 m distance
