"","well_id","day","water_binary","offset"
"156","EFR-XB3S",2018-07-16,0,0
"157","EFR-XB2S",2018-07-16,0,0
"158","EFR-XB2S",2018-07-16,0,0
"159","KHT-XE6S",2018-10-14,0,0
"160","KHT-XE6S",2018-10-14,0,0
"161","KFF-XE8S",2019-09-21,0,0
"162","KFF-XE8S",2019-09-21,0,0
"163","EHF-XA3S",2018-09-16,0,0
"164","EHF-XA3S",2018-09-16,0,0
"165","KHT-XE5S",2019-09-21,0,0
"166","KHT-XE5S",2019-09-21,0,0
"167","KER-1",2018-10-01,0,0
"168","KER-1",2018-10-01,0,0
"169","EHF-XA3S",2018-08-10,0,0
"170","EHF-XA3S",2018-08-10,0,0
"171","EHF-XA3S",2019-08-20,0,0
"172","EHF-XA3S",2019-08-20,0,0
"173","EWF-XA2S",2018-08-24,0,0
"174","EWF-XA2S",2018-08-24,0,0
"175","KHF-1",2018-08-10,0,0
"176","KHF-1",2018-08-10,0,0
"177","KHT-XE6S",2018-07-27,0,0
"178","KHT-XE6S",2018-07-27,0,0
"179","EHT-XA5S",2018-09-16,0,0
"180","EHT-XA5S",2018-09-16,0,0
"181","EWT-1",2019-06-18,0,0
"182","EWT-1",2019-06-18,0,0
"183","KRH-XD1S",2019-07-26,0,0
"184","KRH-XD1S",2019-07-26,0,0
"185","EWT-1",2018-09-29,0,0
"186","EWT-1",2018-09-29,0,0
"187","EHT-XC6S",2018-06-18,0,0
"188","EHT-XC6S",2018-06-18,0,0
"189","KHT-XD3S",2019-06-03,0,0
"190","KHT-XD3S",2019-06-03,0,0
"191","EET-1",2018-07-25,0,0
"192","EET-1",2018-07-25,0,0
"193","EWF-XA2S",2018-09-16,0,0
"194","EWF-XA2S",2018-09-16,0,0
"195","KHF-XD4S",2019-07-26,0,0
"196","KHF-XD4S",2019-07-26,0,0
"197","KHT-XE6S",2019-08-20,0,0
"198","KHT-XE6S",2019-08-20,0,0
"199","KFF-XD6S",2018-07-17,0,0
"200","KFF-XD6S",2018-07-17,0,0
"201","EHT-XB5S",2018-08-24,0,0
"202","EHT-XB5S",2018-08-24,0,0
"203","KHT-XE6S",2019-10-05,0,0
"204","KHT-XE6S",2019-10-05,0,0
"205","EHT-XA5S",2019-10-05,0,0
"206","EHT-XA5S",2019-10-05,0,0
"207","EHT-XB4S",2019-07-26,0,0
"208","EHT-XB4S",2019-07-26,0,0
"209","KHT-XE6S",2018-09-16,0,0
"210","KHT-XE6S",2018-09-16,0,0
"211","EHT-XB4S",2019-08-20,0,0
"212","EHT-XB4S",2019-08-20,0,0
"213","KWT-1",2018-10-14,0,0
"214","KWT-1",2018-10-14,0,0
"215","KHT-XD6N",2018-10-01,0,0
"216","KHT-XD6N",2018-10-01,0,0
"217","KHF-XD4S",2018-07-27,0,0
"218","KHF-XD4S",2018-07-27,0,0
"219","EFR-XB2S",2019-10-20,0,0
"220","EFR-XB2S",2019-10-20,0,0
"221","KER-1",2018-09-16,0,0
"222","KER-1",2018-09-16,0,0
"223","EWT-1",2018-08-24,0,0
"224","EWT-1",2018-08-24,0,0
"225","KHT-XD6N",2019-08-04,0,0
"226","KHT-XD6N",2019-08-04,0,0
"227","EHF-XA3S",2018-08-24,0,0
"228","EHF-XA3S",2018-08-24,0,0
"229","KFF-XE8S",2018-07-17,0,0
"230","KFF-XE8S",2018-07-17,0,0
"231","EHT-XB5S",2018-09-16,0,0
"232","EHT-XB5S",2018-09-16,0,0
"233","KHR-XD2N",2019-06-03,0,0
"234","KHR-XD2N",2019-06-03,0,0
"235","KHF-XD4S",2018-07-01,0,0
"236","KHF-XD4S",2018-07-01,0,0
"237","KHT-XE6S",2018-07-17,0,0
"238","KHT-XE6S",2018-07-17,0,0
"239","KHT-XD6N",2018-09-16,0,0
"240","KHT-XD6N",2018-09-16,0,0
"241","KFF-XE8S",2019-08-04,0,0
"242","KFF-XE8S",2019-08-04,0,0
"243","KHT-XD6N",2018-07-17,0,0
"244","KHT-XD6N",2018-07-17,0,0
"245","KHF-1",2018-08-25,0,0
"246","KHF-1",2018-08-25,0,0
"247","KFF-XD6S",2018-07-27,0,0
"248","KFF-XD6S",2018-07-27,0,0
"249","EWF-XA2S",2018-07-25,0,0
"250","EWF-XA2S",2018-07-25,0,0
"251","KHT-XD3S",2019-08-05,0,0
"252","KHT-XD3S",2019-08-05,0,0
"253","LHT-1",2019-09-21,0,0
"254","LHT-1",2019-09-21,0,0
"255","EFR-XB2S",2019-07-06,0,0
"256","EFR-XB2S",2019-07-06,0,0
"257","KFF-XD6S",2018-08-10,0,0
"258","KFF-XD6S",2018-08-10,0,0
"259","KHT-XE6S",2018-10-01,0,0
"260","KHT-XE6S",2018-10-01,0,0
"261","KHT-XD6N",2018-07-27,0,0
"262","KHT-XD6N",2018-07-27,0,0
"263","EHT-XB5S",2018-08-10,0,0
"264","EHT-XB5S",2018-08-10,0,0
"265","KWT-1",2018-07-17,0,0
"266","KWT-1",2018-07-17,0,0
"267","KHT-XD3S",2019-07-26,0,0
"268","KHT-XD3S",2019-07-26,0,0
"269","EHF-XA3S",2018-09-29,0,0
"270","EHF-XA3S",2018-09-29,0,0
"271","KWT-1",2018-09-16,0,0
"272","KWT-1",2018-09-16,0,0
"273","KWT-1",2018-10-01,0,0
"274","KWT-1",2018-10-01,0,0
"275","EHT-XA5S",2019-09-21,0,0
"276","EHT-XA5S",2019-09-21,0,0
"277","KWT-1",2018-08-10,0,0
"278","KWT-1",2018-08-10,0,0
"279","KFF-XD6S",2019-08-20,0,0
"280","KFF-XD6S",2019-08-20,0,0
"281","KFF-XD6S",2018-10-01,0,0
"282","KFF-XD6S",2018-10-01,0,0
"283","KWT-1",2018-07-27,0,0
"284","KWT-1",2018-07-27,0,0
"285","EHR-XB1N",2019-07-26,1,3.04
"286","LET-1",2019-07-26,1,3.04
"287","EEF-1",2019-07-26,1,3.04
"288","LHT-1",2019-07-26,1,3.04
"289","KWT-1",2019-07-26,1,3.04
"290","KHF-1",2019-07-26,1,3.04
"291","EET-1",2019-07-26,1,3.04
"292","KHT-XE4S",2019-07-26,1,3.04
"293","KHT-XE6S",2019-07-26,1,3.04
"294","KRH-XD1S",2019-07-26,1,3.04
"295","EFF-XA1N",2019-07-26,1,3.04
"296","EHR-1",2019-07-26,1,3.04
"297","EHF-XA3S",2019-07-26,1,3.04
"298","KER-1",2019-07-26,1,3.04
"299","EET-2",2019-07-26,1,3.04
"300","EFR-XB1S",2019-07-26,1,3.04
"301","KET-1",2019-07-26,1,3.04
"302","EWT-1",2019-07-26,1,3.04
"303","KWF-1",2019-07-26,1,3.04
"304","EFF-XB7S",2019-07-26,1,3.04
"305","EWR-1",2019-07-26,1,3.04
"306","EFF-XA2N",2019-07-26,1,3.04
"307","KFF-XE8S",2019-07-26,1,3.04
"308","KFR-XE2S",2019-07-26,1,3.04
"309","EWF-XA2S",2019-07-26,1,3.04
"310","KWR-1",2019-07-26,1,3.04
"311","EFR-XB3S",2019-07-26,1,3.04
"312","EFR-XB3N",2019-07-26,1,3.04
"313","LWT-1",2019-07-26,1,3.04
"314","EHT-XA5S",2019-07-26,1,3.04
"315","KFF-XD6S",2019-07-26,1,3.04
"316","KEF-1",2019-07-26,1,3.04
"317","KHR-XD1N",2019-07-26,1,3.04
"318","KER-XD5N",2019-07-26,1,3.04
"319","EER-1",2019-07-26,1,3.04
"320","KHT-XE5S",2019-07-26,1,3.04
"321","EWR-XB4N",2019-07-26,1,3.04
"322","KFR-XE1S",2019-07-26,1,3.04
"323","EFR-XB2N",2019-07-26,1,3.04
"324","KHT-XD6N",2019-07-26,1,3.04
"325","KWR-XE1N",2019-07-26,1,3.04
"326","EEF-1",2018-06-01,1,3.45875
"327","KHT-XE6S",2018-07-01,1,3.45875
"328","EHR-1",2018-06-18,1,3.45875
"329","EHR-1",2018-06-30,1,3.45875
"330","EWR-1",2018-06-30,1,3.45875
"331","KHT-XE4S",2018-07-01,1,3.45875
"332","EHR-1",2018-05-31,1,3.45875
"333","EHF-XA3S",2018-06-01,1,3.45875
"334","EHF-XA3S",2018-06-18,1,3.45875
"335","EEF-1",2018-06-18,1,3.45875
"336","EEF-1",2018-06-30,1,3.45875
"337","EWT-1",2018-06-18,1,3.45875
"338","EWT-1",2018-06-30,1,3.45875
"339","EHT-XA5S",2018-06-18,1,3.45875
"340","EWT-1",2018-06-01,1,3.45875
"341","KHT-XD6N",2018-06-19,1,3.45875
"342","EWR-1",2018-06-01,1,3.45875
"343","KHT-XD6N",2018-07-01,1,3.45875
"344","EWF-XA2S",2018-06-30,1,3.45875
"345","KWR-XE1N",2018-07-01,1,3.45875
"346","EER-1",2018-05-31,1,3.45875
"347","EER-1",2018-06-18,1,3.45875
"348","EER-1",2018-06-30,1,3.45875
"349","KFR-XE2S",2018-07-01,1,3.45875
"350","KHT-XE5S",2018-06-01,1,3.45875
"351","KHF-XD4S",2018-06-01,1,3.45875
"352","EWR-1",2018-06-18,1,3.45875
"353","KHT-XD6N",2018-06-01,1,3.45875
"354","EHT-XB5S",2018-06-30,1,3.45875
"355","KWR-1",2018-07-01,1,3.45875
"356","EFF-XA2N",2018-05-31,1,3.45875
"357","EFF-XA2N",2018-06-18,1,3.45875
"358","KER-1",2018-06-19,1,3.45875
"359","KHR-XD2N",2018-06-19,1,3.45875
"360","KHR-XD2N",2018-07-01,1,3.45875
"361","EHT-XB5S",2018-06-01,1,3.45875
"362","EHT-XB5S",2018-06-18,1,3.45875
"363","EET-1",2018-06-30,1,3.45875
"364","KFF-XE8S",2018-06-01,1,3.45875
"365","KHT-XE6S",2018-06-01,1,3.45875
"366","EET-1",2018-06-01,1,3.45875
"367","KHT-XD3S",2018-06-01,1,3.45875
"368","KFR-XE1S",2018-06-01,1,3.45875
"369","KFR-XE2S",2018-06-19,1,3.45875
"370","KHT-XE6S",2018-06-19,1,3.45875
"371","EET-1",2018-06-18,1,3.45875
"372","EFF-XA2N",2018-06-30,1,3.45875
"373","KFR-XE1S",2018-07-01,1,3.45875
"374","EWF-XA2S",2018-06-01,1,3.45875
"375","KFF-XD6S",2018-07-01,1,3.45875
"376","EFR-XB1S",2018-06-01,1,3.45875
"377","KHR-XD2N",2018-06-01,1,3.45875
"378","EHT-XA5S",2018-06-01,1,3.45875
"379","EFR-XB1S",2018-06-30,1,3.45875
"380","KWT-1",2018-07-01,1,3.45875
"381","KFF-XE8S",2018-07-01,1,3.45875
"382","KEF-1",2018-07-01,1,3.45875
"383","KHR-XE2N",2018-07-01,1,3.45875
"384","EHT-XA5S",2018-06-30,1,3.45875
"385","KWT-1",2018-06-19,1,3.45875
"386","EFR-XB1S",2018-06-18,1,3.45875
"387","KHT-XE5S",2018-06-19,1,3.45875
"388","KFF-XE8S",2018-06-19,1,3.45875
"389","KFF-XD6S",2018-06-19,1,3.45875
"390","EWF-XA2S",2018-06-18,1,3.45875
"391","KHT-XE5S",2018-07-01,1,3.45875
"392","KHF-1",2018-07-01,1,3.45875
"393","KFF-XD6S",2018-06-01,1,3.45875
"394","KHR-XE2N",2018-06-19,1,3.45875
"395","KWF-1",2018-07-01,1,3.45875
"396","KFR-XE2S",2018-06-01,1,3.45875
"397","KHR-XE2N",2018-06-01,1,3.45875
"398","KFR-XE1S",2018-06-19,1,3.45875
"399","KER-1",2018-07-01,1,3.45875
"400","EHF-XA3S",2018-06-30,1,3.45875
"401","KWR-XE1N",2018-07-17,1,4.595
"402","KHR-XE2N",2018-07-17,1,4.595
"403","EHF-XA3S",2018-07-25,1,4.595
"404","EHT-XB5S",2018-07-16,1,4.595
"405","EHT-XA5S",2018-07-16,1,4.595
"406","EEF-1",2018-07-25,1,4.595
"407","KHF-1",2018-07-17,1,4.595
"408","EWT-1",2018-07-25,1,4.595
"409","KFR-XE2S",2018-07-17,1,4.595
"410","EFR-XB2N",2018-07-16,1,4.595
"411","KFR-XE1S",2018-07-17,1,4.595
"412","KFR-XE1S",2018-07-27,1,4.595
"413","KHR-XD2N",2018-07-17,1,4.595
"414","KWR-XE1N",2018-07-27,1,4.595
"415","EWR-XB4N",2018-07-25,1,4.595
"416","KHR-XD2N",2018-07-27,1,4.595
"417","KFR-XE2S",2018-07-27,1,4.595
"418","EFR-XB3N",2018-07-25,1,4.595
"419","EWR-1",2018-07-25,1,4.595
"420","EHF-XA3S",2018-07-16,1,4.595
"421","EFR-XB1S",2018-07-25,1,4.595
"422","EER-1",2018-07-25,1,4.595
"423","EHR-XB1N",2018-07-25,1,4.595
"424","EWT-1",2018-07-16,1,4.595
"425","KWF-1",2018-07-27,1,4.595
"426","EER-1",2018-07-16,1,4.595
"427","KWF-1",2018-07-17,1,4.595
"428","KHR-XE2N",2018-07-27,1,4.595
"429","EWR-1",2018-07-16,1,4.595
"430","KHT-XE4S",2018-07-17,1,4.595
"431","KHT-XE5S",2018-07-27,1,4.595
"432","EFR-XB2N",2018-07-25,1,4.595
"433","KEF-1",2018-07-17,1,4.595
"434","EHT-XB4S",2018-07-16,1,4.595
"435","EHR-XB1N",2018-07-16,1,4.595
"436","KER-1",2018-07-17,1,4.595
"437","KER-1",2018-07-27,1,4.595
"438","EWR-XB4N",2018-07-16,1,4.595
"439","EHT-XB5S",2018-07-25,1,4.595
"440","EET-1",2018-07-16,1,4.595
"441","EFF-XA2N",2018-07-16,1,4.595
"442","EFR-XB1S",2018-07-16,1,4.595
"443","KWR-1",2018-07-27,1,4.595
"444","EHR-1",2018-07-16,1,4.595
"445","KHT-XE4S",2018-07-27,1,4.595
"446","EFF-XA2N",2018-07-25,1,4.595
"447","KEF-1",2018-07-27,1,4.595
"448","KHT-XE5S",2018-07-17,1,4.595
"449","EEF-1",2018-07-16,1,4.595
"450","KWR-1",2018-07-17,1,4.595
"451","EWF-XA2S",2018-07-16,1,4.595
"452","EFR-XB3N",2018-07-16,1,4.595
"453","EHR-1",2018-07-25,1,4.595
"454","EHR-1",2018-08-24,1,3.6
"455","KWR-1",2018-11-18,1,3.6
"456","EHR-1",2018-11-18,1,3.6
"457","KFR-XE1S",2018-11-18,1,3.6
"458","EHT-XA5S",2018-11-18,1,3.6
"459","EFR-XB1S",2018-11-18,1,3.6
"460","EWF-XA2S",2018-11-18,1,3.6
"461","KHR-XE2N",2018-10-14,1,3.6
"462","EFF-XA2N",2018-09-29,1,3.6
"463","EFR-XB1S",2018-08-10,1,3.6
"464","EFR-XB1S",2018-09-16,1,3.6
"465","KEF-1",2018-09-16,1,3.6
"466","KER-1",2018-08-10,1,3.6
"467","KHT-XE4S",2018-08-25,1,3.6
"468","KEF-1",2018-08-25,1,3.6
"469","EFR-XB1S",2018-08-24,1,3.6
"470","EHR-1",2018-09-29,1,3.6
"471","EET-1",2018-11-18,1,3.6
"472","EHR-1",2018-08-10,1,3.6
"473","KHT-XE4S",2018-09-16,1,3.6
"474","EET-1",2019-06-18,1,3.6
"475","EFF-XA2N",2018-08-24,1,3.6
"476","EFF-XA2N",2018-08-10,1,3.6
"477","KHF-1",2018-11-18,1,3.6
"478","EHR-1",2018-09-16,1,3.6
"479","KHR-XE2N",2018-10-01,1,3.6
"480","EWT-1",2018-11-18,1,3.6
"481","KFF-XD6S",2018-11-18,1,3.6
"482","KHR-XE2N",2018-09-16,1,3.6
"483","KWR-1",2018-09-16,1,3.6
"484","EFF-XA2N",2018-09-16,1,3.6
"485","EER-1",2018-09-29,1,3.6
"486","KFR-XE2S",2018-11-18,1,3.6
"487","KWF-1",2018-08-10,1,3.6
"488","KWR-1",2018-10-01,1,3.6
"489","EWF-XA2S",2019-06-18,1,3.6
"490","KFF-XE8S",2018-11-18,1,3.6
"491","EEF-1",2018-11-18,1,3.6
"492","KWF-1",2018-11-18,1,3.6
"493","EEF-1",2018-09-29,1,3.6
"494","KHT-XE4S",2018-10-01,1,3.6
"495","KHR-XD2N",2018-08-10,1,3.6
"496","EWR-1",2018-09-29,1,3.6
"497","KEF-1",2018-10-01,1,3.6
"498","KHR-XE2N",2018-08-25,1,3.6
"499","KHR-XD2N",2018-10-01,1,3.6
"500","EHT-XA5S",2019-06-18,1,3.6
"501","EEF-1",2018-09-16,1,3.6
"502","EWR-1",2018-09-16,1,3.6
"503","KFR-XE1S",2018-10-01,1,3.6
"504","KHT-XE5S",2018-11-18,1,3.6
"505","EEF-1",2018-08-24,1,3.6
"506","KHF-1",2018-10-14,1,3.6
"507","KHT-XE5S",2018-10-01,1,3.6
"508","EER-1",2018-09-16,1,3.6
"509","EER-1",2018-11-18,1,3.6
"510","EHF-XA3S",2019-06-18,1,3.6
"511","KFR-XE2S",2018-10-14,1,3.6
"512","KWF-1",2018-09-16,1,3.6
"513","KFR-XE2S",2018-10-01,1,3.6
"514","KHT-XE5S",2018-09-16,1,3.6
"515","KHR-XD2N",2018-11-18,1,3.6
"516","EWR-1",2018-11-18,1,3.6
"517","KHF-1",2018-09-16,1,3.6
"518","KHF-1",2018-10-01,1,3.6
"519","EHT-XB5S",2018-11-18,1,3.6
"520","KFR-XE1S",2018-08-25,1,3.6
"521","KWR-XE1N",2018-08-10,1,3.6
"522","KEF-1",2018-08-10,1,3.6
"523","KHR-XE2N",2018-08-10,1,3.6
"524","KHT-XE4S",2018-11-18,1,3.6
"525","KHR-XD2N",2018-09-16,1,3.6
"526","KHT-XE5S",2018-08-10,1,3.6
"527","EEF-1",2018-08-10,1,3.6
"528","KWF-1",2018-10-01,1,3.6
"529","KFR-XE1S",2018-09-16,1,3.6
"530","KHT-XE5S",2018-10-14,1,3.6
"531","KWR-1",2018-08-10,1,3.6
"532","KFR-XE2S",2018-08-10,1,3.6
"533","KWF-1",2018-10-14,1,3.6
"534","KHT-XE4S",2018-08-10,1,3.6
"535","KHT-XE4S",2018-10-14,1,3.6
"536","KHR-XD2N",2018-08-25,1,3.6
"537","EER-1",2018-08-24,1,3.6
"538","EER-1",2018-08-10,1,3.6
"539","KFR-XE2S",2018-09-16,1,3.6
"540","KHT-XE5S",2018-08-25,1,3.6
"541","KWR-XE1N",2018-10-01,1,3.6
"542","EWR-1",2018-08-24,1,3.6
"543","KEF-1",2018-10-14,1,3.6
"544","KWR-XE1N",2018-11-18,1,3.6
"545","KWF-1",2018-08-25,1,3.6
"546","EFF-XA2N",2018-11-18,1,3.6
"547","KFR-XE1S",2018-10-14,1,3.6
"548","KWR-1",2018-08-25,1,3.6
"549","KHR-XD2N",2018-10-14,1,3.6
"550","KFR-XE2S",2018-08-25,1,3.6
"551","KFR-XE1S",2018-08-10,1,3.6
"552","KWR-XE1N",2018-08-25,1,3.6
"553","KWR-XE1N",2018-10-14,1,3.6
"554","EHF-XA3S",2018-11-18,1,3.6
"555","EET-1",2018-08-10,1,3.6
"556","EWT-1",2018-08-10,1,3.6
"557","EWR-1",2018-08-10,1,3.6
"558","EFR-XB1S",2018-09-29,1,3.6
"559","KWR-XE1N",2018-09-16,1,3.6
"560","KHT-XE6S",2019-06-17,1,3.45875
"561","KWR-XE1N",2019-06-17,1,3.45875
"562","KHT-XE4S",2019-06-17,1,3.45875
"563","KHF-1",2019-06-17,1,3.45875
"564","KFF-XD6S",2019-06-17,1,3.45875
"565","KWT-1",2019-06-17,1,3.45875
"566","EFF-XA1N",2019-06-18,1,3.45875
"567","EFF-XA2N",2019-06-18,1,3.45875
"568","KHT-XE5S",2019-06-17,1,3.45875
"569","KER-XD5N",2019-06-17,1,3.45875
"570","KFR-XE1S",2019-06-17,1,3.45875
"571","EER-1",2019-06-18,1,3.45875
"572","EHF-XA3S",2019-06-18,1,3.45875
"573","KFR-XE2S",2019-06-17,1,3.45875
"574","KHF-XD4S",2019-06-17,1,3.45875
"575","KWF-1",2019-06-17,1,3.45875
"576","KFF-XE8S",2019-06-17,1,3.45875
"577","KER-1",2019-06-17,1,3.45875
"578","EHR-1",2019-06-18,1,3.45875
"579","KHT-XD3S",2019-06-17,1,3.45875
"580","KEF-1",2019-06-17,1,3.45875
"581","KHT-XD6N",2019-06-17,1,3.45875
"582","KWT-1",2019-07-05,1,3.45875
"583","LET-1",2019-07-07,1,3.45875
"584","EHR-1",2019-07-06,1,3.45875
"585","KFF-XD6S",2019-07-05,1,3.45875
"586","KHT-XE6S",2019-07-05,1,3.45875
"587","EFF-XA2N",2019-07-06,1,3.45875
"588","EWF-XA2S",2019-07-06,1,3.45875
"589","EHT-XB4S",2019-07-06,1,3.45875
"590","KHT-XE5S",2019-07-05,1,3.45875
"591","KER-1",2019-07-05,1,3.45875
"592","KHF-XD4S",2019-07-05,1,3.45875
"593","KHT-XE4S",2019-07-05,1,3.45875
"594","EHR-XB1N",2019-07-06,1,3.45875
"595","KHF-1",2019-07-05,1,3.45875
"596","EFR-XB1S",2019-07-06,1,3.45875
"597","EHF-XA3S",2019-07-06,1,3.45875
"598","LWT-1",2019-07-07,1,3.45875
"599","EFR-XB2N",2019-07-06,1,3.45875
"600","KHR-XD1N",2019-07-05,1,3.45875
"601","LHT-1",2019-07-07,1,3.45875
"602","KWR-1",2019-07-05,1,3.45875
