well_id,Date,Temp_target_RAW_c,Temp_canopy_C
KEF-1,2025-08-10,30.1031,32.09351255760021
KEF-1,2025-08-23,30.176866666666665,32.495457258876115
KEF-1,2025-09-04,24.45505,26.7291072117452
KEF-1,2025-09-21,19.945,22.286997386727023
KEF-1,2025-10-19,13.158000000000001,15.346500618389996
KEF-1,2025-10-31,10.7393,12.909312394359574
KER-1,2025-07-11,37.308099999999996,41.002408320556356
KER-1,2025-07-29,34.6866,34.20242562056603
KER-1,2025-08-10,38.18013333333334,38.85236612937632
KER-1,2025-08-23,37.8533,39.01622201673109
KER-1,2025-09-04,29.4325,30.56649530646331
KER-1,2025-09-21,17.514066666666665,19.729893451867383
KER-1,2025-10-19,22.878600000000002,25.141403603675485
KER-1,2025-10-31,24.371866666666666,26.506950228109133
KER-2,2025-07-11,31.652266666666666,33.98213502202759
KER-2,2025-07-29,33.063325,35.09549005868723
KER-2,2025-08-10,31.744033333333334,33.18229166272994
KER-2,2025-08-23,30.7257,33.048485801876666
KER-2,2025-09-04,27.8619,29.990974730948892
KER-2,2025-09-21,18.858800000000002,20.915375751810757
KER-2,2025-10-19,19.531433333333336,19.920714573799557
KER-2,2025-10-31,24.2796,28.402405089100682
KET-1,2025-07-11,31.726149999999997,34.05658310982358
KET-1,2025-07-29,29.789075,31.07208618562214
KET-1,2025-08-10,34.301025,35.779294282728756
KET-1,2025-08-23,38.3733,40.75454304837058
KET-1,2025-09-04,29.19625,31.443722536275857
KET-1,2025-09-21,17.271700000000003,19.406387989690757
KET-1,2025-10-19,19.85976666666667,21.313758052889
KET-1,2025-10-31,23.785200000000003,25.4271946105992
KHF-1,2025-07-11,32.5513,33.85459000887096
KHF-1,2025-07-29,40.3497,41.61180907855305
KHF-1,2025-08-10,41.2793,42.37101802152762
KHF-1,2025-08-23,40.32843333333333,42.339659397148125
KHF-1,2025-09-04,30.96115,33.62702684682819
KHF-1,2025-09-21,22.3355,19.273109861127807
KHF-1,2025-10-19,19.436233333333334,23.356429141572903
KHF-1,2025-10-31,11.237783333333333,19.366956987382935
KHR-1,2025-07-11,31.5419,33.47752107220094
KHR-1,2025-07-29,31.80456666666667,33.34855704848633
KHR-1,2025-08-10,32.178200000000004,33.98375552940479
KHR-1,2025-08-23,35.51103333333333,37.38435437360596
KHR-1,2025-09-04,32.616299999999995,35.014497400387484
KHR-1,2025-09-21,15.0171,17.15009714749027
KHR-1,2025-10-19,22.740866666666665,25.477164884146475
KHR-1,2025-10-31,23.7988,27.065205915657998
KHT-XE5S,2025-07-11,30.2009,32.16524129476619
KHT-XE5S,2025-07-29,36.5987,37.32151880619335
KHT-XE5S,2025-08-10,39.5099,40.958017434980775
KHT-XE5S,2025-08-23,43.17875,44.575868355652176
KHT-XE5S,2025-09-04,32.836,34.685052414920904
KHT-XE5S,2025-09-21,19.560000000000002,22.135338453646398
KHT-XE5S,2025-10-19,22.9552,26.925183998394232
KHT-XE5S,2025-10-31,24.507233333333332,27.30748181600478
KWR-1,2025-07-11,26.93685,29.230674331823423
KWR-1,2025-07-29,19.703200000000002,21.941731264573377
KWR-1,2025-08-10,24.633333333333336,26.909549887345918
KWR-1,2025-08-23,26.005133333333333,28.2918357457512
KWR-1,2025-09-04,22.547766666666664,24.808041423943962
KWR-1,2025-09-21,18.33765,20.565743180344384
KWT-1,2025-07-11,23.9324,26.203258711991225
KWT-1,2025-07-29,25.599925,27.883530053321806
KWT-1,2025-08-10,25.865966666666665,28.151605307425882
KWT-1,2025-08-23,31.11235,33.43809130351855
KWT-1,2025-09-04,23.907899999999998,26.17857143722017
KWT-1,2025-09-21,15.797333333333333,18.00600866787562
KWT-2,2025-07-11,25.34505,27.626706822412757
KWT-2,2025-07-29,22.75234,25.014178488875757
KWT-2,2025-08-10,25.305950000000003,27.58730794716587
KWT-2,2025-08-23,26.160299999999996,28.448188485967876
KWT-2,2025-09-04,19.4226,21.658986395154727
