well_id,timestamp,ground_to_water_cm,
EEF-XA3S,11/14/21 9:32,3.8672,
EEF-XA3S,5/19/24 8:35,1.1788,
EEF-XA3S,6/1/24 8:18,1.7287,
EEF-XA3S,6/15/24 7:36,5.6988,
EEF-XA3S,6/29/24 8:14,38.6188,
EEF-XA3S,7/14/24 7:20,96.6288,
EEF-XA3S,7/27/24 7:56,,
EEF-XA3S,8/10/24 8:34,,
EEF-XA3S,8/22/24 8:41,,
EEF-XA3S,9/7/24 8:38,,
EEF-XA3S,9/21/24 8:11,,
EEF-XA3S,10/6/24 8:28,,
EEF-XA3S,10/21/24 8:49,87.5888,
EEF-XA3S,11/9/24 10:19,18.1888,
EER-1,5/31/18 8:40,17.2537,
EER-1,6/18/18 7:21,29.3187,
EER-1,6/30/18 8:20,38.3146,
EER-1,7/16/18 7:57,42.2437,
EER-1,7/25/18 7:25,41.3771,
EER-1,8/10/18 6:35,42.5437,
EER-1,8/24/18 8:00,41.0771,
EER-1,9/16/18 7:25,35.8771,
EER-1,9/29/18 8:21,32.4104,
EER-1,11/18/18 13:56,24.9771,
EER-1,6/2/19 8:07,2.6104,
EER-1,6/18/19 7:36,14.0104,
EER-1,7/6/19 8:15,33.0187,
EER-1,7/26/19 7:20,37.9104,
EER-1,8/5/19 6:42,39.0437,
EER-1,8/20/19 8:51,39.2771,
EER-1,9/3/19 8:44,39.1104,
EER-1,9/21/19 9:25,24.9437,
EER-1,10/5/19 7:04,23.7771,
EER-1,10/20/19 14:14,22.2771,
EER-1,5/20/21 7:40,28.7317,
EER-1,6/6/21 8:01,37.7741,
EER-1,6/20/21 7:45,40.5173,
EER-1,7/5/21 7:32,41.1269,
EER-1,7/20/21 8:18,46.5117,
EER-1,8/6/21 8:11,48.2389,
EER-1,8/22/21 9:26,44.2765,
EER-1,9/8/21 8:55,43.7685,
EER-1,9/24/21 9:28,39.8061,
EER-1,9/24/21 17:23,45.5973,
EER-1,10/6/21 8:43,35.6405,
EER-1,11/14/21 9:07,17.0477,
EER-1,5/19/24 9:10,-9,
EER-1,6/1/24 8:49,16.64,
EER-1,6/15/24 8:19,27.41,
EER-1,6/29/24 8:32,34.31,
EER-1,7/14/24 7:40,38.58,
EER-1,7/27/24 8:10,42.04,
EER-1,8/10/24 8:49,39.29,
EER-1,8/22/24 8:55,38.89,
EER-1,9/7/24 8:26,36.45,
EER-1,9/21/24 8:23,30.35,
EER-1,10/6/24 8:37,27.61,
EER-1,10/21/24 8:58,21.51,
EER-1,11/9/24 10:29,20.6,
EER-XB4S,7/16/18 9:11,39.2,
EER-XB4S,7/6/19 9:15,26.1333,
EER-XB4S,7/26/19 8:05,,
EER-XB4S,8/20/19 9:20,,
EER-XB4S,10/20/19 13:04,24.8,
EER-XB4S,5/20/21 8:35,17.7912,
EER-XB4S,6/6/21 8:38,27.1384,
EER-XB4S,6/20/21 8:27,38.924,
EER-XB4S,7/5/21 8:33,43.0896,
EER-XB4S,7/20/21 8:51,53.148,
EER-XB4S,8/6/21 8:42,,
EER-XB4S,8/22/21 10:02,,
EER-XB4S,9/24/21 9:51,50.7096,
EER-XB4S,10/6/21 9:46,41.4367,
EER-XB4S,11/14/21 10:06,-18.1752,
EER-XB4S,5/19/24 8:16,5.745,
EER-XB4S,6/1/24 7:50,11.225,
EER-XB4S,6/15/24 7:10,25.865,
EER-XB4S,6/29/24 7:56,34.395,
EER-XB4S,7/14/24 7:03,47.395,
EER-XB4S,7/27/24 7:46,,
EER-XB4S,8/10/24 8:18,,
EER-XB4S,8/22/24 8:32,,
EER-XB4S,9/7/24 8:51,,
EER-XB4S,9/21/24 7:58,38.055,
EER-XB4S,10/6/24 8:16,39.065,
EER-XB4S,10/21/24 8:39,28.605,
EER-XB4S,11/9/24 10:06,25.555,
EET-1,6/1/18 7:56,8.9092,
EET-1,6/18/18 8:38,48.2792,
EET-1,6/30/18 9:00,85.9558,
EET-1,7/16/18 8:47,88.5433,
EET-1,7/25/18 8:25,,
EET-1,8/10/18 7:23,88.9433,
EET-1,8/24/18 8:45,,
EET-1,9/16/18 8:02,,
EET-1,9/29/18 8:34,,
EET-1,11/18/18 13:39,71.51,
EET-1,6/2/19 18:40,-1.89,
EET-1,6/18/19 9:00,27.4767,
EET-1,7/26/19 7:51,87.61,
EET-1,8/5/19 7:18,87.61,
EET-1,8/20/19 9:15,,
EET-1,9/21/19 9:31,,
EET-1,10/20/19 15:00,84.0433,
EET-1,5/20/21 8:22,45.4612,
EET-1,6/6/21 8:34,50.2364,
EET-1,6/20/21 8:20,83.9676,
EET-1,7/5/21 8:24,,
EET-1,7/20/21 8:45,89.3524,
EET-1,8/6/21 8:37,,
EET-1,11/14/21 9:59,13.1524,
EET-1,5/19/24 8:02,5.1675,
EET-1,6/1/24 7:37,32.7975,
EET-1,6/15/24 6:54,59.7275,
EET-1,6/29/24 7:38,,
EET-1,7/14/24 6:47,,
EET-1,7/27/24 7:37,,
EET-1,8/10/24 8:07,,
EET-1,8/22/24 8:22,,
EET-1,9/7/24 8:58,,
EET-1,9/21/24 7:46,,
EET-1,10/6/24 8:09,,
EET-1,10/21/24 8:28,,
EET-1,11/9/24 9:56,81.9775,
EET-2,7/6/19 8:44,81.6833,
EET-2,7/26/19 7:40,114.75,
EET-2,7/26/19 12:09,109.75,
EET-2,9/3/19 9:08,134.65,
EET-2,10/20/19 14:35,92.95,
EET-2,5/20/21 8:02,92.5252,
EET-2,6/6/21 8:16,115.4868,
EET-2,6/20/21 8:02,134.8924,
EET-2,7/5/21 7:57,135.6036,
EET-2,7/16/21 8:45,,
EET-2,7/20/21 8:31,,
EET-2,11/14/21 9:40,-3.0601,
EET-2,5/19/24 8:32,-18.15,
EET-2,6/1/24 8:09,1.32,
EET-2,6/15/24 7:29,59.61,
EET-2,6/29/24 8:11,91.2,
EET-2,7/14/24 7:18,131.23,
EET-2,7/27/24 7:53,,
EET-2,8/10/24 8:30,,
EET-2,8/22/24 8:38,,
EET-2,9/7/24 8:41,,
EET-2,9/21/24 8:09,,
EET-2,10/6/24 8:25,,
EET-2,10/21/24 8:48,,
EET-2,11/9/24 10:16,,
EFF-XA2N,5/31/18 8:55,11.4342,
EFF-XA2N,6/18/18 7:35,18.7367,
EFF-XA2N,6/30/18 8:31,27.3092,
EFF-XA2N,7/16/18 8:10,32.575,
EFF-XA2N,7/25/18 7:36,32.8417,
EFF-XA2N,8/10/18 6:45,38.7083,
EFF-XA2N,8/24/18 8:13,35.0083,
EFF-XA2N,9/16/18 7:39,32.9417,
EFF-XA2N,9/29/18 9:00,25.4417,
EFF-XA2N,11/18/18 14:14,10.375,
EFF-XA2N,6/18/19 7:52,7.7083,
EFF-XA2N,7/6/19 8:29,20.0417,
EFF-XA2N,7/26/19 7:30,28.575,
EFF-XA2N,8/5/19 6:52,31.875,
EFF-XA2N,8/20/19 8:58,31.9083,
EFF-XA2N,9/3/19 8:59,31.9417,
EFF-XA2N,9/21/19 10:41,17.4083,
EFF-XA2N,10/5/19 7:34,13.775,
EFF-XA2N,10/20/19 14:23,11.075,
EFF-XA2N,5/20/21 7:50,13.0358,
EFF-XA2N,6/6/21 8:09,22.383,
EFF-XA2N,6/20/21 7:53,29.2918,
EFF-XA2N,7/5/21 7:43,32.6446,
EFF-XA2N,7/20/21 8:25,37.0134,
EFF-XA2N,8/6/21 8:18,37.623,
EFF-XA2N,8/22/21 9:35,36.5054,
EFF-XA2N,9/8/21 9:02,37.623,
EFF-XA2N,9/24/21 9:34,30.9174,
EFF-XA2N,10/6/21 9:24,26.345,
EFF-XA2N,11/14/21 9:23,12.0198,
EFF-XA2N,5/19/24 8:59,3.485,
EFF-XA2N,6/1/24 8:28,9.585,
EFF-XA2N,6/15/24 7:43,19.745,
EFF-XA2N,6/29/24 8:19,25.735,
EFF-XA2N,7/14/24 7:25,30.305,
EFF-XA2N,7/27/24 8:00,32.445,
EFF-XA2N,8/10/24 8:40,31.835,
EFF-XA2N,8/22/24 8:47,32.445,
EFF-XA2N,9/7/24 8:34,30.005,
EFF-XA2N,9/21/24 8:15,21.165,
EFF-XA2N,10/6/24 8:31,20.355,
EFF-XA2N,10/21/24 8:54,14.765,
EFF-XA2N,11/9/24 10:23,9.275,
EFF-XA2S,6/1/18 6:24,10.1705,
EFF-XA2S,6/18/18 8:10,19.6955,
EFF-XA2S,6/30/18 8:40,39.8038,
EFF-XA2S,7/16/18 8:16,51.8022,
EFF-XA2S,7/25/18 7:42,,
EFF-XA2S,8/10/18 6:48,,
EFF-XA2S,8/24/18 8:18,,
EFF-XA2S,9/16/18 7:42,,
EFF-XA2S,9/29/18 9:02,,
EFF-XA2S,11/18/18 14:20,31.9688,
EFF-XA2S,6/2/19 11:55,,
EFF-XA2S,6/18/19 8:04,16.9355,
EFF-XA2S,7/6/19 8:40,21.1688,
EFF-XA2S,7/26/19 7:35,46.7355,
EFF-XA2S,8/5/19 6:58,,
EFF-XA2S,9/21/19 10:41,,
EFF-XA2S,10/5/19 7:30,44.3022,
EFF-XA2S,10/21/19 2:27,34.4355,
EFF-XA2S,5/20/21 7:55,34.4755,
EFF-XA2S,6/6/21 8:13,50.4267,
EFF-XA2S,6/20/21 7:57,58.3515,
EFF-XA2S,7/5/21 7:49,,
EFF-XA2S,7/20/21 8:28,,
EFF-XA2S,8/6/21 8:19,,
EFF-XA2S,11/14/21 9:31,14.0634,
EFF-XA2S,5/19/24 8:36,4.6137,
EFF-XA2S,6/1/24 8:20,11.6238,
EFF-XA2S,6/15/24 7:39,30.8238,
EFF-XA2S,6/29/24 8:15,43.0237,
EFF-XA2S,7/14/24 7:21,,
EFF-XA2S,7/27/24 7:57,,
EFF-XA2S,8/10/24 8:35,,
EFF-XA2S,8/22/24 8:42,,
EFF-XA2S,9/7/24 8:37,,
EFF-XA2S,9/21/24 8:12,,
EFF-XA2S,10/6/24 8:28,,
EFF-XA2S,10/21/24 8:51,,
EFF-XA2S,11/9/24 10:20,41.3938,
EFR-XB1S,6/1/18 7:40,34.4473,
EFR-XB1S,6/18/18 7:56,40.1623,
EFR-XB1S,6/30/18 9:10,43.4432,
EFR-XB1S,7/16/18 8:54,45.5373,
EFR-XB1S,7/25/18 8:41,44.0373,
EFR-XB1S,8/10/18 7:31,45.6373,
EFR-XB1S,8/24/18 8:51,45.504,
EFR-XB1S,9/16/18 8:07,46.6373,
EFR-XB1S,9/29/18 8:19,46.404,
EFR-XB1S,11/18/18 13:50,44.9373,
EFR-XB1S,7/6/19 9:22,35.2707,
EFR-XB1S,7/26/19 8:05,41.004,
EFR-XB1S,10/20/19 15:09,45.604,
EFR-XB1S,5/20/21 8:41,45.3496,
EFR-XB1S,6/6/21 8:42,47.6864,
EFR-XB1S,6/20/21 8:42,48.296,
EFR-XB1S,7/5/21 8:41,49.5152,
EFR-XB1S,7/20/21 8:54,50.2264,
EFR-XB1S,8/6/21 8:45,51.1408,
EFR-XB1S,8/22/21 10:05,52.1568,
EFR-XB1S,9/8/21 9:22,50.836,
EFR-XB1S,9/24/21 9:53,50.2264,
EFR-XB1S,10/6/21 9:45,47.7407,
EFR-XB1S,11/14/21 10:09,41.692,
EFR-XB1S,5/19/24 8:20,16.305,
EFR-XB1S,6/1/24 7:58,27.785,
EFR-XB1S,6/15/24 7:15,36.015,
EFR-XB1S,6/29/24 8:00,40.685,
EFR-XB1S,7/14/24 7:35,43.735,
EFR-XB1S,7/27/24 8:13,45.765,
EFR-XB1S,8/10/24 8:22,45.765,
EFR-XB1S,8/22/24 8:57,46.075,
EFR-XB1S,9/7/24 8:47,46.475,
EFR-XB1S,9/21/24 8:02,45.875,
EFR-XB1S,10/6/24 8:19,45.465,
EFR-XB1S,10/21/24 8:41,44.855,
EFR-XB1S,11/9/24 10:09,43.735,
EFR-XB2S,7/16/18 7:57,,
EFR-XB2S,7/6/19 9:19,,
EFR-XB2S,7/26/19 8:05,,
EFR-XB2S,8/20/19 9:22,,
EFR-XB2S,10/20/19 15:07,,
EFR-XB2S,5/20/21 8:39,38.8408,
EFR-XB2S,6/6/21 8:41,44.9368,
EFR-XB2S,6/20/21 8:30,,
EFR-XB2S,7/5/21 8:39,,
EFR-XB2S,7/20/21 8:53,57.1288,
EFR-XB2S,8/6/21 8:44,56.824,
EFR-XB2S,8/22/21 10:03,,
EFR-XB2S,11/14/21 10:08,33.0496,
EFR-XB2S,5/19/24 8:19,18.245,
EFR-XB2S,6/1/24 7:56,,
EFR-XB2S,6/15/24 7:13,,
EFR-XB2S,6/29/24 7:58,,
EFR-XB2S,7/14/24 7:37,,
EFR-XB2S,7/27/24 8:12,48.725,
EFR-XB2S,8/10/24 8:21,,
EFR-XB2S,8/22/24 8:33,,
EFR-XB2S,9/7/24 8:49,,
EFR-XB2S,9/21/24 8:02,,
EFR-XB2S,10/6/24 8:18,,
EFR-XB2S,10/21/24 8:40,42.935,
EFR-XB2S,11/9/24 10:08,,
EFR-XB3S,7/16/18 7:58,,
EFR-XB3S,7/6/19 9:17,50.7,
EFR-XB3S,7/26/19 8:00,55.2833,
EFR-XB3S,10/20/19 15:05,50.35,
EFR-XB3S,5/20/21 8:37,39.2276,
EFR-XB3S,6/6/21 8:39,50.81,
EFR-XB3S,6/20/21 8:29,64.7292,
EFR-XB3S,7/5/21 8:38,,
EFR-XB3S,7/20/21 8:51,,
EFR-XB3S,10/6/21 9:47,,
EFR-XB3S,11/14/21 10:07,26.7308,
EFR-XB3S,5/19/24 8:19,18.295,
EFR-XB3S,6/1/24 7:55,27.235,
EFR-XB3S,6/15/24 7:10,44.915,
EFR-XB3S,6/29/24 7:57,57.715,
EFR-XB3S,7/14/24 7:33,,
EFR-XB3S,7/27/24 7:47,,
EFR-XB3S,8/10/24 8:19,,
EFR-XB3S,8/22/24 8:33,,
EFR-XB3S,9/7/24 8:50,,
EFR-XB3S,9/21/24 7:59,,
EFR-XB3S,10/6/24 8:17,,
EFR-XB3S,10/21/24 8:39,56.595,
EFR-XB3S,11/9/24 10:07,48.365,
EFT-XC3S,5/19/24 7:52,3.44,
EFT-XC3S,6/1/24 7:25,13.5,
EFT-XC3S,6/15/24 6:43,46.92,
EFT-XC3S,6/29/24 7:27,62.16,
EFT-XC3S,7/14/24 6:43,75.58,
EFT-XC3S,7/27/24 7:32,57.59,
EFT-XC3S,8/10/24 8:00,88.68,
EFT-XC3S,8/22/24 8:16,,
EFT-XC3S,9/7/24 9:05,88.99,
EFT-XC3S,9/21/24 7:43,71.92,
EFT-XC3S,10/6/24 13:16,80.95,
EFT-XC3S,10/21/24 8:22,62.88,
EFT-XC3S,11/9/24 9:49,58.2,
EFT-XC4S,5/19/24 7:54,5.185,
EFT-XC4S,6/1/24 7:28,12.505,
EFT-XC4S,6/15/24 6:45,36.375,
EFT-XC4S,6/29/24 7:32,72.855,
EFT-XC4S,7/14/24 6:44,,
EFT-XC4S,7/27/24 7:33,,
EFT-XC4S,8/10/24 8:02,,
EFT-XC4S,8/22/24 8:17,,
EFT-XC4S,9/7/24 9:00,,
EFT-XC4S,9/21/24 7:44,,
EFT-XC4S,10/6/24 8:04,,
EFT-XC4S,10/21/24 8:23,,
EFT-XC4S,11/9/24 9:50,61.275,
EHF-XB7S,7/6/19 9:20,4.5167,
EHF-XB7S,7/26/19 7:56,3.55,
EHF-XB7S,8/5/19 7:12,5.85,
EHF-XB7S,8/20/19 9:11,5.6167,
EHF-XB7S,9/3/19 8:56,5.1167,
EHF-XB7S,9/21/19 9:42,3.2833,
EHF-XB7S,10/5/19 7:15,3.45,
EHF-XB7S,10/20/19 14:45,3.45,
EHF-XB7S,5/20/21 8:15,-11.6356,
EHF-XB7S,6/6/21 8:30,11.834,
EHF-XB7S,6/20/21 8:14,24.4324,
EHF-XB7S,7/5/21 8:11,53.5916,
EHF-XB7S,7/20/21 8:40,78.2804,
EHF-XB7S,8/6/21 8:31,85.5956,
EHF-XB7S,8/22/21 9:48,90.1676,
EHF-XB7S,9/8/21 9:15,96.8732,
EHF-XB7S,9/24/21 9:46,81.0236,
EHF-XB7S,10/6/21 9:39,20.12,
EHF-XB7S,11/14/21 9:50,11.4276,
EHF-XB7S,5/19/24 8:08,1.835,
EHF-XB7S,6/1/24 7:43,2.855,
EHF-XB7S,6/15/24 7:02,13.925,
EHF-XB7S,6/29/24 7:47,28.555,
EHF-XB7S,7/14/24 6:52,70.015,
EHF-XB7S,7/27/24 7:42,76.515,
EHF-XB7S,8/10/24 8:12,78.955,
EHF-XB7S,8/22/24 8:28,,
EHF-XB7S,9/7/24 8:54,24.295,
EHF-XB7S,9/21/24 7:53,12.205,
EHF-XB7S,10/6/24 8:13,10.375,
EHF-XB7S,10/21/24 8:32,4.375,
EHF-XB7S,11/9/24 10:01,3.365,
EHR-1,5/31/18 8:30,29.555,
EHR-1,6/18/18 7:17,44.3717,
EHR-1,6/30/18 8:15,59.1883,
EHR-1,7/16/18 7:52,66.4083,
EHR-1,7/25/18 7:21,66.075,
EHR-1,8/10/18 6:32,69.5083,
EHR-1,8/24/18 7:53,66.1417,
EHR-1,9/16/18 7:21,58.075,
EHR-1,9/29/18 8:16,57.475,
EHR-1,11/18/18 14:43,41.4083,
EHR-1,6/2/19 8:01,4.4417,
EHR-1,6/18/19 7:30,8.8083,
EHR-1,7/6/19 8:12,36.4083,
EHR-1,7/26/19 8:18,54.1417,
EHR-1,8/5/19 6:39,61.1083,
EHR-1,8/20/19 8:49,62.9083,
EHR-1,9/3/19 8:41,62.775,
EHR-1,9/21/19 9:23,50.4417,
EHR-1,10/5/19 7:00,42.0083,
EHR-1,10/20/19 14:06,40.0417,
EHR-1,5/20/21 7:38,45.5542,
EHR-1,6/6/21 7:59,55.003,
EHR-1,6/20/21 7:43,60.2862,
EHR-1,7/5/21 7:30,58.559,
EHR-1,7/20/21 8:16,63.639,
EHR-1,8/6/21 8:09,65.0614,
EHR-1,8/22/21 9:24,60.1846,
EHR-1,9/8/21 8:53,60.7942,
EHR-1,9/24/21 9:26,60.2862,
EHR-1,10/6/21 8:41,58.051,
EHR-1,11/14/21 9:05,29.3998,
EHR-1,5/19/24 9:16,7.755,
EHR-1,6/1/24 8:58,26.045,
EHR-1,6/15/24 8:06,43.425,
EHR-1,6/29/24 8:52,54.195,
EHR-1,7/14/24 7:46,65.465,
EHR-1,7/27/24 8:18,66.895,
EHR-1,8/10/24 8:55,64.755,
EHR-1,8/22/24 9:07,65.165,
EHR-1,9/7/24 8:20,61.705,
EHR-1,9/21/24 8:28,57.445,
EHR-1,10/6/24 8:43,54.085,
EHR-1,10/21/24 9:05,46.165,
EHR-1,11/9/24 10:35,38.845,
EHR-XB1N,7/16/18 9:16,65.85,
EHR-XB1N,7/25/18 8:45,64.2833,
EHR-XB1N,7/6/19 9:24,51.05,
EHR-XB1N,7/26/19 13:04,59.45,
EHR-XB1N,9/3/19 9:25,63.75,
EHR-XB1N,10/20/19 14:12,46.8833,
EHR-XB1N,5/20/21 8:43,56.1092,
EHR-XB1N,6/6/21 8:43,66.6756,
EHR-XB1N,6/20/21 8:33,71.0444,
EHR-XB1N,7/5/21 8:44,73.178,
EHR-XB1N,7/20/21 8:55,79.782,
EHR-XB1N,8/6/21 8:46,76.5308,
EHR-XB1N,8/22/21 10:07,71.146,
EHR-XB1N,9/8/21 9:24,71.4508,
EHR-XB1N,9/24/21 17:21,67.6916,
EHR-XB1N,10/6/21 9:53,,
EHR-XB1N,11/14/21 10:11,44.0188,
EHR-XB1N,5/19/24 9:14,30.815,
EHR-XB1N,6/1/24 8:50,41.385,
EHR-XB1N,6/15/24 8:32,52.965,
EHR-XB1N,6/29/24 8:34,58.445,
EHR-XB1N,7/14/24 7:42,68.305,
EHR-XB1N,7/27/24 8:14,69.625,
EHR-XB1N,8/10/24 8:51,67.695,
EHR-XB1N,8/22/24 9:04,68.205,
EHR-XB1N,9/7/24 8:25,66.475,
EHR-XB1N,9/21/24 8:24,62.925,
EHR-XB1N,10/6/24 8:39,62.815,
EHR-XB1N,10/21/24 8:58,54.995,
EHR-XB1N,11/9/24 10:31,43.925,
EHR-XB2N,7/16/18 9:19,25.75,
EHR-XB2N,7/25/18 8:50,25.15,
EHR-XB2N,7/6/19 9:26,16.95,
EHR-XB2N,7/26/19 13:05,24.6167,
EHR-XB2N,9/3/19 9:27,21.55,
EHR-XB2N,10/20/19 14:11,15.95,
EHR-XB2N,5/20/21 8:45,18.1756,
EHR-XB2N,6/6/21 8:44,23.8652,
EHR-XB2N,6/20/21 8:34,28.742,
EHR-XB2N,7/5/21 8:46,28.9452,
EHR-XB2N,7/20/21 8:55,33.1108,
EHR-XB2N,8/6/21 8:47,34.9396,
EHR-XB2N,8/22/21 10:08,31.9932,
EHR-XB2N,9/8/21 9:25,34.1268,
EHR-XB2N,9/24/21 17:20,34.0252,
EHR-XB2N,10/6/21 9:54,27.3867,
EHR-XB2N,11/14/21 10:12,21.3252,
EHR-XB2N,5/19/24 9:14,7.39,
EHR-XB2N,6/1/24 8:54,12.07,
EHR-XB2N,6/15/24 8:27,19.08,
EHR-XB2N,6/29/24 8:40,22.84,
EHR-XB2N,7/14/24 7:42,24.87,
EHR-XB2N,7/27/24 8:15,27.61,
EHR-XB2N,8/10/24 8:52,26.6,
EHR-XB2N,8/22/24 9:05,25.99,
EHR-XB2N,9/7/24 8:24,23.75,
EHR-XB2N,9/21/24 8:25,21.52,
EHR-XB2N,10/6/24 8:40,20.6,
EHR-XB2N,10/21/24 9:00,17.96,
EHR-XB2N,11/9/24 10:31,15.73,
EHT-XA5S,6/1/18 6:43,-1.1533,
EHT-XA5S,6/18/18 8:13,35.6767,
EHT-XA5S,6/30/18 8:47,67.215,
EHT-XA5S,7/16/18 8:25,105.0958,
EHT-XA5S,7/25/18 7:51,,
EHT-XA5S,8/10/18 6:53,,
EHT-XA5S,8/24/18 8:25,,
EHT-XA5S,9/16/18 7:46,,
EHT-XA5S,9/29/18 9:04,,
EHT-XA5S,11/18/18 14:26,22.3625,
EHT-XA5S,6/2/19 10:34,-5.1708,
EHT-XA5S,6/18/19 8:22,0.6292,
EHT-XA5S,7/6/19 8:46,54.9625,
EHT-XA5S,7/26/19 12:12,91.4292,
EHT-XA5S,9/3/19 9:05,,
EHT-XA5S,9/21/19 9:48,,
EHT-XA5S,10/5/19 0:00,,
EHT-XA5S,10/20/19 14:32,42.8625,
EHT-XA5S,6/6/21 8:15,79.1121,
EHT-XA5S,6/20/21 8:01,104.8169,
EHT-XA5S,7/5/21 7:55,,
EHT-XA5S,7/16/21 8:35,,
EHT-XA5S,7/20/21 8:30,,
EHT-XA5S,8/22/21 9:40,,
EHT-XA5S,11/14/21 9:36,1.2715,
EHT-XA5S,5/19/24 8:30,-28.8188,
EHT-XA5S,6/1/24 8:15,6.5112,
EHT-XA5S,6/15/24 7:31,58.9412,
EHT-XA5S,6/29/24 8:12,93.9913,
EHT-XA5S,7/14/24 7:17,128.2313,
EHT-XA5S,7/27/24 7:55,,
EHT-XA5S,8/10/24 8:32,,
EHT-XA5S,9/7/24 8:40,,
EHT-XA5S,9/21/24 8:10,,
EHT-XA5S,10/6/24 8:25,,
EHT-XA5S,10/21/24 8:48,,
EHT-XA5S,11/9/24 10:17,83.3212,
EHT-XB5S,6/1/18 7:41,19.2967,
EHT-XB5S,6/18/18 8:27,64.4875,
EHT-XB5S,6/30/18 9:05,89.9933,
EHT-XB5S,7/16/18 8:52,109.85,
EHT-XB5S,7/25/18 8:08,124.75,
EHT-XB5S,8/10/18 7:18,,
EHT-XB5S,8/24/18 8:35,,
EHT-XB5S,9/16/18 8:04,,
EHT-XB5S,9/29/18 8:36,,
EHT-XB5S,11/18/18 13:43,43.9167,
EHT-XB5S,6/2/19 19:55,-24.15,
EHT-XB5S,5/20/21 8:12,38.9196,
EHT-XB5S,6/6/21 8:24,60.9668,
EHT-XB5S,6/20/21 8:10,92.7676,
EHT-XB5S,7/5/21 8:06,120.5044,
EHT-XB5S,7/20/21 8:36,,
EHT-XB5S,11/14/21 9:41,-1.0702,
EHT-XB5S,5/19/24 8:14,10.68,
EHT-XB5S,6/1/24 7:48,40.85,
EHT-XB5S,6/15/24 7:09,74.99,
EHT-XB5S,6/29/24 9:04,100.59,
EHT-XB5S,7/14/24 7:01,,
EHT-XB5S,7/27/24 7:45,,
EHT-XB5S,8/10/24 8:17,,
EHT-XB5S,8/22/24 8:30,,
EHT-XB5S,9/21/24 7:57,,
EHT-XB5S,10/6/24 8:16,,
EHT-XB5S,10/21/24 8:38,125.89,
EHT-XB5S,11/9/24 10:04,78.55,
EHT-XB6S,5/20/21 8:15,20.7124,
EHT-XB6S,6/6/21 8:27,38.1876,
EHT-XB6S,6/20/21 8:12,75.5764,
EHT-XB6S,7/5/21 8:09,98.538,
EHT-XB6S,7/20/21 8:38,128.6116,
EHT-XB6S,8/6/21 8:29,,
