"Plot Title: SGH 137"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 temp)","RH, % (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 rh)","Good Battery (LGR S/N: 10769296)","Coupler Detached (LGR S/N: 10769296)","Bad Battery (LGR S/N: 10769296)","Coupler Attached (LGR S/N: 10769296)","Stopped (LGR S/N: 10769296)","End Of File (LGR S/N: 10769296)"
61,04/05/17 01:30:00 AM,32.092,87.783,,,,,,
62,04/05/17 01:40:00 AM,31.993,88.170,,,,,,
63,04/05/17 01:50:00 AM,31.791,89.638,,,,,,
64,04/05/17 02:00:00 AM,31.591,89.261,,,,,,
65,04/05/17 02:10:00 AM,31.541,89.651,,,,,,
66,04/05/17 02:20:00 AM,31.390,89.481,,,,,,
67,04/05/17 02:30:00 AM,31.390,89.779,,,,,,
68,04/05/17 02:40:00 AM,31.339,90.019,,,,,,
69,04/05/17 02:50:00 AM,31.440,90.157,,,,,,
70,04/05/17 03:00:00 AM,31.491,90.733,,,,,,
71,04/05/17 03:10:00 AM,31.491,90.338,,,,,,
72,04/05/17 03:20:00 AM,31.390,91.014,,,,,,
73,04/05/17 03:30:00 AM,31.440,92.053,,,,,,
74,04/05/17 03:40:00 AM,31.491,91.766,,,,,,
75,04/05/17 03:50:00 AM,31.591,92.222,,,,,,
76,04/05/17 04:00:00 AM,31.591,92.614,,,,,,
77,04/05/17 04:10:00 AM,31.692,93.019,,,,,,
78,04/05/17 04:20:00 AM,31.743,92.563,,,,,,
79,04/05/17 04:30:00 AM,31.842,92.749,,,,,,
80,04/05/17 04:40:00 AM,31.842,93.042,,,,,,
81,04/05/17 04:50:00 AM,31.942,93.203,,,,,,
82,04/05/17 05:00:00 AM,32.043,93.242,,,,,,
83,04/05/17 05:10:00 AM,31.993,93.259,,,,,,
84,04/05/17 05:20:00 AM,31.892,93.488,,,,,,
85,04/05/17 05:30:00 AM,31.692,93.604,,,,,,
86,04/05/17 05:40:00 AM,31.692,93.239,,,,,,
87,04/05/17 05:50:00 AM,31.591,93.637,,,,,,
88,04/05/17 06:00:00 AM,31.440,93.954,,,,,,
89,04/05/17 06:10:00 AM,31.289,94.004,,,,,,
90,04/05/17 06:20:00 AM,31.188,94.013,,,,,,
91,04/05/17 06:30:00 AM,31.188,94.304,,,,,,
92,04/05/17 06:40:00 AM,31.138,94.393,,,,,,
93,04/05/17 06:50:00 AM,31.138,94.393,,,,,,
94,04/05/17 07:00:00 AM,31.188,94.570,,,,,,
95,04/05/17 07:10:00 AM,31.289,94.609,,,,,,
96,04/05/17 07:20:00 AM,31.491,94.809,,,,,,
97,04/05/17 07:30:00 AM,31.743,94.581,,,,,,
98,04/05/17 07:40:00 AM,32.092,94.295,,,,,,
99,04/05/17 07:50:00 AM,32.491,93.967,,,,,,
100,04/05/17 08:00:00 AM,32.940,93.620,,,,,,
101,04/05/17 08:10:00 AM,33.435,92.789,,,,,,
102,04/05/17 08:20:00 AM,33.879,91.944,,,,,,
103,04/05/17 08:30:00 AM,34.371,91.744,,,,,,
104,04/05/17 08:40:00 AM,34.858,91.072,,,,,,
105,04/05/17 08:50:00 AM,35.443,90.459,,,,,,
106,04/05/17 09:00:00 AM,36.169,88.453,,,,,,
107,04/05/17 09:10:00 AM,37.130,87.012,,,,,,
108,04/05/17 09:20:00 AM,38.179,81.799,,,,,,
109,04/05/17 09:30:00 AM,40.251,65.739,,,,,,
110,04/05/17 09:40:00 AM,42.984,51.780,,,,,,
111,04/05/17 09:50:00 AM,44.582,50.946,,,,,,
112,04/05/17 10:00:00 AM,45.399,49.682,,,,,,
113,04/05/17 10:10:00 AM,46.256,50.262,,,,,,
114,04/05/17 10:20:00 AM,46.886,51.427,,,,,,
115,04/05/17 10:30:00 AM,47.826,46.325,,,,,,
116,04/05/17 10:40:00 AM,49.204,28.425,,,,,,
117,04/05/17 10:50:00 AM,50.621,33.416,,,,,,
118,04/05/17 11:00:00 AM,51.458,33.846,,,,,,
119,04/05/17 11:10:00 AM,52.509,31.444,,,,,,
120,04/05/17 11:20:00 AM,53.253,29.656,,,,,,
121,04/05/17 11:30:00 AM,53.733,30.071,,,,,,
122,04/05/17 11:40:00 AM,53.820,29.421,,,,,,
123,04/05/17 11:50:00 AM,54.037,32.753,,,,,,
124,04/05/17 12:00:00 PM,54.255,34.704,,,,,,
125,04/05/17 12:10:00 PM,54.387,35.515,,,,,,
126,04/05/17 12:20:00 PM,54.561,35.878,,,,,,
127,04/05/17 12:30:00 PM,54.473,35.617,,,,,,
128,04/05/17 12:40:00 PM,54.561,33.687,,,,,,
129,04/05/17 12:50:00 PM,54.430,32.644,,,,,,
130,04/05/17 01:00:00 PM,54.169,31.461,,,,,,
131,04/05/17 01:10:00 PM,54.037,33.724,,,,,,
132,04/05/17 01:20:00 PM,54.212,34.572,,,,,,
133,04/05/17 01:30:00 PM,53.951,36.262,,,,,,
134,04/05/17 01:40:00 PM,53.951,36.646,,,,,,
135,04/05/17 01:50:00 PM,53.865,38.142,,,,,,
136,04/05/17 02:00:00 PM,53.690,38.673,,,,,,
137,04/05/17 02:10:00 PM,53.733,39.470,,,,,,
138,04/05/17 02:20:00 PM,53.776,39.631,,,,,,
139,04/05/17 02:30:00 PM,53.515,40.659,,,,,,
140,04/05/17 02:40:00 PM,53.559,40.029,,,,,,
141,04/05/17 02:50:00 PM,53.341,39.763,,,,,,
142,04/05/17 03:00:00 PM,52.992,40.248,,,,,,
143,04/05/17 03:10:00 PM,52.947,41.538,,,,,,
144,04/05/17 03:20:00 PM,53.078,40.821,,,,,,
145,04/05/17 03:30:00 PM,53.384,41.314,,,,,,
146,04/05/17 03:40:00 PM,53.559,40.377,,,,,,
147,04/05/17 03:50:00 PM,53.253,41.526,,,,,,
148,04/05/17 04:00:00 PM,52.903,41.787,,,,,,
149,04/05/17 04:10:00 PM,52.291,41.905,,,,,,
150,04/05/17 04:20:00 PM,52.160,42.273,,,,,,
151,04/05/17 04:30:00 PM,51.764,40.991,,,,,,
152,04/05/17 04:40:00 PM,51.325,43.656,,,,,,
153,04/05/17 04:50:00 PM,50.752,44.427,Logged,,,,,
154,04/05/17 05:00:00 PM,50.002,45.955,,,,,,
155,04/05/17 05:10:00 PM,49.428,49.044,,,,,,
156,04/05/17 05:20:00 PM,48.672,50.781,,,,,,
157,04/05/17 05:30:00 PM,48.049,51.065,,,,,,
158,04/05/17 05:40:00 PM,47.244,53.498,,,,,,
159,04/05/17 05:50:00 PM,46.841,54.540,,,,,,
160,04/05/17 06:00:00 PM,46.391,56.816,,,,,,
161,04/05/17 06:10:00 PM,46.031,57.345,,,,,,
162,04/05/17 06:20:00 PM,45.624,57.898,,,,,,
163,04/05/17 06:30:00 PM,45.262,58.013,,,,,,
164,04/05/17 06:40:00 PM,44.674,59.131,,,,,,
165,04/05/17 06:50:00 PM,44.400,59.602,,,,,,
166,04/05/17 07:00:00 PM,44.082,60.299,,,,,,
167,04/05/17 07:10:00 PM,43.624,62.194,,,,,,
168,04/05/17 07:20:00 PM,43.075,62.946,,,,,,
169,04/05/17 07:30:00 PM,42.616,64.216,,,,,,
170,04/05/17 07:40:00 PM,42.202,64.887,,,,,,
171,04/05/17 07:50:00 PM,41.463,67.271,,,,,,
172,04/05/17 08:00:00 PM,40.764,69.267,,,,,,
173,04/05/17 08:10:00 PM,39.877,71.331,,,,,,
174,04/05/17 08:20:00 PM,39.078,73.625,,,,,,
175,04/05/17 08:30:00 PM,38.511,76.480,,,,,,
176,04/05/17 08:40:00 PM,38.748,76.884,,,,,,
177,04/05/17 08:50:00 PM,39.220,74.728,,,,,,
178,04/05/17 09:00:00 PM,39.313,74.169,,,,,,
179,04/05/17 09:10:00 PM,39.407,73.144,,,,,,
180,04/05/17 09:20:00 PM,39.360,73.166,,,,,,
181,04/05/17 09:30:00 PM,39.736,70.847,,,,,,
182,04/05/17 09:40:00 PM,40.017,70.297,,,,,,
183,04/05/17 09:50:00 PM,39.877,71.331,,,,,,
184,04/05/17 10:00:00 PM,39.502,72.142,,,,,,
185,04/05/17 10:10:00 PM,39.360,72.099,,,,,,
186,04/05/17 10:20:00 PM,39.267,72.964,,,,,,
187,04/05/17 10:30:00 PM,39.454,72.383,,,,,,
188,04/05/17 10:40:00 PM,39.830,71.876,,,,,,
189,04/05/17 10:50:00 PM,40.204,71.725,,,,,,
190,04/05/17 11:00:00 PM,40.579,70.856,,,,,,
191,04/05/17 11:10:00 PM,40.579,71.353,,,,,,
192,04/05/17 11:20:00 PM,40.579,71.629,,,,,,
193,04/05/17 11:30:00 PM,40.579,71.353,,,,,,
194,04/05/17 11:40:00 PM,39.924,73.066,,,,,,
195,04/05/17 11:50:00 PM,39.407,74.261,,,,,,
196,04/06/17 12:00:00 AM,38.795,75.679,,,,,,
197,04/06/17 12:10:00 AM,38.322,76.753,,,,,,
198,04/06/17 12:20:00 AM,38.700,75.533,,,,,,
199,04/06/17 12:30:00 AM,39.407,73.580,,,,,,
200,04/06/17 12:40:00 AM,40.017,71.567,,,,,,
201,04/06/17 12:50:00 AM,40.579,70.635,,,,,,
202,04/06/17 01:00:00 AM,41.090,69.469,,,,,,
203,04/06/17 01:10:00 AM,41.554,67.252,,,,,,
204,04/06/17 01:20:00 AM,41.740,65.352,,,,,,
205,04/06/17 01:30:00 AM,42.017,63.101,,,,,,
206,04/06/17 01:40:00 AM,42.341,61.928,,,,,,
207,04/06/17 01:50:00 AM,42.386,62.191,,,,,,
208,04/06/17 02:00:00 AM,42.202,60.011,,,,,,
209,04/06/17 02:10:00 AM,42.064,59.882,,,,,,
210,04/06/17 02:20:00 AM,41.970,60.625,,,,,,
211,04/06/17 02:30:00 AM,41.740,60.748,,,,,,
212,04/06/17 02:40:00 AM,41.787,60.059,,,,,,
213,04/06/17 02:50:00 AM,41.787,60.435,,,,,,
214,04/06/17 03:00:00 AM,41.693,60.398,,,,,,
215,04/06/17 03:10:00 AM,41.508,60.178,,,,,,
216,04/06/17 03:20:00 AM,41.508,60.005,,,,,,
217,04/06/17 03:30:00 AM,41.601,60.649,,,,,,
218,04/06/17 03:40:00 AM,41.601,62.059,,,,,,
219,04/06/17 03:50:00 AM,41.508,63.424,,,,,,
220,04/06/17 04:00:00 AM,41.230,65.470,,,,,,
221,04/06/17 04:10:00 AM,40.998,65.617,,,,,,
222,04/06/17 04:20:00 AM,40.858,64.214,,,,,,
223,04/06/17 04:30:00 AM,40.764,64.091,,,,,,
224,04/06/17 04:40:00 AM,40.811,62.012,,,,,,
225,04/06/17 04:50:00 AM,40.951,56.317,,,,,,
226,04/06/17 05:00:00 AM,41.277,52.270,,,,,,
227,04/06/17 05:10:00 AM,41.416,51.626,,,,,,
228,04/06/17 05:20:00 AM,41.693,50.152,,,,,,
229,04/06/17 05:30:00 AM,41.740,50.755,,,,,,
230,04/06/17 05:40:00 AM,41.878,51.035,,,,,,
231,04/06/17 05:50:00 AM,41.787,52.906,,,,,,
232,04/06/17 06:00:00 AM,41.648,54.995,,,,,,
233,04/06/17 06:10:00 AM,41.230,55.695,,,,,,
234,04/06/17 06:20:00 AM,40.858,56.543,,,,,,
235,04/06/17 06:30:00 AM,40.485,58.521,,,,,,
236,04/06/17 06:40:00 AM,40.672,53.969,,,,,,
237,04/06/17 06:50:00 AM,40.951,53.046,,,,,,
238,04/06/17 07:00:00 AM,41.184,53.153,,,,,,
239,04/06/17 07:10:00 AM,41.369,53.317,,,,,,
240,04/06/17 07:20:00 AM,41.740,53.525,,,,,,
241,04/06/17 07:30:00 AM,42.064,53.966,,,,,,
242,04/06/17 07:40:00 AM,41.970,57.459,,,,,,
243,04/06/17 07:50:00 AM,41.693,59.732,,,,,,
244,04/06/17 08:00:00 AM,41.554,59.720,,,,,,
245,04/06/17 08:10:00 AM,41.416,62.786,,,,,,
246,04/06/17 08:20:00 AM,40.951,67.723,,,,,,
247,04/06/17 08:30:00 AM,40.111,74.151,,,,,,
248,04/06/17 08:40:00 AM,39.454,76.188,,,,,,
249,04/06/17 08:50:00 AM,38.842,79.138,,,,,,
250,04/06/17 09:00:00 AM,38.415,78.608,,,,,,
251,04/06/17 09:10:00 AM,38.131,80.479,,,,,,
252,04/06/17 09:20:00 AM,37.798,82.143,,,,,,
253,04/06/17 09:30:00 AM,37.609,83.811,,,,,,
254,04/06/17 09:40:00 AM,37.321,85.656,,,,,,
255,04/06/17 09:50:00 AM,37.369,85.354,,,,,,
256,04/06/17 10:00:00 AM,37.081,87.311,,,,,,
257,04/06/17 10:10:00 AM,36.891,88.174,,,,,,
258,04/06/17 10:20:00 AM,36.986,88.060,,,,,,
259,04/06/17 10:30:00 AM,37.081,89.161,,,,,,
260,04/06/17 10:40:00 AM,37.560,88.317,,,,,,
261,04/06/17 10:50:00 AM,37.751,88.115,,,,,,
262,04/06/17 11:00:00 AM,38.084,87.576,,,,,,
263,04/06/17 11:10:00 AM,38.606,86.856,,,,,,
264,04/06/17 11:20:00 AM,38.511,88.068,,,,,,
265,04/06/17 11:30:00 AM,38.322,86.510,,,,,,
266,04/06/17 11:40:00 AM,38.131,89.233,,,,,,
267,04/06/17 11:50:00 AM,38.131,88.625,,,,,,
268,04/06/17 12:00:00 PM,38.606,88.234,,,,,,
269,04/06/17 12:10:00 PM,38.842,87.451,,,,,,
270,04/06/17 12:20:00 PM,38.700,88.958,,,,,,
271,04/06/17 12:30:00 PM,38.653,88.926,,,,,,
272,04/06/17 12:40:00 PM,38.511,88.068,,,,,,
273,04/06/17 12:50:00 PM,38.037,88.155,,,,,,
274,04/06/17 01:00:00 PM,37.560,90.211,,,,,,
275,04/06/17 01:10:00 PM,37.321,90.453,,,,,,
276,04/06/17 01:20:00 PM,37.274,90.069,,,,,,
277,04/06/17 01:30:00 PM,37.560,90.286,,,,,,
278,04/06/17 01:40:00 PM,37.846,87.569,,,,,,
279,04/06/17 01:50:00 PM,37.989,88.504,,,,,,
280,04/06/17 02:00:00 PM,38.322,88.753,,,,,,
281,04/06/17 02:10:00 PM,38.748,84.298,,,,,,
282,04/06/17 02:20:00 PM,39.173,82.791,,,,,,
283,04/06/17 02:30:00 PM,39.502,82.336,,,,,,
284,04/06/17 02:40:00 PM,39.549,82.865,,,,,,
285,04/06/17 02:50:00 PM,39.596,83.967,,,,,,
286,04/06/17 03:00:00 PM,39.454,84.598,,,,,,
287,04/06/17 03:10:00 PM,39.220,85.963,,,,,,
288,04/06/17 03:20:00 PM,38.889,85.196,,,,,,
289,04/06/17 03:30:00 PM,38.606,85.055,,,,,,
290,04/06/17 03:40:00 PM,38.368,85.127,,,,,,
291,04/06/17 03:50:00 PM,38.037,84.256,,,,,,
292,04/06/17 04:00:00 PM,37.751,86.867,,,,,,
293,04/06/17 04:10:00 PM,37.751,86.586,,,,,,
294,04/06/17 04:20:00 PM,37.465,88.355,,,,,,
295,04/06/17 04:30:00 PM,37.274,89.112,,,,,,
296,04/06/17 04:40:00 PM,37.179,89.301,,,,,,
297,04/06/17 04:50:00 PM,37.274,89.516,,,,,,
298,04/06/17 05:00:00 PM,37.179,89.099,,,,,,
299,04/06/17 05:10:00 PM,37.274,89.516,,,,,,
300,04/06/17 05:20:00 PM,37.179,90.607,,,,,,
301,04/06/17 05:30:00 PM,37.081,91.044,,,,,,
302,04/06/17 05:40:00 PM,36.891,91.366,,,,,,
303,04/06/17 05:50:00 PM,36.986,91.130,,,,,,
304,04/06/17 06:00:00 PM,37.321,89.573,,,,,,
305,04/06/17 06:10:00 PM,37.465,89.417,,,,,,
306,04/06/17 06:20:00 PM,37.942,88.624,,,,,,
307,04/06/17 06:30:00 PM,38.131,88.067,,,,,,
308,04/06/17 06:40:00 PM,38.179,89.240,,,,,,
309,04/06/17 06:50:00 PM,38.511,88.221,,,,,,
310,04/06/17 07:00:00 PM,39.267,86.818,,,,,,
311,04/06/17 07:10:00 PM,39.924,86.109,,,,,,
312,04/06/17 07:20:00 PM,40.204,87.587,,,,,,
313,04/06/17 07:30:00 PM,40.204,90.031,,,,,,
314,04/06/17 07:40:00 PM,39.877,91.597,,,,,,
315,04/06/17 07:50:00 PM,39.736,92.428,,,,,,
316,04/06/17 08:00:00 PM,39.454,92.337,,,,,,
317,04/06/17 08:10:00 PM,39.031,93.146,,,,,,
318,04/06/17 08:20:00 PM,38.653,93.958,,,,,,
319,04/06/17 08:30:00 PM,38.226,94.658,,,,,,
320,04/06/17 08:40:00 PM,37.942,95.033,,,,,,
321,04/06/17 08:50:00 PM,37.656,95.724,,,,,,
322,04/06/17 09:00:00 PM,37.560,96.050,,,,,,
323,04/06/17 09:10:00 PM,37.416,93.749,,,,,,
324,04/06/17 09:20:00 PM,36.986,93.364,,,,,,
325,04/06/17 09:30:00 PM,36.313,93.855,,,,,,
326,04/06/17 09:40:00 PM,35.733,94.161,,,,,,
327,04/06/17 09:50:00 PM,35.055,94.010,,,,,,
328,04/06/17 10:00:00 PM,34.320,94.584,,,,,,
329,04/06/17 10:10:00 PM,33.732,95.368,,,,,,
330,04/06/17 10:20:00 PM,33.336,96.273,,,,,,
331,04/06/17 10:30:00 PM,33.089,96.811,,,,,,
332,04/06/17 10:40:00 PM,32.990,97.323,,,,,,
333,04/06/17 10:50:00 PM,32.841,97.538,,,,,,
334,04/06/17 11:00:00 PM,32.990,98.133,,,,,,
335,04/06/17 11:10:00 PM,33.188,97.545,,,,,,
336,04/06/17 11:20:00 PM,33.386,97.145,,,,,,
337,04/06/17 11:30:00 PM,33.485,96.489,,,,,,
338,04/06/17 11:40:00 PM,33.336,96.273,,,,,,
339,04/06/17 11:50:00 PM,33.237,96.306,,,,,,
340,04/07/17 12:00:00 AM,33.089,96.042,,,,,,
341,04/07/17 12:10:00 AM,32.940,96.332,,,,,,
342,04/07/17 12:20:00 AM,32.891,96.204,,,,,,
343,04/07/17 12:30:00 AM,32.841,96.509,,,,,,
344,04/07/17 12:40:00 AM,32.742,96.613,,,,,,
345,04/07/17 12:50:00 AM,32.691,96.654,,,,,,
346,04/07/17 01:00:00 AM,32.542,97.061,,,,,,
347,04/07/17 01:10:00 AM,32.491,97.101,,,,,,
348,04/07/17 01:20:00 AM,32.392,97.325,,,,,,
349,04/07/17 01:30:00 AM,32.342,97.698,,,,,,
350,04/07/17 01:40:00 AM,32.293,97.738,,,,,,
351,04/07/17 01:50:00 AM,32.342,97.698,,,,,,
352,04/07/17 02:00:00 AM,32.342,97.912,,,,,,
353,04/07/17 02:10:00 AM,32.342,98.079,,,,,,
354,04/07/17 02:20:00 AM,32.342,98.079,,,,,,
355,04/07/17 02:30:00 AM,32.342,98.031,,,,,,
356,04/07/17 02:40:00 AM,32.293,98.356,,,,,,
357,04/07/17 02:50:00 AM,32.293,98.403,,,,,,
358,04/07/17 03:00:00 AM,32.293,98.569,,,,,,
359,04/07/17 03:10:00 AM,32.293,98.687,,,,,,
360,04/07/17 03:20:00 AM,32.293,98.829,,,,,,
361,04/07/17 03:30:00 AM,32.392,98.727,,,,,,
362,04/07/17 03:40:00 AM,32.392,98.490,,,,,,
363,04/07/17 03:50:00 AM,32.443,98.379,,,,,,
364,04/07/17 04:00:00 AM,32.542,97.968,,,,,,
365,04/07/17 04:10:00 AM,32.542,98.015,,,,,,
366,04/07/17 04:20:00 AM,32.592,97.833,,,,,,
367,04/07/17 04:30:00 AM,32.542,98.015,,,,,,
368,04/07/17 04:40:00 AM,32.691,97.324,,,,,,
369,04/07/17 04:50:00 AM,32.691,97.180,,,,,,
370,04/07/17 05:00:00 AM,32.592,97.594,,,,,,
371,04/07/17 05:10:00 AM,32.542,97.920,,,,,,
372,04/07/17 05:20:00 AM,32.592,97.308,,,,,,
373,04/07/17 05:30:00 AM,32.592,97.021,,,,,,
374,04/07/17 05:40:00 AM,32.542,97.133,,,,,,
375,04/07/17 05:50:00 AM,32.491,97.101,,,,,,
376,04/07/17 06:00:00 AM,32.491,96.239,,,,,,
377,04/07/17 06:10:00 AM,32.392,97.253,,,,,,
378,04/07/17 06:20:00 AM,32.392,96.463,,,,,,
379,04/07/17 06:30:00 AM,32.392,96.415,,,,,,
380,04/07/17 06:40:00 AM,32.293,97.213,,,,,,
381,04/07/17 06:50:00 AM,32.293,97.309,,,,,,
382,04/07/17 07:00:00 AM,32.342,96.456,,,,,,
383,04/07/17 07:10:00 AM,32.293,96.496,,,,,,
384,04/07/17 07:20:00 AM,32.293,95.823,,,,,,
385,04/07/17 07:30:00 AM,32.193,95.085,,,,,,
386,04/07/17 07:40:00 AM,32.142,94.787,,,,,,
387,04/07/17 07:50:00 AM,32.142,95.800,,,,,,
388,04/07/17 08:00:00 AM,32.092,96.081,,,,,,
389,04/07/17 08:10:00 AM,32.092,94.949,,,,,,
390,04/07/17 08:20:00 AM,31.993,94.280,,,,,,
391,04/07/17 08:30:00 AM,31.942,93.812,,,,,,
392,04/07/17 08:40:00 AM,31.942,92.372,,,,,,
393,04/07/17 08:50:00 AM,31.993,94.086,,,,,,
394,04/07/17 09:00:00 AM,32.043,92.925,,,,,,
395,04/07/17 09:10:00 AM,32.142,92.328,,,,,,
396,04/07/17 09:20:00 AM,32.142,93.087,,,,,,
397,04/07/17 09:30:00 AM,32.193,92.899,,,,,,
398,04/07/17 09:40:00 AM,32.142,92.402,,,,,,
399,04/07/17 09:50:00 AM,32.243,95.623,,,,,,
400,04/07/17 10:00:00 AM,32.342,95.156,,,,,,
401,04/07/17 10:10:00 AM,32.443,94.008,,,,,,
402,04/07/17 10:20:00 AM,32.542,93.975,,,,,,
403,04/07/17 10:30:00 AM,32.491,95.324,,,,,,
404,04/07/17 10:40:00 AM,32.592,95.194,,,,,,
405,04/07/17 10:50:00 AM,32.691,94.507,,,,,,
406,04/07/17 11:00:00 AM,32.790,95.659,,,,,,
407,04/07/17 11:10:00 AM,32.790,96.381,,,,,,
408,04/07/17 11:20:00 AM,32.790,97.291,,,,,,
409,04/07/17 11:30:00 AM,32.891,95.022,,,,,,
410,04/07/17 11:40:00 AM,32.790,94.012,,,,,,
411,04/07/17 11:50:00 AM,32.641,95.347,,,,,,
412,04/07/17 12:00:00 PM,32.742,94.345,,,,,,
413,04/07/17 12:10:00 PM,32.940,94.083,,,,,,
414,04/07/17 12:20:00 PM,33.287,92.669,,,,,,
415,04/07/17 12:30:00 PM,33.584,93.154,,,,,,
416,04/07/17 12:40:00 PM,33.732,93.959,,,,,,
417,04/07/17 12:50:00 PM,33.534,91.894,,,,,,
418,04/07/17 01:00:00 PM,33.287,93.208,,,,,,
419,04/07/17 01:10:00 PM,33.089,94.713,,,,,,
420,04/07/17 01:20:00 PM,33.237,95.921,,,,,,
421,04/07/17 01:30:00 PM,33.138,95.905,,,,,,
422,04/07/17 01:40:00 PM,33.039,94.293,,,,,,
423,04/07/17 01:50:00 PM,32.990,94.819,,,,,,
424,04/07/17 02:00:00 PM,32.940,93.986,,,,,,
425,04/07/17 02:10:00 PM,33.089,94.300,,,,,,
426,04/07/17 02:20:00 PM,33.732,93.029,,,,,,
427,04/07/17 02:30:00 PM,33.928,92.370,,,,,,
428,04/07/17 02:40:00 PM,34.272,91.705,,,,,,
429,04/07/17 02:50:00 PM,34.320,88.898,,,,,,
430,04/07/17 03:00:00 PM,34.320,91.984,,,,,,
431,04/07/17 03:10:00 PM,34.223,92.167,,,,,,
432,04/07/17 03:20:00 PM,34.075,92.096,,,,,,
433,04/07/17 03:30:00 PM,33.978,92.919,,,,,,
434,04/07/17 03:40:00 PM,33.978,92.722,,,,,,
435,04/07/17 03:50:00 PM,33.732,93.910,,,,,,
436,04/07/17 04:00:00 PM,33.485,95.113,,,,,,
