Well Name,Time,Top To Water(cm),Well Top To Ground(cm),Water Height Relative To Ground(cm),Logger?,Water?,Meter Version,FullWellLength(cm)
EEF-1,9/29/18 8:39,56.8,59.4525,-0.9475,NaN,1,v3,NaN
EEF-1,9/29/18 8:39,57,59.4525,-1.1475,NaN,1,v3,NaN
EEF-1,9/29/18 8:39,57.2,59.4525,-1.3475,NaN,1,v3,NaN
EEF-1,11/18/18 13:16,56,59.4525,-0.1475,1,1,v3,NaN
EEF-1,11/18/18 13:16,56.2,59.4525,-0.3475,1,1,v3,NaN
EEF-1,11/18/18 13:16,57,59.4525,-1.1475,1,1,v3,NaN
EEF-1,6/2/19 19:00,NaN,59.4525,2,NaN,1,,NaN
EEF-1,6/18/19 8:55,61,59.4525,-1.5475,NaN,1,nm,NaN
EEF-1,6/18/19 8:55,61.2,59.4525,-1.7475,NaN,1,nm,NaN
EEF-1,6/18/19 8:55,60.9,59.4525,-1.4475,NaN,1,nm,NaN
EEF-1,7/6/19 9:01,74.5,59.4525,-18.39130952,NaN,1,v5,NaN
EEF-1,7/6/19 9:01,74.2,59.4525,-18.09130952,NaN,1,v5,NaN
EEF-1,7/6/19 9:01,74.6,59.4525,-18.49130952,NaN,1,v5,NaN
EEF-1,7/26/19 7:47,105.1,59.4525,-48.99130952,NaN,1,v.070919,NaN
EEF-1,7/26/19 7:47,105.5,59.4525,-49.39130952,NaN,1,v.070919,NaN
EEF-1,7/26/19 7:47,105.6,59.4525,-49.49130952,NaN,1,v.070919,NaN
EEF-1,8/5/19 7:14,112.5,59.4525,-55.6975,NaN,1,bamboo speaker wire,NaN
EEF-1,8/5/19 7:14,112.5,59.4525,-55.6975,NaN,1,bamboo speaker wire,NaN
EEF-1,8/5/19 7:14,112.6,59.4525,-55.7975,NaN,1,bamboo speaker wire,NaN
EEF-1,8/20/19 9:12,95.7,59.4525,-39.2375,NaN,1,v6,NaN
EEF-1,8/20/19 9:12,95.8,59.4525,-39.3375,NaN,1,v6,NaN
EEF-1,8/20/19 9:12,96.1,59.4525,-39.6375,NaN,1,v6,NaN
EEF-1,9/3/19 8:54,76.5,59.4525,-20.0375,NaN,1,v6,NaN
EEF-1,9/3/19 8:54,76.5,59.4525,-20.0375,NaN,1,v6,NaN
EEF-1,9/3/19 8:54,76.2,59.4525,-19.7375,NaN,1,v6,NaN
EEF-1,9/21/19 9:34,58,59.4525,-1.5375,NaN,1,v6,NaN
EEF-1,9/21/19 9:34,58.2,59.4525,-1.7375,NaN,1,v6,NaN
EEF-1,9/21/19 9:34,58.1,59.4525,-1.6375,NaN,1,v6,NaN
EEF-1,10/5/19 7:12,59.4,59.4525,-2.9375,NaN,1,v6,NaN
EEF-1,10/5/19 7:12,59.5,59.4525,-3.0375,NaN,1,v6,NaN
EEF-1,10/5/19 7:12,60,59.4525,-3.5375,NaN,1,v6,NaN
EEF-1,10/20/19 14:51,61.7,59.4525,-5.2375,NaN,1,v6,NaN
EEF-1,10/20/19 14:51,61.3,59.4525,-4.8375,NaN,1,v6,NaN
EEF-1,10/20/19 14:51,61.2,59.4525,-4.7375,NaN,1,v6,NaN
EER-1,5/31/18 8:40,92.71,78.4352,-17.61860952,NaN,1,v1,NaN
EER-1,5/31/18 8:40,93.98,77.47,-19.85380952,NaN,1,v1,NaN
EER-1,5/31/18 8:40,91.44,78.105,-16.67880952,NaN,1,v1,NaN
EER-1,6/18/18 7:21,104.14,78.105,-29.37880952,NaN,1,v1,NaN
EER-1,6/18/18 7:21,105.41,78.105,-30.64880952,NaN,1,v1,NaN
EER-1,6/18/18 7:21,104.775,78.105,-30.01380952,NaN,1,v1,NaN
EER-1,6/30/18 8:20,114.935,78.42168,-39.85712952,NaN,1,v1,NaN
EER-1,6/30/18 8:20,113.03,78.42168,-37.95212952,NaN,1,v1,NaN
EER-1,6/30/18 8:20,113.3475,78.42168,-38.26962952,NaN,1,v1,NaN
EER-1,7/16/18 7:57,117.5,78.6,-43.495,NaN,1,v2,NaN
EER-1,7/16/18 7:57,117.7,78.6,-43.695,NaN,1,v2,NaN
EER-1,7/16/18 7:57,117.9,78.6,-43.895,NaN,1,v2,NaN
EER-1,7/25/18 7:25,116.5,78.9,-42.195,1,1,v2,NaN
EER-1,7/25/18 7:25,116.7,78.9,-42.395,NaN,1,v2,NaN
EER-1,7/25/18 7:25,117.3,78.9,-42.995,NaN,1,v2,NaN
EER-1,8/10/18 6:35,117.5,78.42168,-42.67832,NaN,1,v3,NaN
EER-1,8/10/18 6:35,118,78.42168,-43.17832,NaN,1,v3,NaN
EER-1,8/10/18 6:35,118.5,78.42168,-43.67832,NaN,1,v3,NaN
EER-1,8/24/18 8:00,116.4,78.5,-41.5,NaN,1,v3,NaN
EER-1,8/24/18 8:00,116.5,78.5,-41.6,NaN,1,v3,NaN
EER-1,8/24/18 8:00,116.7,78.5,-41.8,1,1,v3,NaN
EER-1,9/16/18 7:25,111.4,78.42168,-36.57832,1,1,v3,NaN
EER-1,9/16/18 7:25,111.2,78.42168,-36.37832,1,1,v3,NaN
EER-1,9/16/18 7:25,111.4,78.42168,-36.57832,1,1,v3,NaN
EER-1,9/29/18 8:21,107.6,78.42168,-32.77832,NaN,1,v3,NaN
EER-1,9/29/18 8:21,107.9,78.42168,-33.07832,NaN,1,v3,NaN
EER-1,9/29/18 8:21,108.1,78.42168,-33.27832,NaN,1,v3,NaN
EER-1,11/18/18 13:56,100.5,78.42168,-25.67832,1,1,v3,NaN
EER-1,11/18/18 13:56,100.5,78.42168,-25.67832,1,1,v3,NaN
EER-1,11/18/18 13:56,100.3,78.42168,-25.47832,1,1,v3,NaN
EER-1,6/2/19 8:07,80.7,78.42168,-2.27832,NaN,1,nm,NaN
EER-1,6/2/19 8:07,81,78.42168,-2.57832,NaN,1,nm,NaN
EER-1,6/2/19 8:07,81.5,78.42168,-3.07832,NaN,1,nm,NaN
EER-1,6/18/19 7:36,89,78.42168,-13.92212952,NaN,1,v4,NaN
EER-1,6/18/19 7:36,90,78.42168,-14.92212952,NaN,1,v4,NaN
EER-1,6/18/19 7:36,89.4,78.42168,-14.32212952,NaN,1,v4,NaN
EER-1,7/6/19 8:15,107.4,78.42168,-32.32212952,NaN,1,v5,NaN
EER-1,7/6/19 8:15,108,78.42168,-32.92212952,NaN,1,v5,NaN
EER-1,7/6/19 8:15,110,78.42168,-34.92212952,NaN,1,v5,NaN
EER-1,7/6/19 8:15,108.5,78.42168,-33.42212952,NaN,1,v5,NaN
EER-1,7/26/19 7:20,113.2,78.42168,-38.12212952,NaN,1,v.070919,NaN
EER-1,7/26/19 7:20,113.4,78.42168,-38.32212952,NaN,1,v.070919,NaN
EER-1,7/26/19 7:20,113.5,78.42168,-38.42212952,NaN,1,v.070919,NaN
EER-1,8/5/19 6:42,114,78.42168,-38.22832,NaN,1,bamboo speaker wire,NaN
EER-1,8/5/19 6:42,114.5,78.42168,-38.72832,NaN,1,bamboo speaker wire,NaN
EER-1,8/5/19 6:42,115,78.42168,-39.22832,NaN,1,bamboo speaker wire,NaN
EER-1,8/20/19 8:51,114.8,78.42168,-39.36832,NaN,1,v6,NaN
EER-1,8/20/19 8:51,115.4,78.42168,-39.96832,NaN,1,v6,NaN
EER-1,8/20/19 8:51,114,78.42168,-38.56832,NaN,1,v6,NaN
EER-1,9/3/19 8:44,114,78.42168,-38.56832,NaN,1,v6,NaN
EER-1,9/3/19 8:44,114.9,78.42168,-39.46832,NaN,1,v6,NaN
EER-1,9/3/19 8:44,114.8,78.42168,-39.36832,NaN,1,v6,NaN
EER-1,9/21/19 9:25,100.5,78.42168,-25.06832,NaN,1,v6,NaN
EER-1,9/21/19 9:25,100.3,78.42168,-24.86832,NaN,1,v6,NaN
EER-1,9/21/19 9:25,100.4,78.42168,-24.96832,NaN,1,v6,NaN
EER-1,10/5/19 7:04,99.1,78.42168,-23.66832,NaN,1,v6,NaN
EER-1,10/5/19 7:04,99.2,78.42168,-23.76832,NaN,1,v6,NaN
EER-1,10/5/19 7:04,99.4,78.42168,-23.96832,NaN,1,v6,NaN
EER-1,10/20/19 14:14,97.9,78.42168,-22.46832,NaN,1,v6,NaN
EER-1,10/20/19 14:14,97.9,78.42168,-22.46832,NaN,1,v6,NaN
EER-1,10/20/19 14:14,97.4,78.42168,-21.96832,NaN,1,v6,NaN
EET-1,6/1/18 7:56,66.04,57.4675,-11.91630952,NaN,1,v1,147.85
EET-1,6/1/18 7:56,65.0875,57.4675,-10.96380952,NaN,1,v1,147.85
EET-1,6/1/18 7:56,64.77,57.4675,-10.64630952,NaN,1,v1,147.85
EET-1,6/18/18 8:38,105.0925,57.15,-51.28630952,NaN,1,v1,147.85
EET-1,6/18/18 8:38,104.14,57.15,-50.33380952,NaN,1,v1,147.85
EET-1,6/18/18 8:38,104.775,57.15,-50.96880952,NaN,1,v1,147.85
EET-1,6/30/18 9:00,142.24,57.80477273,-87.7790368,NaN,1,v1,147.85
EET-1,6/30/18 9:00,142.24,57.80477273,-87.7790368,NaN,1,v1,147.85
EET-1,6/30/18 9:00,142.5575,57.80477273,-88.0965368,NaN,1,v1,147.85
EET-1,7/16/18 8:47,144.9,58.5,-90.995,NaN,1,v2,147.85
EET-1,7/16/18 8:47,144.9,58.5,-90.995,NaN,1,v2,147.85
EET-1,7/16/18 8:47,145,58.5,-91.095,NaN,1,v2,147.85
EET-1,7/25/18 8:25,NaN,58,NaN,1,0,v2,149
EET-1,8/10/18 7:23,145,57.80477273,-90.79522727,NaN,1,v3,147.85
EET-1,8/10/18 7:23,145.5,57.80477273,-91.29522727,NaN,1,v3,147.85
EET-1,8/10/18 7:23,145.5,57.80477273,-91.29522727,NaN,1,v3,147.85
EET-1,8/24/18 8:45,NaN,58.5,NaN,NaN,0,v3,146.7
EET-1,9/16/18 8:02,NaN,57.80477273,NaN,NaN,0,nw,147.85
EET-1,9/29/18 8:34,NaN,57.80477273,NaN,NaN,0,nw,147.85
EET-1,11/18/18 13:39,127.8,57.80477273,-73.59522727,NaN,1,v3,147.85
EET-1,11/18/18 13:39,127.8,57.80477273,-73.59522727,NaN,1,v3,147.85
EET-1,11/18/18 13:39,128.1,57.80477273,-73.89522727,NaN,1,v3,147.85
EET-1,6/2/19 18:40,57.5,57.80477273,0.304772727,NaN,1,nm,147.85
EET-1,6/2/19 18:40,57.5,57.80477273,0.304772727,NaN,1,nm,147.85
EET-1,6/2/19 18:40,57.5,57.80477273,0.304772727,NaN,1,nm,147.85
EET-1,6/18/19 9:00,84,57.80477273,-29.79522727,NaN,1,v3,147.85
EET-1,6/18/19 9:00,83.4,57.80477273,-29.19522727,NaN,1,v3,147.85
EET-1,6/18/19 9:00,84.2,57.80477273,-29.99522727,NaN,1,v3,147.85
EET-1,7/26/19 7:51,144,57.80477273,-89.5390368,NaN,1,v.070919,147.85
EET-1,8/5/19 7:18,144,57.80477273,-88.84522727,NaN,1,bamboo speaker wire,147.85
EET-1,8/20/19 9:15,NaN,57.80477273,NaN,NaN,0,v6,147.85
EET-1,9/21/19 9:31,NaN,57.80477273,NaN,NaN,0,nw,147.85
EET-1,10/20/19 15:00,140.5,57.80477273,-85.68522727,NaN,1,v6,147.85
EET-1,10/20/19 15:00,140.4,57.80477273,-85.58522727,NaN,1,v6,147.85
EET-1,10/20/19 15:00,140.4,57.80477273,-85.58522727,NaN,1,v6,147.85
EET-2,7/6/19 8:44,92,NaN,NaN,NaN,1,v5,NaN
EET-2,7/6/19 8:44,92.7,NaN,NaN,NaN,1,v5,NaN
EET-2,7/6/19 8:44,92.9,NaN,NaN,NaN,1,v5,NaN
EET-2,7/26/19 7:40,125.2,NaN,NaN,NaN,1,v.070919,NaN
EET-2,7/26/19 7:40,125.6,NaN,NaN,NaN,1,v.070919,NaN
EET-2,7/26/19 7:40,125,NaN,NaN,NaN,1,v.070919,NaN
EET-2,9/3/19 9:08,145.2,NaN,NaN,NaN,1,v6,NaN
EET-2,9/3/19 9:08,145.5,NaN,NaN,NaN,1,v6,NaN
EET-2,9/3/19 9:08,145.8,NaN,NaN,NaN,1,v6,NaN
EET-2,10/20/19 14:35,103.6,NaN,NaN,NaN,1,v6,NaN
EET-2,10/20/19 14:35,103.9,NaN,NaN,NaN,1,v6,NaN
EET-2,10/20/19 14:35,103.9,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,6/18/19 7:56,117.5,NaN,NaN,NaN,1,v4,NaN
EFF-XA1N,6/18/19 7:56,116,NaN,NaN,NaN,1,v4,NaN
EFF-XA1N,6/18/19 7:56,118,NaN,NaN,NaN,1,v4,NaN
EFF-XA1N,7/6/19 8:31,139.5,NaN,NaN,NaN,1,v5,NaN
EFF-XA1N,7/6/19 8:31,139.8,NaN,NaN,NaN,1,v5,NaN
EFF-XA1N,7/6/19 8:31,140.4,NaN,NaN,NaN,1,v5,NaN
EFF-XA1N,7/26/19 7:32,141.5,NaN,NaN,NaN,1,v.070919,NaN
EFF-XA1N,7/26/19 7:32,141.6,NaN,NaN,NaN,1,v.070919,NaN
EFF-XA1N,7/26/19 7:32,142,NaN,NaN,NaN,1,v.070919,NaN
EFF-XA1N,8/5/19 6:55,NaN,NaN,NaN,NaN,0,bamboo speaker wire,NaN
EFF-XA1N,9/21/19 10:39,124,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,9/21/19 10:39,124.5,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,9/21/19 10:39,125,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/5/19 7:35,52.3,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/5/19 7:35,52.4,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/5/19 7:35,52.5,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/20/19 14:25,120.5,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/20/19 14:25,120.6,NaN,NaN,NaN,1,v6,NaN
EFF-XA1N,10/20/19 14:25,120.9,NaN,NaN,NaN,1,v6,NaN
EFF-XA2N,5/31/18 8:55,52.705,45.72,-10.32880952,NaN,1,v1,NaN
EFF-XA2N,5/31/18 8:55,48.895,43.815,-8.423809524,NaN,1,v1,NaN
EFF-XA2N,5/31/18 8:55,48.5775,43.815,-8.106309524,NaN,1,v1,NaN
EFF-XA2N,6/18/18 7:35,57.15,43.815,-16.67880952,NaN,1,v1,NaN
EFF-XA2N,6/18/18 7:35,57.15,43.815,-16.67880952,NaN,1,v1,NaN
EFF-XA2N,6/18/18 7:35,57.785,43.815,-17.31380952,NaN,1,v1,NaN
EFF-XA2N,6/30/18 8:31,66.3575,44.353,-25.34830952,NaN,1,v1,NaN
EFF-XA2N,6/30/18 8:31,66.04,44.353,-25.03080952,NaN,1,v1,NaN
EFF-XA2N,6/30/18 8:31,65.405,44.353,-24.39580952,NaN,1,v1,NaN
EFF-XA2N,7/16/18 8:10,70.5,44.2,-30.895,NaN,1,v2,NaN
EFF-XA2N,7/16/18 8:10,71.5,44.2,-31.895,NaN,1,v2,NaN
EFF-XA2N,7/16/18 8:10,71.6,44.2,-31.995,NaN,1,v2,NaN
EFF-XA2N,7/25/18 7:36,71.1,44.8,-30.895,NaN,1,v2,NaN
EFF-XA2N,7/25/18 7:36,71.4,44.8,-31.195,NaN,1,v2,NaN
EFF-XA2N,7/25/18 7:36,71.9,44.8,-31.695,NaN,1,v2,NaN
EFF-XA2N,8/10/18 6:45,78,44.353,-37.247,NaN,1,v3,NaN
EFF-XA2N,8/10/18 6:45,78.5,44.353,-37.747,NaN,1,v3,NaN
EFF-XA2N,8/10/18 6:45,75.5,44.353,-34.747,NaN,1,v3,NaN
EFF-XA2N,8/24/18 8:13,74,44.5,-33.1,NaN,1,v3,NaN
EFF-XA2N,8/24/18 8:13,73.6,44.5,-32.7,NaN,1,v3,NaN
EFF-XA2N,8/24/18 8:13,73.3,44.5,-32.4,NaN,1,v3,NaN
EFF-XA2N,9/16/18 7:39,71.5,44.353,-30.747,NaN,1,v3,NaN
EFF-XA2N,9/16/18 7:39,71.5,44.353,-30.747,NaN,1,v3,NaN
EFF-XA2N,9/16/18 7:39,71.7,44.353,-30.947,NaN,1,v3,NaN
EFF-XA2N,9/29/18 9:00,63.9,44.353,-23.147,NaN,1,v3,NaN
EFF-XA2N,9/29/18 9:00,64.1,44.353,-23.347,NaN,1,v3,NaN
EFF-XA2N,9/29/18 9:00,64.2,44.353,-23.447,NaN,1,v3,NaN
EFF-XA2N,11/18/18 14:14,49,44.353,-8.247,NaN,1,v3,NaN
EFF-XA2N,11/18/18 14:14,49,44.353,-8.247,NaN,1,v3,NaN
EFF-XA2N,11/18/18 14:14,49,44.353,-8.247,NaN,1,v3,NaN
EFF-XA2N,6/18/19 7:52,45,44.353,-3.990809524,NaN,1,v4,NaN
EFF-XA2N,6/18/19 7:52,46,44.353,-4.990809524,NaN,1,v4,NaN
EFF-XA2N,6/18/19 7:52,48,44.353,-6.990809524,NaN,1,v4,NaN
EFF-XA2N,7/6/19 8:29,58.7,44.353,-17.69080952,NaN,1,v5,NaN
EFF-XA2N,7/6/19 8:29,58.5,44.353,-17.49080952,NaN,1,v5,NaN
EFF-XA2N,7/6/19 8:29,58.8,44.353,-17.79080952,NaN,1,v5,NaN
EFF-XA2N,7/26/19 7:30,67,44.353,-25.99080952,NaN,1,v.070919,NaN
EFF-XA2N,7/26/19 7:30,67.2,44.353,-26.19080952,NaN,1,v.070919,NaN
EFF-XA2N,7/26/19 7:30,67.4,44.353,-26.39080952,NaN,1,v.070919,NaN
EFF-XA2N,8/5/19 6:52,70.5,44.353,-28.797,NaN,1,bamboo speaker wire,NaN
EFF-XA2N,8/5/19 6:52,70.5,44.353,-28.797,NaN,1,bamboo speaker wire,NaN
EFF-XA2N,8/5/19 6:52,70.5,44.353,-28.797,NaN,1,bamboo speaker wire,NaN
EFF-XA2N,8/20/19 8:58,70.3,44.353,-28.937,NaN,1,v6,NaN
EFF-XA2N,8/20/19 8:58,70.8,44.353,-29.437,NaN,1,v6,NaN
EFF-XA2N,8/20/19 8:58,70.5,44.353,-29.137,NaN,1,v6,NaN
EFF-XA2N,9/3/19 8:59,70.5,44.353,-29.137,NaN,1,v6,NaN
EFF-XA2N,9/3/19 8:59,70.5,44.353,-29.137,NaN,1,v6,NaN
EFF-XA2N,9/3/19 8:59,70.7,44.353,-29.337,NaN,1,v6,NaN
EFF-XA2N,9/21/19 10:41,55.9,44.353,-14.537,NaN,1,v6,NaN
EFF-XA2N,9/21/19 10:41,56,44.353,-14.637,NaN,1,v6,NaN
EFF-XA2N,9/21/19 10:41,56.2,44.353,-14.837,NaN,1,v6,NaN
EFF-XA2N,10/5/19 7:34,124.5,44.353,-83.137,NaN,1,v6,NaN
EFF-XA2N,10/5/19 7:34,124.5,44.353,-83.137,NaN,1,v6,NaN
EFF-XA2N,10/5/19 7:34,124.6,44.353,-83.237,NaN,1,v6,NaN
EFF-XA2N,10/20/19 14:23,50,44.353,-8.637,NaN,1,v6,NaN
EFF-XA2N,10/20/19 14:23,49.6,44.353,-8.237,NaN,1,v6,NaN
EFF-XA2N,10/20/19 14:23,49.5,44.353,-8.137,NaN,1,v6,NaN
EFF-XB7S,7/6/19 9:20,52,NaN,NaN,NaN,1,v5,NaN
EFF-XB7S,7/6/19 9:20,52.1,NaN,NaN,NaN,1,v5,NaN
EFF-XB7S,7/6/19 9:20,52.4,NaN,NaN,NaN,1,v5,NaN
EFF-XB7S,7/26/19 7:56,51.2,NaN,NaN,NaN,1,v.070919,NaN
EFF-XB7S,7/26/19 7:56,51.1,NaN,NaN,NaN,1,v.070919,NaN
EFF-XB7S,7/26/19 7:56,51.3,NaN,NaN,NaN,1,v.070919,NaN
EFF-XB7S,8/5/19 7:12,53.4,NaN,NaN,NaN,1,bamboo speaker wire,NaN
EFF-XB7S,8/5/19 7:12,53.5,NaN,NaN,NaN,1,bamboo speaker wire,NaN
EFF-XB7S,8/5/19 7:12,53.6,NaN,NaN,NaN,1,bamboo speaker wire,NaN
EFF-XB7S,8/20/19 9:11,53.6,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,8/20/19 9:11,53.2,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,8/20/19 9:11,53,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,9/3/19 8:56,52.5,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,9/3/19 8:56,52.9,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,9/3/19 8:56,52.9,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,10/20/19 14:45,51,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,10/20/19 14:45,51.1,NaN,NaN,NaN,1,v6,NaN
EFF-XB7S,10/20/19 14:45,51.2,NaN,NaN,NaN,1,v6,NaN
EFR-XB1S,6/1/18 7:40,121.92,86.6775,-38.58630952,NaN,1,v1,NaN
EFR-XB1S,6/1/18 7:40,122.555,86.6775,-39.22130952,NaN,1,v1,NaN
EFR-XB1S,6/1/18 7:40,122.555,86.6775,-39.22130952,NaN,1,v1,NaN
EFR-XB1S,6/18/18 7:56,127.3175,96.2025,-34.45880952,NaN,1,v1,NaN
EFR-XB1S,6/18/18 7:56,128.27,96.2025,-35.41130952,NaN,1,v1,NaN
EFR-XB1S,6/18/18 7:56,128.5875,96.2025,-35.72880952,NaN,1,v1,NaN
EFR-XB1S,6/30/18 9:10,129.54,90.896,-41.98780952,NaN,1,v1,NaN
EFR-XB1S,6/30/18 9:10,130.4925,90.896,-42.94030952,NaN,1,v1,NaN
EFR-XB1S,6/30/18 9:10,133.985,90.896,-46.43280952,NaN,1,v1,NaN
EFR-XB1S,7/16/18 8:54,133,88,-49.595,NaN,1,v2,NaN
EFR-XB1S,7/16/18 8:54,133.4,88,-49.995,NaN,1,v2,NaN
EFR-XB1S,7/16/18 8:54,133.9,88,-50.495,NaN,1,v2,NaN
EFR-XB1S,7/25/18 8:41,131.5,87.5,-48.595,NaN,1,v2,NaN
EFR-XB1S,7/25/18 8:41,132,87.5,-49.095,NaN,1,v2,NaN
EFR-XB1S,7/25/18 8:41,132.3,87.5,-49.395,NaN,1,v2,NaN
EFR-XB1S,8/10/18 7:31,133.4,90.896,-46.104,NaN,1,v3,NaN
EFR-XB1S,8/10/18 7:31,133.5,90.896,-46.204,NaN,1,v3,NaN
EFR-XB1S,8/10/18 7:31,133.7,90.896,-46.404,NaN,1,v3,NaN
EFR-XB1S,8/24/18 8:51,133.2,96.1,-40.7,NaN,1,v3,NaN
EFR-XB1S,8/24/18 8:51,133.4,96.1,-40.9,NaN,1,v3,NaN
EFR-XB1S,8/24/18 8:51,133.6,96.1,-41.1,NaN,1,v3,NaN
EFR-XB1S,9/16/18 8:07,134.5,90.896,-47.204,NaN,1,v3,NaN
EFR-XB1S,9/16/18 8:07,134.4,90.896,-47.104,NaN,1,v3,NaN
EFR-XB1S,9/16/18 8:07,134.7,90.896,-47.404,NaN,1,v3,NaN
EFR-XB1S,9/29/18 8:19,134,90.896,-46.704,NaN,1,v3,NaN
EFR-XB1S,9/29/18 8:19,134.4,90.896,-47.104,NaN,1,v3,NaN
EFR-XB1S,9/29/18 8:19,134.5,90.896,-47.204,NaN,1,v3,NaN
EFR-XB1S,11/18/18 13:50,133,90.896,-45.704,NaN,1,v3,NaN
EFR-XB1S,11/18/18 13:50,132.7,90.896,-45.404,NaN,1,v3,NaN
EFR-XB1S,11/18/18 13:50,132.8,90.896,-45.504,NaN,1,v3,NaN
EFR-XB1S,7/6/19 9:22,122.6,90.896,-35.04780952,NaN,1,v5,NaN
EFR-XB1S,7/6/19 9:22,123.3,90.896,-35.74780952,NaN,1,v5,NaN
EFR-XB1S,7/6/19 9:22,123.6,90.896,-36.04780952,NaN,1,v5,NaN
EFR-XB1S,7/26/19 8:05,129,90.896,-41.44780952,NaN,1,v.070919,NaN
EFR-XB1S,7/26/19 8:05,128.5,90.896,-40.94780952,NaN,1,v.070919,NaN
EFR-XB1S,7/26/19 8:05,129.2,90.896,-41.64780952,NaN,1,v.070919,NaN
EFR-XB1S,10/20/19 15:09,133.5,90.896,-45.594,NaN,1,v6,NaN
EFR-XB1S,10/20/19 15:09,133.6,90.896,-45.694,NaN,1,v6,NaN
EFR-XB1S,10/20/19 15:09,133.4,90.896,-45.494,NaN,1,v6,NaN
EFR-XB2N,7/16/18 9:19,57,34,-27.595,NaN,1,v2,NaN
EFR-XB2N,7/16/18 9:19,57,34,-27.595,NaN,1,v2,NaN
EFR-XB2N,7/16/18 9:19,57,34,-27.595,NaN,1,v2,NaN
EFR-XB2N,7/25/18 8:50,56.4,34.5,-26.495,NaN,1,v2,NaN
EFR-XB2N,7/25/18 8:50,56.4,34.5,-26.495,NaN,1,v2,NaN
EFR-XB2N,7/25/18 8:50,56.4,34.5,-26.495,NaN,1,v2,NaN
EFR-XB2N,7/6/19 9:26,48,34.25,-17.09380952,1,1,v5,NaN
EFR-XB2N,7/6/19 9:26,48.3,34.25,-17.39380952,NaN,1,v5,NaN
EFR-XB2N,7/6/19 9:26,48.3,34.25,-17.39380952,NaN,1,v5,NaN
EFR-XB2N,7/26/19 13:05,55.8,34.25,-24.89380952,NaN,1,v.070919,NaN
EFR-XB2N,7/26/19 13:05,55.8,34.25,-24.89380952,NaN,1,v.070919,NaN
EFR-XB2N,7/26/19 13:05,56,34.25,-25.09380952,NaN,1,v.070919,NaN
EFR-XB2N,10/20/19 14:11,47.4,34.25,-16.14,NaN,1,v6,NaN
EFR-XB2N,10/20/19 14:11,47.6,34.25,-16.34,NaN,1,v6,NaN
