well_id,Date,Time,ms,DT,raw_Level_m,TEMPERATURE,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Rate of Change
KET-1,9/4/19,5:00:00 PM,0,2019-09-04 17:00:00,9.048,11.333,,,,,,,,,,,0.0
KET-1,9/4/19,5:10:00 PM,0,2019-09-04 17:10:00,9.0493,11.333,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,5:20:00 PM,0,2019-09-04 17:20:00,9.05,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,5:30:00 PM,0,2019-09-04 17:30:00,9.0509,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,5:40:00 PM,0,2019-09-04 17:40:00,9.052,11.332,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,5:50:00 PM,0,2019-09-04 17:50:00,9.0538,11.333,,,,,,,,,,,0.0
KET-1,9/4/19,6:00:00 PM,0,2019-09-04 18:00:00,9.0547,11.333,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,6:10:00 PM,0,2019-09-04 18:10:00,9.0553,11.332,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,6:20:00 PM,0,2019-09-04 18:20:00,9.0566,11.333,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,6:30:00 PM,0,2019-09-04 18:30:00,9.0571,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,6:40:00 PM,0,2019-09-04 18:40:00,9.0578,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,6:50:00 PM,0,2019-09-04 18:50:00,9.0586,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:00:00 PM,0,2019-09-04 19:00:00,9.0595,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:10:00 PM,0,2019-09-04 19:10:00,9.0604,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:20:00 PM,0,2019-09-04 19:20:00,9.0612,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:30:00 PM,0,2019-09-04 19:30:00,9.0629,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:40:00 PM,0,2019-09-04 19:40:00,9.0645,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,7:50:00 PM,0,2019-09-04 19:50:00,9.0667,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,8:00:00 PM,0,2019-09-04 20:00:00,9.0689,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,8:10:00 PM,0,2019-09-04 20:10:00,9.0713,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,8:20:00 PM,0,2019-09-04 20:20:00,9.0736,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,8:30:00 PM,0,2019-09-04 20:30:00,9.0754,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,8:40:00 PM,0,2019-09-04 20:40:00,9.0773,11.332,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,8:50:00 PM,0,2019-09-04 20:50:00,9.0792,11.333,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,9:00:00 PM,0,2019-09-04 21:00:00,9.081,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,9:10:00 PM,0,2019-09-04 21:10:00,9.0822,11.332,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,9:20:00 PM,0,2019-09-04 21:20:00,9.0839,11.333,,,,,,,,,,,9.999999999994457e-05
KET-1,9/4/19,9:30:00 PM,0,2019-09-04 21:30:00,9.0856,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,9:40:00 PM,0,2019-09-04 21:40:00,9.0871,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,9:50:00 PM,0,2019-09-04 21:50:00,9.0884,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:00:00 PM,0,2019-09-04 22:00:00,9.0903,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:10:00 PM,0,2019-09-04 22:10:00,9.0919,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:20:00 PM,0,2019-09-04 22:20:00,9.0926,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:30:00 PM,0,2019-09-04 22:30:00,9.0944,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:40:00 PM,0,2019-09-04 22:40:00,9.0954,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,10:50:00 PM,0,2019-09-04 22:50:00,9.0966,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:00:00 PM,0,2019-09-04 23:00:00,9.0979,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:10:00 PM,0,2019-09-04 23:10:00,9.0989,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:20:00 PM,0,2019-09-04 23:20:00,9.0996,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:30:00 PM,0,2019-09-04 23:30:00,9.1005,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:40:00 PM,0,2019-09-04 23:40:00,9.1017,11.332,,,,,,,,,,,0.0
KET-1,9/4/19,11:50:00 PM,0,2019-09-04 23:50:00,9.1025,11.332,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:00:00 AM,0,2019-09-05 00:00:00,9.1035,11.331,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:10:00 AM,0,2019-09-05 00:10:00,9.1039,11.332,,,,,,,,,,,0.0
KET-1,9/5/19,12:20:00 AM,0,2019-09-05 00:20:00,9.1045,11.332,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:30:00 AM,0,2019-09-05 00:30:00,9.1056,11.331,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:40:00 AM,0,2019-09-05 00:40:00,9.1063,11.332,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:50:00 AM,0,2019-09-05 00:50:00,9.1066,11.331,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,1:00:00 AM,0,2019-09-05 01:00:00,9.1074,11.332,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,1:10:00 AM,0,2019-09-05 01:10:00,9.1086,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,1:20:00 AM,0,2019-09-05 01:20:00,9.1089,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,1:30:00 AM,0,2019-09-05 01:30:00,9.11,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,1:40:00 AM,0,2019-09-05 01:40:00,9.1101,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,1:50:00 AM,0,2019-09-05 01:50:00,9.1101,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:00:00 AM,0,2019-09-05 02:00:00,9.1103,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:10:00 AM,0,2019-09-05 02:10:00,9.1108,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:20:00 AM,0,2019-09-05 02:20:00,9.1112,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:30:00 AM,0,2019-09-05 02:30:00,9.1115,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:40:00 AM,0,2019-09-05 02:40:00,9.1118,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,2:50:00 AM,0,2019-09-05 02:50:00,9.1118,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,3:00:00 AM,0,2019-09-05 03:00:00,9.1116,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,3:10:00 AM,0,2019-09-05 03:10:00,9.1121,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,3:20:00 AM,0,2019-09-05 03:20:00,9.1121,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,3:30:00 AM,0,2019-09-05 03:30:00,9.1114,11.331,,,,,,,,,,,0.0
KET-1,9/5/19,3:40:00 AM,0,2019-09-05 03:40:00,9.1121,11.331,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,3:50:00 AM,0,2019-09-05 03:50:00,9.1126,11.33,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,4:00:00 AM,0,2019-09-05 04:00:00,9.1124,11.331,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,4:10:00 AM,0,2019-09-05 04:10:00,9.1128,11.33,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,4:20:00 AM,0,2019-09-05 04:20:00,9.1133,11.331,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,4:30:00 AM,0,2019-09-05 04:30:00,9.1137,11.33,,,,,,,,,,,0.0
KET-1,9/5/19,4:40:00 AM,0,2019-09-05 04:40:00,9.1144,11.33,,,,,,,,,,,0.0
KET-1,9/5/19,4:50:00 AM,0,2019-09-05 04:50:00,9.1139,11.33,,,,,,,,,,,0.0
KET-1,9/5/19,5:00:00 AM,0,2019-09-05 05:00:00,9.1145,11.33,,,,,,,,,,,0.0
KET-1,9/5/19,5:10:00 AM,0,2019-09-05 05:10:00,9.1147,11.33,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,5:20:00 AM,0,2019-09-05 05:20:00,9.1152,11.329,,,,,,,,,,,0.0
KET-1,9/5/19,5:30:00 AM,0,2019-09-05 05:30:00,9.1157,11.329,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,5:40:00 AM,0,2019-09-05 05:40:00,9.1163,11.328,,,,,,,,,,,0.0
KET-1,9/5/19,5:50:00 AM,0,2019-09-05 05:50:00,9.1164,11.328,,,,,,,,,,,0.0
KET-1,9/5/19,6:00:00 AM,0,2019-09-05 06:00:00,9.1168,11.328,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,6:10:00 AM,0,2019-09-05 06:10:00,9.1182,11.327,,,,,,,,,,,0.0
KET-1,9/5/19,6:20:00 AM,0,2019-09-05 06:20:00,9.1194,11.327,,,,,,,,,,,0.0
KET-1,9/5/19,6:30:00 AM,0,2019-09-05 06:30:00,9.1208,11.327,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,6:40:00 AM,0,2019-09-05 06:40:00,9.1213,11.326,,,,,,,,,,,0.0
KET-1,9/5/19,6:50:00 AM,0,2019-09-05 06:50:00,9.1222,11.326,,,,,,,,,,,0.0
KET-1,9/5/19,7:00:00 AM,0,2019-09-05 07:00:00,9.1231,11.326,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,7:10:00 AM,0,2019-09-05 07:10:00,9.1239,11.325,,,,,,,,,,,0.0
KET-1,9/5/19,7:20:00 AM,0,2019-09-05 07:20:00,9.1244,11.325,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,7:30:00 AM,0,2019-09-05 07:30:00,9.1259,11.324,,,,,,,,,,,0.0
KET-1,9/5/19,7:40:00 AM,0,2019-09-05 07:40:00,9.1269,11.324,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,7:50:00 AM,0,2019-09-05 07:50:00,9.1278,11.323,,,,,,,,,,,0.0
KET-1,9/5/19,8:00:00 AM,0,2019-09-05 08:00:00,9.1284,11.323,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,8:10:00 AM,0,2019-09-05 08:10:00,9.1282,11.322,,,,,,,,,,,0.0
KET-1,9/5/19,8:20:00 AM,0,2019-09-05 08:20:00,9.1279,11.322,,,,,,,,,,,0.0
KET-1,9/5/19,8:30:00 AM,0,2019-09-05 08:30:00,9.1281,11.322,,,,,,,,,,,0.0
KET-1,9/5/19,8:40:00 AM,0,2019-09-05 08:40:00,9.1281,11.322,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,8:50:00 AM,0,2019-09-05 08:50:00,9.1283,11.321,,,,,,,,,,,0.0
KET-1,9/5/19,9:00:00 AM,0,2019-09-05 09:00:00,9.1279,11.321,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,9:10:00 AM,0,2019-09-05 09:10:00,9.1281,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,9:20:00 AM,0,2019-09-05 09:20:00,9.1274,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,9:30:00 AM,0,2019-09-05 09:30:00,9.1272,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,9:40:00 AM,0,2019-09-05 09:40:00,9.1274,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,9:50:00 AM,0,2019-09-05 09:50:00,9.127,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,10:00:00 AM,0,2019-09-05 10:00:00,9.1268,11.32,,,,,,,,,,,0.0
KET-1,9/5/19,10:10:00 AM,0,2019-09-05 10:10:00,9.1262,11.32,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,10:20:00 AM,0,2019-09-05 10:20:00,9.1261,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,10:30:00 AM,0,2019-09-05 10:30:00,9.1257,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,10:40:00 AM,0,2019-09-05 10:40:00,9.1255,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,10:50:00 AM,0,2019-09-05 10:50:00,9.1248,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,11:00:00 AM,0,2019-09-05 11:00:00,9.1239,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,11:10:00 AM,0,2019-09-05 11:10:00,9.1234,11.318,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,11:20:00 AM,0,2019-09-05 11:20:00,9.1217,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,11:30:00 AM,0,2019-09-05 11:30:00,9.1205,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,11:40:00 AM,0,2019-09-05 11:40:00,9.1196,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,11:50:00 AM,0,2019-09-05 11:50:00,9.1191,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,12:00:00 PM,0,2019-09-05 12:00:00,9.1177,11.318,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,12:10:00 PM,0,2019-09-05 12:10:00,9.1166,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,12:20:00 PM,0,2019-09-05 12:20:00,9.1152,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,12:30:00 PM,0,2019-09-05 12:30:00,9.114,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,12:40:00 PM,0,2019-09-05 12:40:00,9.113,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,12:50:00 PM,0,2019-09-05 12:50:00,9.1134,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,1:00:00 PM,0,2019-09-05 13:00:00,9.112,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,1:10:00 PM,0,2019-09-05 13:10:00,9.1092,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,1:20:00 PM,0,2019-09-05 13:20:00,9.1076,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,1:30:00 PM,0,2019-09-05 13:30:00,9.1054,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,1:40:00 PM,0,2019-09-05 13:40:00,9.1034,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,1:50:00 PM,0,2019-09-05 13:50:00,9.1012,11.318,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,2:00:00 PM,0,2019-09-05 14:00:00,9.1009,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,2:10:00 PM,0,2019-09-05 14:10:00,9.0985,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,2:20:00 PM,0,2019-09-05 14:20:00,9.0973,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,2:30:00 PM,0,2019-09-05 14:30:00,9.094,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,2:40:00 PM,0,2019-09-05 14:40:00,9.0928,11.318,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,2:50:00 PM,0,2019-09-05 14:50:00,9.0905,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:00:00 PM,0,2019-09-05 15:00:00,9.0891,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:10:00 PM,0,2019-09-05 15:10:00,9.0867,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:20:00 PM,0,2019-09-05 15:20:00,9.0848,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:30:00 PM,0,2019-09-05 15:30:00,9.0829,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:40:00 PM,0,2019-09-05 15:40:00,9.0814,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,3:50:00 PM,0,2019-09-05 15:50:00,9.0777,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:00:00 PM,0,2019-09-05 16:00:00,9.0772,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:10:00 PM,0,2019-09-05 16:10:00,9.0762,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:20:00 PM,0,2019-09-05 16:20:00,9.0761,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:30:00 PM,0,2019-09-05 16:30:00,9.0751,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:40:00 PM,0,2019-09-05 16:40:00,9.075,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,4:50:00 PM,0,2019-09-05 16:50:00,9.0736,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,5:00:00 PM,0,2019-09-05 17:00:00,9.0721,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,5:10:00 PM,0,2019-09-05 17:10:00,9.0719,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,5:20:00 PM,0,2019-09-05 17:20:00,9.0716,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,5:30:00 PM,0,2019-09-05 17:30:00,9.0713,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,5:40:00 PM,0,2019-09-05 17:40:00,9.0709,11.318,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,5:50:00 PM,0,2019-09-05 17:50:00,9.07,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,6:00:00 PM,0,2019-09-05 18:00:00,9.0701,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,6:10:00 PM,0,2019-09-05 18:10:00,9.0697,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,6:20:00 PM,0,2019-09-05 18:20:00,9.0711,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,6:30:00 PM,0,2019-09-05 18:30:00,9.0711,11.319,,,,,,,,,,,0.0
KET-1,9/5/19,6:40:00 PM,0,2019-09-05 18:40:00,9.0713,11.319,,,,,,,,,,,0.00010000000000012221
KET-1,9/5/19,6:50:00 PM,0,2019-09-05 18:50:00,9.072,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,7:00:00 PM,0,2019-09-05 19:00:00,9.0722,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,7:10:00 PM,0,2019-09-05 19:10:00,9.0734,11.318,,,,,,,,,,,0.0
KET-1,9/5/19,7:20:00 PM,0,2019-09-05 19:20:00,9.0742,11.318,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,7:30:00 PM,0,2019-09-05 19:30:00,9.0766,11.317,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,7:40:00 PM,0,2019-09-05 19:40:00,9.0778,11.318,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,7:50:00 PM,0,2019-09-05 19:50:00,9.0798,11.317,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,8:00:00 PM,0,2019-09-05 20:00:00,9.0815,11.318,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,8:10:00 PM,0,2019-09-05 20:10:00,9.083,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,8:20:00 PM,0,2019-09-05 20:20:00,9.0842,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,8:30:00 PM,0,2019-09-05 20:30:00,9.0851,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,8:40:00 PM,0,2019-09-05 20:40:00,9.0862,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,8:50:00 PM,0,2019-09-05 20:50:00,9.0868,11.317,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,9:00:00 PM,0,2019-09-05 21:00:00,9.0866,11.318,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,9:10:00 PM,0,2019-09-05 21:10:00,9.0858,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,9:20:00 PM,0,2019-09-05 21:20:00,9.0861,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,9:30:00 PM,0,2019-09-05 21:30:00,9.0853,11.317,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,9:40:00 PM,0,2019-09-05 21:40:00,9.0849,11.318,,,,,,,,,,,9.999999999994457e-05
KET-1,9/5/19,9:50:00 PM,0,2019-09-05 21:50:00,9.0844,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:00:00 PM,0,2019-09-05 22:00:00,9.0847,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:10:00 PM,0,2019-09-05 22:10:00,9.0844,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:20:00 PM,0,2019-09-05 22:20:00,9.0838,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:30:00 PM,0,2019-09-05 22:30:00,9.0834,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:40:00 PM,0,2019-09-05 22:40:00,9.0832,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,10:50:00 PM,0,2019-09-05 22:50:00,9.0823,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,11:00:00 PM,0,2019-09-05 23:00:00,9.082,11.317,,,,,,,,,,,0.0
KET-1,9/5/19,11:10:00 PM,0,2019-09-05 23:10:00,9.082,11.317,,,,,,,,,,,0.0
