"TOA5","Station3_wx","CR1000","6585","CR1000.Std.15","CPU:SH_Site3_1_4.CR1","33193","daily"
"TIMESTAMP","RECORD","Batt_Volt_Min","WS_ms_25ft_Max","WS_ms_25ft_TMx","AirTC_25ft_Min","AirTC_25ft_TMn","AirTC_25ft_Max","AirTC_25ft_TMx","WS_ms_100ft_Max","WS_ms_100ft_TMx","AirTC_100ft_Min","AirTC_100ft_TMn","AirTC_100ft_Max","AirTC_100ft_TMx"
"2009-03-20 00:00:00",9,12.45,3.91,"2009-03-19 11:15:30",-2.583,"2009-03-19 22:56:00",13.78,"2009-03-19 12:21:00",7.105,"2009-03-19 10:27:40",1.449,"2009-03-19 22:44:00",11.97,"2009-03-19 12:36:00"
"2009-03-21 00:00:00",10,12.43,4.939,"2009-03-20 09:29:30",-2.884,"2009-03-20 05:11:00",13.44,"2009-03-20 12:53:00",7.644,"2009-03-20 15:23:00",2.202,"2009-03-20 01:22:00",11.77,"2009-03-20 12:23:00"
"2009-03-22 00:00:00",11,12.45,7.487,"2009-03-21 11:04:50",-4.364,"2009-03-22 00:00:00",6.967,"2009-03-21 10:25:00",17.11,"2009-03-21 19:52:50",-4.262,"2009-03-22 00:00:00",5.704,"2009-03-21 10:24:00"
"2009-03-23 00:00:00",12,12.39,6.194,"2009-03-22 14:11:50",-9.06,"2009-03-22 23:50:00",-1.672,"2009-03-22 12:07:00",12.36,"2009-03-22 14:11:50",-8.41,"2009-03-22 23:54:00",-3.142,"2009-03-22 12:26:00"
"2009-03-24 00:00:00",13,12.35,3.273,"2009-03-23 11:02:50",-14.27,"2009-03-23 06:13:00",2.103,"2009-03-23 14:26:00",7.703,"2009-03-23 01:08:00",-12.25,"2009-03-23 05:53:00",0.835,"2009-03-23 14:46:00"
"2009-03-25 00:00:00",14,12.35,2.92,"2009-03-24 13:18:20",-9.97,"2009-03-24 06:01:00",7.747,"2009-03-24 12:40:00",5.978,"2009-03-24 13:08:40",-6.291,"2009-03-24 02:45:00",6.719,"2009-03-24 15:39:00"
"2009-03-26 00:00:00",15,12.39,4.969,"2009-03-25 14:27:10",-5.75,"2009-03-25 04:02:00",10.62,"2009-03-25 13:20:00",10.01,"2009-03-25 14:27:00",-1.717,"2009-03-25 02:29:00",9.39,"2009-03-25 13:12:00"
"2009-03-27 00:00:00",16,12.46,5.155,"2009-03-26 10:44:50",-3.534,"2009-03-26 23:54:00",6.17,"2009-03-26 14:37:00",9.64,"2009-03-26 03:49:20",-1.278,"2009-03-26 22:52:00",4.771,"2009-03-26 15:33:00"
"2009-03-28 00:00:00",17,12.44,4.185,"2009-03-27 12:16:20",-5.611,"2009-03-27 06:00:00",10.78,"2009-03-27 15:13:00",7.223,"2009-03-27 11:28:30",-2.124,"2009-03-27 06:07:00",10.72,"2009-03-27 16:21:00"
"2009-03-29 00:00:00",18,12.42,11.93,"2009-03-28 23:56:20",-3.671,"2009-03-28 05:46:00",14.66,"2009-03-28 12:24:00",18.66,"2009-03-28 22:36:40",0.943,"2009-03-28 02:33:00",12.79,"2009-03-28 12:22:00"
"2009-03-30 00:00:00",19,12.47,10.22,"2009-03-29 00:22:00",-6.803,"2009-03-29 23:57:00",3.606,"2009-03-29 00:27:00",21.01,"2009-03-29 00:00:40",-6.222,"2009-03-29 23:57:00",4.186,"2009-03-29 00:32:00"
"2009-03-31 00:00:00",20,12.38,3.646,"2009-03-30 09:07:10",-9.84,"2009-03-30 05:35:00",8.82,"2009-03-30 14:41:00",7.281,"2009-03-30 00:44:20",-8.23,"2009-03-30 05:41:00",7.492,"2009-03-30 15:08:00"
"2009-04-01 00:00:00",21,12.4,5.096,"2009-03-31 21:37:50",-5.508,"2009-03-31 05:49:00",10.72,"2009-03-31 13:35:00",10.38,"2009-03-31 21:41:40",-1.372,"2009-03-31 05:56:00",9.83,"2009-03-31 13:40:00"
"2009-04-02 00:00:00",22,12.45,5.086,"2009-04-01 23:58:00",-2.112,"2009-04-01 05:52:00",10.04,"2009-04-01 15:28:00",11.46,"2009-04-01 23:57:20",-1.634,"2009-04-01 05:51:00",9.39,"2009-04-01 15:58:00"
"2009-04-03 00:00:00",23,12.45,6.742,"2009-04-02 08:12:50",-2.214,"2009-04-02 23:57:00",7.201,"2009-04-02 10:46:00",13.08,"2009-04-02 23:53:10",-1.565,"2009-04-03 00:00:00",7.32,"2009-04-02 01:24:00"
"2009-04-04 00:00:00",24,12.45,5.537,"2009-04-03 15:04:10",-10.25,"2009-04-03 23:47:00",1.728,"2009-04-03 13:15:00",12.72,"2009-04-03 03:38:00",-7.851,"2009-04-03 23:54:00",-0.423,"2009-04-03 13:08:00"
"2009-04-05 00:00:00",25,12.37,3.557,"2009-04-04 10:28:30",-12.53,"2009-04-04 05:50:00",7.773,"2009-04-04 13:54:00",6.84,"2009-04-04 11:06:00",-9.62,"2009-04-04 05:44:00",5.821,"2009-04-04 15:13:00"
"2009-04-06 00:00:00",26,12.38,3.91,"2009-04-05 08:58:20",-8.37,"2009-04-05 05:47:00",12.22,"2009-04-05 13:43:00",6.497,"2009-04-05 10:26:20",-4.267,"2009-04-05 04:53:00",11.09,"2009-04-05 14:57:00"
"2009-04-07 00:00:00",27,12.42,4.155,"2009-04-06 09:55:40",-4.486,"2009-04-06 05:44:00",14.12,"2009-04-06 14:15:00",6.243,"2009-04-06 09:34:30",-0.696,"2009-04-06 04:31:00",13.33,"2009-04-06 15:47:00"
"2009-04-08 00:00:00",28,12.46,6.282,"2009-04-07 18:20:00",-2.852,"2009-04-07 05:36:00",12.36,"2009-04-07 10:24:00",12.18,"2009-04-07 15:17:50",-2.214,"2009-04-07 21:48:00",10.86,"2009-04-07 10:19:00"
"2009-04-09 00:00:00",29,12.5,8.56,"2009-04-08 08:43:00",-3.201,"2009-04-08 02:45:00",2.813,"2009-04-08 13:56:00",14.63,"2009-04-08 08:42:20",-2.925,"2009-04-08 04:04:00",1.55,"2009-04-08 14:16:00"
"2009-04-10 00:00:00",30,12.45,4.665,"2009-04-09 00:14:50",-2.863,"2009-04-09 23:21:00",1.86,"2009-04-09 13:12:00",9.88,"2009-04-09 00:14:40",-2.555,"2009-04-09 03:53:00",0.562,"2009-04-09 13:12:00"
"2009-04-11 00:00:00",31,12.43,4.959,"2009-04-10 12:12:10",-4.457,"2009-04-10 22:48:00",5.044,"2009-04-10 13:50:00",8.77,"2009-04-10 12:20:50",-2.953,"2009-04-10 22:14:00",3.242,"2009-04-10 16:12:00"
"2009-04-12 00:00:00",32,12.44,4.626,"2009-04-11 12:29:40",-7.043,"2009-04-11 05:18:00",7.917,"2009-04-11 11:19:00",7.752,"2009-04-11 14:05:50",-5.439,"2009-04-11 04:53:00",6.571,"2009-04-11 15:26:00"
"2009-04-13 00:00:00",33,12.45,4.067,"2009-04-12 15:02:40",-4.388,"2009-04-12 05:43:00",13.88,"2009-04-12 13:28:00",8.12,"2009-04-12 14:52:10",-1.586,"2009-04-12 04:45:00",12.38,"2009-04-12 13:27:00"
"2009-04-14 00:00:00",34,12.47,4.782,"2009-04-13 09:55:00",-2.548,"2009-04-13 04:16:00",11.4,"2009-04-13 12:09:00",9.84,"2009-04-13 10:12:50",1.039,"2009-04-13 03:34:00",10.07,"2009-04-13 12:48:00"
"2009-04-15 00:00:00",35,12.47,6.233,"2009-04-14 09:11:30",-9.12,"2009-04-14 23:57:00",1.422,"2009-04-14 10:00:00",11.52,"2009-04-14 17:14:00",-8.74,"2009-04-14 23:57:00",1.916,"2009-04-14 01:41:00"
"2009-04-16 00:00:00",36,12.39,5.037,"2009-04-15 10:28:40",-9.6,"2009-04-15 02:09:00",3.653,"2009-04-15 14:22:00",10.94,"2009-04-15 05:19:00",-9.26,"2009-04-15 02:48:00",2.389,"2009-04-15 15:37:00"
"2009-04-17 00:00:00",37,12.41,4.704,"2009-04-16 10:08:50",-7.313,"2009-04-16 05:24:00",8.75,"2009-04-16 16:16:00",6.86,"2009-04-16 13:27:40",-4.954,"2009-04-16 05:15:00",8,"2009-04-16 16:14:00"
"2009-04-18 00:00:00",38,12.43,3.126,"2009-04-17 11:12:00",-4.012,"2009-04-17 05:34:00",14.62,"2009-04-17 13:57:00",5.782,"2009-04-17 12:09:10",-0.219,"2009-04-17 01:21:00",13.67,"2009-04-17 14:59:00"
"2009-04-19 00:00:00",39,12.47,3.891,"2009-04-18 11:21:00",-1.558,"2009-04-18 04:58:00",16.43,"2009-04-18 13:33:00",6.507,"2009-04-18 08:44:00",3.396,"2009-04-18 04:33:00",15.54,"2009-04-18 16:02:00"
"2009-04-20 00:00:00",40,12.48,5.341,"2009-04-19 11:42:50",-0.096,"2009-04-19 03:22:00",19.48,"2009-04-19 15:58:00",6.301,"2009-04-19 12:59:40",4.277,"2009-04-19 05:24:00",19.58,"2009-04-19 15:59:00"
"2009-04-21 00:00:00",41,12.49,3.508,"2009-04-20 10:37:30",0.751,"2009-04-20 03:40:00",20.94,"2009-04-20 14:28:00",5.968,"2009-04-20 10:09:20",6.353,"2009-04-20 03:38:00",20.12,"2009-04-20 16:23:00"
"2009-04-22 00:00:00",42,12.51,4.841,"2009-04-21 10:39:10",1.633,"2009-04-21 04:58:00",21.69,"2009-04-21 14:02:00",8.21,"2009-04-21 17:43:10",7.771,"2009-04-21 22:40:00",20.08,"2009-04-21 14:06:00"
"2009-04-23 00:00:00",43,12.51,6.566,"2009-04-22 22:54:10",1.667,"2009-04-22 05:04:00",18.43,"2009-04-22 12:41:00",12.76,"2009-04-22 22:42:50",6.858,"2009-04-22 01:07:00",17.1,"2009-04-22 12:41:00"
"2009-04-24 00:00:00",44,12.52,9.18,"2009-04-23 20:04:50",0.981,"2009-04-24 00:00:00",12.43,"2009-04-23 09:30:00",14.65,"2009-04-23 20:49:50",1.425,"2009-04-24 00:00:00",10.73,"2009-04-23 09:30:00"
"2009-04-25 00:00:00",45,12.47,8.57,"2009-04-24 01:43:20",-3.743,"2009-04-24 21:45:00",2.199,"2009-04-24 14:58:00",13.19,"2009-04-24 13:42:10",-3.436,"2009-04-24 21:48:00",1.631,"2009-04-24 00:07:00"
"2009-04-26 00:00:00",46,12.44,5.312,"2009-04-25 12:42:00",-4.32,"2009-04-25 05:08:00",8.28,"2009-04-25 14:18:00",9.49,"2009-04-25 17:07:10",-3.431,"2009-04-25 05:14:00",6.708,"2009-04-25 14:17:00"
"2009-04-27 00:00:00",47,12.46,3.205,"2009-04-26 09:38:10",-2.447,"2009-04-26 23:54:00",10.79,"2009-04-26 15:16:00",6.331,"2009-04-26 01:11:20",-0.772,"2009-04-26 04:56:00",9.6,"2009-04-26 15:17:00"
"2009-04-28 00:00:00",48,12.47,9.72,"2009-04-27 20:39:00",-2.617,"2009-04-27 00:33:00",7.058,"2009-04-27 13:20:00",17.78,"2009-04-27 22:44:00",-0.198,"2009-04-27 23:50:00",5.727,"2009-04-27 13:20:00"
"2009-04-29 00:00:00",49,12.53,9.79,"2009-04-28 01:48:30",-4.622,"2009-04-28 22:21:00",3.692,"2009-04-28 14:18:00",18.11,"2009-04-28 01:54:50",-3.324,"2009-04-28 22:10:00",2.6,"2009-04-28 14:17:00"
"2009-04-30 00:00:00",50,12.45,6.458,"2009-04-29 11:48:30",-3.602,"2009-04-29 05:13:00",7.733,"2009-04-29 14:18:00",10.81,"2009-04-29 11:43:00",-2.192,"2009-04-29 00:00:20",6.746,"2009-04-29 13:51:00"
"2009-05-01 00:00:00",51,12.47,5.468,"2009-04-30 08:48:10",-1.592,"2009-04-30 03:34:00",10.89,"2009-04-30 13:44:00",8.96,"2009-04-30 14:29:50",0.595,"2009-04-30 04:06:00",9.49,"2009-04-30 13:44:00"
"2009-05-02 00:00:00",52,12.5,6.047,"2009-05-01 22:49:40",-0.143,"2009-05-01 21:26:00",6.248,"2009-05-01 10:54:00",12.65,"2009-05-01 16:53:30",0.505,"2009-05-01 21:33:00",6.315,"2009-05-01 12:34:00"
"2009-05-03 00:00:00",53,12.46,9,"2009-05-02 04:03:10",-0.649,"2009-05-02 05:39:00",3.394,"2009-05-02 15:50:00",14.57,"2009-05-02 23:26:00",-0.273,"2009-05-02 05:42:00",3.851,"2009-05-02 23:26:00"
"2009-05-04 00:00:00",54,12.47,9.15,"2009-05-03 15:05:20",0.813,"2009-05-03 05:10:00",5.169,"2009-05-03 10:44:00",16.77,"2009-05-03 01:33:20",1.428,"2009-05-03 05:07:00",4.888,"2009-05-03 11:16:00"
"2009-05-05 00:00:00",55,12.5,7.732,"2009-05-04 17:19:10",0.649,"2009-05-04 02:19:00",7.467,"2009-05-04 10:02:00",16.78,"2009-05-04 17:03:30",1.879,"2009-05-04 02:02:00",6.238,"2009-05-04 10:01:00"
"2009-05-06 00:00:00",56,12.49,8.26,"2009-05-05 09:48:00",3.564,"2009-05-05 06:00:00",8.93,"2009-05-05 13:27:00",16.41,"2009-05-05 08:52:20",4.281,"2009-05-05 05:53:00",7.97,"2009-05-05 14:27:00"
"2009-05-07 00:00:00",57,12.58,9.31,"2009-05-06 10:29:20",2.853,"2009-05-06 23:49:00",10.42,"2009-05-06 15:27:00",17.37,"2009-05-06 13:09:10",4.493,"2009-05-06 23:59:00",10.04,"2009-05-06 15:25:00"
"2009-05-08 00:00:00",58,12.57,4.704,"2009-05-07 12:26:40",0.376,"2009-05-07 23:57:00",13.91,"2009-05-07 16:28:00",6.782,"2009-05-07 11:45:10",3.241,"2009-05-07 02:35:00",13.4,"2009-05-07 15:43:00"
"2009-05-09 00:00:00",59,12.53,3.175,"2009-05-08 11:41:00",-2.378,"2009-05-08 04:51:00",16.39,"2009-05-08 15:29:00",5.517,"2009-05-08 13:57:40",0.936,"2009-05-08 04:42:00",15.64,"2009-05-08 15:20:00"
"2009-05-10 00:00:00",60,12.51,5.821,"2009-05-09 11:47:20",-0.437,"2009-05-09 04:38:00",14.96,"2009-05-09 12:21:00",8.67,"2009-05-09 13:12:30",3.348,"2009-05-09 00:40:00",14.28,"2009-05-09 15:26:00"
"2009-05-11 00:00:00",61,12.51,4.351,"2009-05-10 15:11:00",-1.121,"2009-05-10 04:20:00",18.11,"2009-05-10 13:37:00",7.899,"2009-05-10 15:30:30",3.457,"2009-05-10 03:48:00",17.5,"2009-05-10 13:36:00"
"2009-05-12 00:00:00",62,12.52,5.792,"2009-05-11 14:47:30",1.059,"2009-05-11 02:13:00",15.2,"2009-05-11 13:36:00",9.8,"2009-05-11 11:46:50",5.246,"2009-05-11 23:56:00",14.31,"2009-05-11 13:35:00"
"2009-05-13 00:00:00",63,12.53,5.557,"2009-05-12 10:31:10",-1.73,"2009-05-12 23:54:00",12.11,"2009-05-12 14:24:00",9.02,"2009-05-12 11:19:10",1.995,"2009-05-12 23:56:00",11.26,"2009-05-12 15:08:00"
"2009-05-14 00:00:00",64,12.5,6.223,"2009-05-13 16:09:10",-2.85,"2009-05-13 04:41:00",13.33,"2009-05-13 14:55:00",10.55,"2009-05-13 13:59:30",0.567,"2009-05-13 04:46:00",12.46,"2009-05-13 11:45:00"
"2009-05-15 00:00:00",65,12.51,4.155,"2009-05-14 13:12:40",0.041,"2009-05-14 04:54:00",15.2,"2009-05-14 14:32:00",7.252,"2009-05-14 12:07:00",2.875,"2009-05-14 04:34:00",14.35,"2009-05-14 14:32:00"
"2009-05-16 00:00:00",66,12.52,3.342,"2009-05-15 13:36:30",1.09,"2009-05-15 04:57:00",20.15,"2009-05-15 15:31:00",6.184,"2009-05-15 10:46:30",4.471,"2009-05-15 04:45:00",19.2,"2009-05-15 16:52:00"
"2009-05-17 00:00:00",67,12.53,4.4,"2009-05-16 09:50:40",1.598,"2009-05-16 04:09:00",23.54,"2009-05-16 15:48:00",7.076,"2009-05-16 10:05:50",6.209,"2009-05-16 03:59:00",23,"2009-05-16 15:07:00"
"2009-05-18 00:00:00",68,12.55,4.518,"2009-05-17 16:22:10",4.793,"2009-05-17 01:30:00",25.13,"2009-05-17 13:51:00",9.54,"2009-05-17 15:49:10",10.22,"2009-05-17 01:34:00",24.28,"2009-05-17 13:48:00"
"2009-05-19 00:00:00",69,12.56,4.724,"2009-05-18 13:17:20",5.202,"2009-05-18 01:20:00",23.13,"2009-05-18 11:44:00",11.74,"2009-05-18 13:06:20",12.1,"2009-05-18 01:28:00",22.15,"2009-05-18 12:00:00"
"2009-05-20 00:00:00",70,12.56,6.517,"2009-05-19 11:10:50",6.01,"2009-05-19 04:53:00",17.84,"2009-05-19 11:41:00",12.61,"2009-05-19 12:17:20",9.28,"2009-05-19 21:55:00",16.85,"2009-05-19 11:40:00"
"2009-05-21 00:00:00",71,12.57,7.399,"2009-05-20 05:22:40",4.527,"2009-05-20 23:57:00",17.29,"2009-05-20 15:19:00",12.19,"2009-05-20 05:22:30",9.25,"2009-05-20 04:43:00",16.17,"2009-05-20 15:02:00"
"2009-05-22 00:00:00",72,12.53,4.596,"2009-05-21 11:53:30",2.725,"2009-05-21 04:51:00",20.29,"2009-05-21 13:41:00",8.22,"2009-05-21 14:05:20",7.917,"2009-05-21 23:59:00",19,"2009-05-21 13:41:00"
"2009-05-23 00:00:00",73,12.54,4.577,"2009-05-22 14:15:40",1.571,"2009-05-22 04:13:00",21.24,"2009-05-22 13:35:00",9.31,"2009-05-22 15:19:10",6.524,"2009-05-22 04:13:00",20.04,"2009-05-22 12:42:00"
"2009-05-24 00:00:00",74,12.54,4.822,"2009-05-23 12:47:10",2.35,"2009-05-24 00:00:00",18.86,"2009-05-23 13:22:00",8.82,"2009-05-23 16:08:30",6.892,"2009-05-23 23:58:00",17.74,"2009-05-23 12:24:00"
"2009-05-25 00:00:00",75,12.53,4.4,"2009-05-24 12:58:30",0.548,"2009-05-24 04:36:00",17.26,"2009-05-24 12:52:00",8.96,"2009-05-24 17:45:10",4.239,"2009-05-24 04:42:00",16.17,"2009-05-24 15:56:00"
"2009-05-26 00:00:00",76,12.53,4.567,"2009-05-25 15:38:50",2.52,"2009-05-25 02:49:00",17.91,"2009-05-25 13:12:00",10.14,"2009-05-25 20:29:20",5.27,"2009-05-25 22:05:00",17.23,"2009-05-25 13:08:00"
"2009-05-27 00:00:00",77,12.53,2.832,"2009-05-26 13:44:30",2.281,"2009-05-26 04:41:00",20.4,"2009-05-26 12:54:00",8.38,"2009-05-26 15:03:20",6.721,"2009-05-26 04:51:00",19.82,"2009-05-26 17:12:00"
"2009-05-28 00:00:00",78,12.58,4.479,"2009-05-27 12:56:40",4.424,"2009-05-27 04:20:00",22.43,"2009-05-27 12:51:00",9.06,"2009-05-27 16:33:30",9.4,"2009-05-27 03:57:00",21.27,"2009-05-27 12:50:00"
"2009-05-29 00:00:00",79,12.57,6.458,"2009-05-28 13:31:50",5.271,"2009-05-28 04:43:00",23.72,"2009-05-28 12:35:00",13.02,"2009-05-28 15:16:10",9.13,"2009-05-28 04:12:00",22.59,"2009-05-28 12:34:00"
"2009-05-30 00:00:00",80,12.54,5.723,"2009-05-29 13:49:10",3.674,"2009-05-29 04:00:00",22.46,"2009-05-29 12:30:00",11.37,"2009-05-29 15:14:30",8.28,"2009-05-29 03:49:00",21.41,"2009-05-29 13:04:00"
"2009-05-31 00:00:00",81,12.54,4.126,"2009-05-30 15:24:20",5.203,"2009-05-30 04:02:00",18.95,"2009-05-30 13:01:00",8.71,"2009-05-30 13:39:00",8.82,"2009-05-30 01:56:00",17.72,"2009-05-30 13:00:00"
"2009-06-01 00:00:00",82,12.54,4.988,"2009-05-31 13:22:10",4.46,"2009-05-31 23:59:00",19.27,"2009-05-31 14:19:00",8.72,"2009-05-31 15:18:50",8.15,"2009-05-31 23:41:00",18.11,"2009-05-31 14:19:00"
"2009-06-02 00:00:00",83,12.56,4.371,"2009-06-01 14:18:50",2.384,"2009-06-01 02:58:00",17.91,"2009-06-01 13:43:00",8.33,"2009-06-01 14:20:50",6.687,"2009-06-01 04:31:00",17.09,"2009-06-01 12:05:00"
"2009-06-03 00:00:00",84,12.53,5.037,"2009-06-02 12:28:20",2.826,"2009-06-02 04:34:00",14.43,"2009-06-02 08:41:00",10.85,"2009-06-02 12:53:20",5.041,"2009-06-02 22:55:00",13.51,"2009-06-02 08:40:00"
"2009-06-04 00:00:00",85,12.5,5.145,"2009-06-03 13:37:00",2.821,"2009-06-04 00:00:00",14.77,"2009-06-03 12:09:00",11.5,"2009-06-03 13:36:40",4.835,"2009-06-03 03:34:00",14.33,"2009-06-03 12:15:00"
"2009-06-05 00:00:00",86,12.56,5.713,"2009-06-04 06:05:00",1.492,"2009-06-04 04:38:00",12.73,"2009-06-04 13:45:00",12.49,"2009-06-04 06:07:40",3.302,"2009-06-04 04:38:00",12.52,"2009-06-04 13:46:00"
"2009-06-06 00:00:00",87,12.55,7.889,"2009-06-05 13:33:10",0.273,"2009-06-05 04:39:00",7.915,"2009-06-05 12:55:00",13.02,"2009-06-05 14:55:30",1.57,"2009-06-05 04:10:00",7.262,"2009-06-05 10:21:00"
"2009-06-07 00:00:00",88,12.55,4.459,"2009-06-06 12:21:50",1.594,"2009-06-06 04:26:00",6.041,"2009-06-06 16:31:00",7.84,"2009-06-06 12:42:40",1.865,"2009-06-06 06:40:00",5.768,"2009-06-06 16:32:00"
"2009-06-08 00:00:00",89,12.52,4.224,"2009-06-07 12:07:00",0.275,"2009-06-07 23:54:00",14.01,"2009-06-07 14:03:00",8.27,"2009-06-07 11:29:40",3.671,"2009-06-07 00:23:00",12.78,"2009-06-07 13:24:00"
"2009-06-09 00:00:00",90,12.56,4.91,"2009-06-08 14:38:30",-0.608,"2009-06-08 04:30:00",16.84,"2009-06-08 13:30:00",9.62,"2009-06-08 18:21:20",2.74,"2009-06-08 04:53:00",15.74,"2009-06-08 13:39:00"
"2009-06-10 00:00:00",91,12.58,5.116,"2009-06-09 14:49:50",2.315,"2009-06-09 03:46:00",15.2,"2009-06-09 14:05:00",11.66,"2009-06-09 14:49:40",5.552,"2009-06-09 23:56:00",13.73,"2009-06-09 12:01:00"
"2009-06-11 00:00:00",92,12.55,5.478,"2009-06-10 11:25:40",-0.267,"2009-06-10 23:54:00",13.44,"2009-06-10 12:11:00",9.88,"2009-06-10 14:26:50",2.637,"2009-06-10 23:58:00",12.03,"2009-06-10 13:40:00"
"2009-06-12 00:00:00",93,12.53,5.341,"2009-06-11 13:19:10",-1.422,"2009-06-11 02:53:00",12.72,"2009-06-11 11:52:00",9.74,"2009-06-11 12:11:40",2.064,"2009-06-11 03:15:00",11.7,"2009-06-11 11:50:00"
"2009-06-13 00:00:00",94,12.53,5.174,"2009-06-12 14:58:30",-0.574,"2009-06-12 04:47:00",14.98,"2009-06-12 14:54:00",9.42,"2009-06-12 14:42:30",1.954,"2009-06-12 04:31:00",13.78,"2009-06-12 14:54:00"
"2009-06-14 00:00:00",95,12.55,4.9,"2009-06-13 11:05:30",0.41,"2009-06-13 23:57:00",11.92,"2009-06-13 14:06:00",9.66,"2009-06-13 02:48:00",2.562,"2009-06-13 23:29:00",10.96,"2009-06-13 15:02:00"
"2009-06-15 00:00:00",96,12.56,4.185,"2009-06-14 14:59:10",-0.574,"2009-06-14 03:59:00",14.18,"2009-06-14 14:36:00",8.55,"2009-06-14 14:48:40",1.852,"2009-06-14 02:02:00",13.02,"2009-06-14 14:28:00"
"2009-06-16 00:00:00",97,12.55,4.567,"2009-06-15 09:54:00",0.444,"2009-06-15 04:07:00",16.15,"2009-06-15 14:33:00",7.517,"2009-06-15 14:45:10",4.167,"2009-06-15 03:57:00",15.03,"2009-06-15 14:32:00"
"2009-06-17 00:00:00",98,12.57,4.92,"2009-06-16 09:52:30",3.872,"2009-06-16 04:18:00",17.04,"2009-06-16 13:21:00",9.43,"2009-06-16 17:01:30",7.047,"2009-06-16 03:53:00",16.53,"2009-06-16 13:20:00"
"2009-06-18 00:00:00",99,12.59,5.116,"2009-06-17 14:21:00",3.464,"2009-06-17 04:51:00",18.11,"2009-06-17 13:55:00",9.98,"2009-06-17 14:45:40",6.262,"2009-06-17 04:25:00",17.36,"2009-06-17 13:54:00"
"2009-06-19 00:00:00",100,12.6,4.41,"2009-06-18 14:26:00",3.775,"2009-06-18 04:45:00",22.08,"2009-06-18 14:24:00",7.654,"2009-06-18 16:44:50",7.047,"2009-06-18 04:17:00",21.29,"2009-06-18 14:19:00"
"2009-06-20 00:00:00",101,12.58,6.027,"2009-06-19 11:04:10",5.059,"2009-06-19 23:51:00",19.17,"2009-06-19 10:05:00",11.91,"2009-06-19 11:46:40",6.458,"2009-06-19 23:52:00",17.81,"2009-06-19 10:05:00"
"2009-06-21 00:00:00",102,12.6,6.282,"2009-06-20 18:13:30",3.06,"2009-06-20 04:49:00",15.47,"2009-06-20 13:35:00",11.87,"2009-06-20 13:14:50",5.348,"2009-06-20 04:39:00",14.74,"2009-06-20 11:39:00"
