"TOA5","Station4_wx","CR1000","12861","CR1000.Std.15","CPU:SH_Site4_1_3.CR1","46675","daily"
"TIMESTAMP","RECORD","Batt_Volt_Min","WS_ms_25ft_Max","WS_ms_25ft_TMx","AirTC_25ft_Min","AirTC_25ft_TMn","AirTC_25ft_Max","AirTC_25ft_TMx","WS_ms_100ft_Max","WS_ms_100ft_TMx","AirTC_100ft_Min","AirTC_100ft_TMn","AirTC_100ft_Max","AirTC_100ft_TMx"
"2009-03-19 00:00:00",9,12.85,7.938,"2009-03-18 00:04:14",1.442,"2009-03-18 05:48:00",12.06,"2009-03-18 13:01:00",10.88,"2009-03-18 00:11:21",3.233,"2009-03-18 05:40:00",9.89,"2009-03-18 13:36:00"
"2009-03-20 00:00:00",10,12.85,7.252,"2009-03-19 13:18:13",2.86,"2009-03-19 21:59:00",10.51,"2009-03-19 13:48:00",9.21,"2009-03-19 12:03:46",4.313,"2009-03-19 22:25:00",9.19,"2009-03-19 13:49:00"
"2009-03-21 00:00:00",11,12.84,8.04,"2009-03-20 19:15:44",1.541,"2009-03-20 23:56:00",9.45,"2009-03-20 12:30:00",10.29,"2009-03-20 20:05:14",1.981,"2009-03-20 23:36:00",8.69,"2009-03-20 14:33:00"
"2009-03-22 00:00:00",12,12.83,15.78,"2009-03-21 13:40:23",-6.21,"2009-03-22 00:00:00",2.792,"2009-03-21 09:59:00",20.19,"2009-03-21 13:50:26",-5.872,"2009-03-22 00:00:00",2.454,"2009-03-21 09:58:00"
"2009-03-23 00:00:00",13,12.81,12.45,"2009-03-22 00:48:34",-10.82,"2009-03-22 23:55:00",-5.197,"2009-03-22 12:13:00",17.25,"2009-03-22 00:48:45",-10.65,"2009-03-23 00:00:00",-5.872,"2009-03-22 00:00:07"
"2009-03-24 00:00:00",14,12.78,5.782,"2009-03-23 00:10:47",-14.33,"2009-03-23 05:47:00",0.717,"2009-03-23 15:14:00",9.21,"2009-03-23 00:52:40",-13.82,"2009-03-23 05:35:00",-1.006,"2009-03-23 15:16:00"
"2009-03-25 00:00:00",15,12.78,4.606,"2009-03-24 20:05:13",-6.091,"2009-03-24 04:20:00",6.131,"2009-03-24 15:03:00",6.86,"2009-03-24 21:54:51",-4.873,"2009-03-24 04:20:00",4.586,"2009-03-24 16:21:00"
"2009-03-26 00:00:00",16,12.8,12.25,"2009-03-25 18:13:41",-1.847,"2009-03-25 01:20:00",7.795,"2009-03-25 13:21:00",16.27,"2009-03-25 18:08:45",-0.595,"2009-03-25 01:51:00",6.544,"2009-03-25 13:23:00"
"2009-03-27 00:00:00",17,12.83,9.8,"2009-03-26 06:23:26",-2.823,"2009-03-26 21:59:00",4.756,"2009-03-26 14:27:00",14.6,"2009-03-26 03:34:58",-2.267,"2009-03-26 07:55:00",2.256,"2009-03-26 14:26:00"
"2009-03-28 00:00:00",18,12.81,5.684,"2009-03-27 10:49:56",-2.314,"2009-03-27 00:35:00",9.06,"2009-03-27 16:16:00",8.13,"2009-03-27 12:29:06",-1.637,"2009-03-27 00:32:00",7.945,"2009-03-27 16:17:00"
"2009-03-29 00:00:00",19,12.82,18.62,"2009-03-28 22:50:50",1.203,"2009-03-28 23:55:00",12.69,"2009-03-28 10:25:00",24.79,"2009-03-28 23:58:51",1.406,"2009-03-28 23:57:00",10.33,"2009-03-28 10:27:00"
"2009-03-30 00:00:00",20,12.83,19.6,"2009-03-29 03:51:54",-8.99,"2009-03-29 23:56:00",1.508,"2009-03-29 00:28:00",24.99,"2009-03-29 03:55:33",-8.59,"2009-03-30 00:00:00",1.778,"2009-03-29 01:08:00"
"2009-03-31 00:00:00",21,12.78,6.566,"2009-03-30 02:39:26",-10.57,"2009-03-30 05:30:00",6.969,"2009-03-30 14:51:00",11.96,"2009-03-30 00:16:46",-9.93,"2009-03-30 05:52:00",4.91,"2009-03-30 15:34:00"
"2009-04-01 00:00:00",22,12.81,12.35,"2009-03-31 22:07:27",-0.903,"2009-03-31 02:15:00",8.59,"2009-03-31 13:06:00",14.9,"2009-03-31 21:58:29",0.279,"2009-03-31 02:13:00",7.037,"2009-03-31 13:49:00"
"2009-04-02 00:00:00",23,12.83,10.98,"2009-04-01 23:06:30",-3.646,"2009-04-01 05:57:00",7.982,"2009-04-01 15:39:00",15.88,"2009-04-01 23:43:11",-3.646,"2009-04-01 05:50:00",6.917,"2009-04-01 17:35:00"
"2009-04-03 00:00:00",24,12.83,13.82,"2009-04-02 02:00:30",-4.014,"2009-04-02 23:56:00",4.745,"2009-04-02 01:20:00",20.19,"2009-04-02 22:26:15",-6.897,"2009-04-02 20:51:00",5.15,"2009-04-02 01:22:00"
"2009-04-04 00:00:00",25,12.82,11.96,"2009-04-03 00:08:25",-9.97,"2009-04-03 23:06:00",-1.559,"2009-04-03 12:29:00",16.27,"2009-04-03 00:06:12",-9,"2009-04-03 05:32:00",-3.191,"2009-04-03 13:41:00"
"2009-04-05 00:00:00",26,12.76,6.076,"2009-04-04 23:01:46",-11.15,"2009-04-04 05:18:00",5.497,"2009-04-04 14:48:00",8.23,"2009-04-04 23:09:28",-9.66,"2009-04-04 04:04:00",3.735,"2009-04-04 15:06:00"
"2009-04-06 00:00:00",27,12.79,6.272,"2009-04-05 08:13:25",-3.6,"2009-04-05 01:30:00",9.8,"2009-04-05 15:03:00",8.13,"2009-04-05 07:43:36",-2.788,"2009-04-05 01:24:00",8.88,"2009-04-05 15:17:00"
"2009-04-07 00:00:00",28,12.81,7.35,"2009-04-06 08:12:34",-0.302,"2009-04-06 05:07:00",12.19,"2009-04-06 15:26:00",8.62,"2009-04-06 08:13:44",1.528,"2009-04-06 05:25:00",11.44,"2009-04-06 15:28:00"
"2009-04-08 00:00:00",29,12.83,14.01,"2009-04-07 16:40:18",-4.147,"2009-04-07 23:58:00",9.18,"2009-04-07 09:49:00",18.23,"2009-04-07 16:20:39",-3.944,"2009-04-07 23:56:00",8.91,"2009-04-07 09:49:00"
"2009-04-09 00:00:00",30,12.83,14.31,"2009-04-08 09:50:32",-5.261,"2009-04-08 05:38:00",-1.197,"2009-04-08 14:29:00",17.64,"2009-04-08 07:55:23",-5.125,"2009-04-08 05:42:00",-1.703,"2009-04-08 13:48:00"
"2009-04-10 00:00:00",31,12.8,9.6,"2009-04-09 15:16:19",-4.789,"2009-04-09 00:55:00",-1.298,"2009-04-09 14:00:00",11.47,"2009-04-09 14:16:35",-4.654,"2009-04-09 00:54:00",-1.399,"2009-04-09 12:55:00"
"2009-04-11 00:00:00",32,12.8,8.72,"2009-04-10 12:57:47",-5.629,"2009-04-10 22:56:00",1.132,"2009-04-10 12:04:00",11.27,"2009-04-10 13:08:08",-4.648,"2009-04-10 23:07:00",0.149,"2009-04-10 13:42:00"
"2009-04-12 00:00:00",33,12.81,7.252,"2009-04-11 13:34:46",-4.88,"2009-04-11 04:36:00",5.421,"2009-04-11 11:15:00",9.6,"2009-04-11 13:40:26",-4.485,"2009-04-11 00:53:00",4.047,"2009-04-11 15:48:00"
"2009-04-13 00:00:00",34,12.83,8.33,"2009-04-12 15:36:41",-1.346,"2009-04-12 00:39:00",10.88,"2009-04-12 12:37:00",10.78,"2009-04-12 15:44:58",-0.366,"2009-04-12 00:38:00",9.29,"2009-04-12 12:39:00"
"2009-04-14 00:00:00",35,12.83,9.41,"2009-04-13 07:55:53",-0.811,"2009-04-13 23:18:00",8.57,"2009-04-13 11:55:00",12.74,"2009-04-13 09:59:52",-0.502,"2009-04-13 23:47:00",7.154,"2009-04-13 11:58:00"
"2009-04-15 00:00:00",36,12.85,10.58,"2009-04-14 18:19:00",-11.12,"2009-04-14 23:53:00",-0.401,"2009-04-14 00:21:00",15.68,"2009-04-14 03:01:48",-10.92,"2009-04-14 23:57:00",-0.097,"2009-04-14 00:22:00"
"2009-04-16 00:00:00",37,12.8,10.78,"2009-04-15 01:49:12",-11.36,"2009-04-15 02:01:00",1.298,"2009-04-15 15:02:00",14.31,"2009-04-15 05:58:49",-11.23,"2009-04-15 01:40:00",-0.223,"2009-04-15 15:03:00"
"2009-04-17 00:00:00",38,12.84,6.958,"2009-04-16 02:13:51",-7.208,"2009-04-16 05:27:00",7.746,"2009-04-16 14:52:00",8.92,"2009-04-16 00:16:55",-6.565,"2009-04-16 05:11:00",5.484,"2009-04-16 15:15:00"
"2009-04-18 00:00:00",39,12.83,5.292,"2009-04-17 15:43:00",0.582,"2009-04-17 01:58:00",12.69,"2009-04-17 15:39:00",7.35,"2009-04-17 13:52:12",1.528,"2009-04-17 01:02:00",11.51,"2009-04-17 15:39:00"
"2009-04-19 00:00:00",40,12.85,6.174,"2009-04-18 09:46:15",2.634,"2009-04-18 05:29:00",14.31,"2009-04-18 14:21:00",8.13,"2009-04-18 09:18:34",3.476,"2009-04-18 04:15:00",13.1,"2009-04-18 16:10:00"
"2009-04-20 00:00:00",41,12.85,7.154,"2009-04-19 06:29:42",5.827,"2009-04-19 00:11:00",18.17,"2009-04-19 16:12:00",9.51,"2009-04-19 07:30:22",7.239,"2009-04-19 02:15:00",16.72,"2009-04-19 16:09:00"
"2009-04-21 00:00:00",42,12.85,6.076,"2009-04-20 06:26:16",8.66,"2009-04-20 03:09:00",19.21,"2009-04-20 15:02:00",7.938,"2009-04-20 06:46:54",10.21,"2009-04-20 02:37:00",17.69,"2009-04-20 16:23:00"
"2009-04-22 00:00:00",43,12.85,8.43,"2009-04-21 19:49:41",9.66,"2009-04-21 23:58:00",18.74,"2009-04-21 14:04:00",12.25,"2009-04-21 16:13:31",11.92,"2009-04-21 23:24:00",17.46,"2009-04-21 13:47:00"
"2009-04-23 00:00:00",44,12.86,12.45,"2009-04-22 22:22:25",7.405,"2009-04-22 23:49:00",15.83,"2009-04-22 12:46:00",15.88,"2009-04-22 21:44:59",7.81,"2009-04-22 23:47:00",14.62,"2009-04-22 14:14:00"
"2009-04-24 00:00:00",45,12.85,15.88,"2009-04-23 21:00:58",-0.517,"2009-04-23 23:59:00",8.76,"2009-04-23 09:15:00",18.33,"2009-04-23 21:00:39",-0.146,"2009-04-23 23:59:00",7.946,"2009-04-23 00:04:00"
"2009-04-25 00:00:00",46,12.79,13.23,"2009-04-24 13:09:11",-5.528,"2009-04-24 21:37:00",0.291,"2009-04-24 14:59:00",18.82,"2009-04-24 07:33:24",-5.291,"2009-04-24 21:30:00",-0.11,"2009-04-24 00:04:00"
"2009-04-26 00:00:00",47,12.82,8.92,"2009-04-25 16:16:17",-5.76,"2009-04-25 04:52:00",6.006,"2009-04-25 13:33:00",12.84,"2009-04-25 01:30:09",-5.354,"2009-04-25 04:45:00",4.013,"2009-04-25 13:32:00"
"2009-04-27 00:00:00",48,12.8,6.468,"2009-04-26 00:33:47",-1.313,"2009-04-26 04:23:00",8.51,"2009-04-26 16:12:00",9.11,"2009-04-26 00:33:39",-1.042,"2009-04-26 04:26:00",7.526,"2009-04-26 16:11:00"
"2009-04-28 00:00:00",49,12.85,16.95,"2009-04-27 23:50:33",-2.726,"2009-04-27 23:31:00",3.791,"2009-04-27 13:55:00",21.27,"2009-04-27 18:47:45",-2.489,"2009-04-27 23:47:00",3.251,"2009-04-27 13:56:00"
"2009-04-29 00:00:00",50,12.86,18.82,"2009-04-28 02:30:54",-4.784,"2009-04-28 21:13:00",0.696,"2009-04-28 14:12:00",22.93,"2009-04-28 00:41:22",-4.276,"2009-04-28 21:02:00",-0.048,"2009-04-28 14:12:00"
"2009-04-30 00:00:00",51,12.84,10.98,"2009-04-29 09:47:36",-4.005,"2009-04-29 01:10:00",4.494,"2009-04-29 14:00:00",14.41,"2009-04-29 10:48:44",-3.667,"2009-04-29 00:38:00",3.919,"2009-04-29 14:02:00"
"2009-05-01 00:00:00",52,12.85,12.05,"2009-04-30 21:35:33",-0.64,"2009-04-30 04:29:00",7.915,"2009-04-30 14:02:00",13.92,"2009-04-30 19:41:09",-0.201,"2009-04-30 04:11:00",7.222,"2009-04-30 12:28:00"
"2009-05-02 00:00:00",53,12.82,14.6,"2009-05-01 17:36:00",-0.108,"2009-05-01 21:29:00",4.338,"2009-05-01 11:11:00",21.76,"2009-05-01 19:03:20",0.162,"2009-05-01 22:49:00",4.373,"2009-05-01 14:14:00"
"2009-05-03 00:00:00",54,12.8,14.6,"2009-05-02 23:03:09",-2.671,"2009-05-02 05:08:00",1.44,"2009-05-02 11:41:00",19.11,"2009-05-02 22:01:44",-2.57,"2009-05-02 05:10:00",1.508,"2009-05-02 23:21:00"
"2009-05-04 00:00:00",55,12.81,18.03,"2009-05-03 13:10:46",0.027,"2009-05-03 19:52:00",2.589,"2009-05-03 11:15:00",22.93,"2009-05-03 14:12:48",0.269,"2009-05-03 20:25:00",2.522,"2009-05-03 11:06:00"
"2009-05-05 00:00:00",56,12.85,17.25,"2009-05-04 17:21:49",0.068,"2009-05-04 01:27:00",4.507,"2009-05-04 09:27:00",23.81,"2009-05-04 16:53:28",0.501,"2009-05-04 05:12:00",3.999,"2009-05-04 09:31:00"
"2009-05-06 00:00:00",57,12.86,19.7,"2009-05-05 08:14:24",2.009,"2009-05-05 08:58:00",5.908,"2009-05-05 14:02:00",24.5,"2009-05-05 03:43:47",2.143,"2009-05-05 09:00:00",5.435,"2009-05-05 14:02:00"
"2009-05-07 00:00:00",58,12.9,17.93,"2009-05-06 11:30:28",2.758,"2009-05-06 23:56:00",7.695,"2009-05-06 15:52:00",22.34,"2009-05-06 12:45:53",3.13,"2009-05-06 23:58:00",7.357,"2009-05-06 15:46:00"
"2009-05-08 00:00:00",59,12.89,9.9,"2009-05-07 01:58:18",2.386,"2009-05-07 02:44:00",11.61,"2009-05-07 14:30:00",13.23,"2009-05-07 01:25:58",2.792,"2009-05-07 02:46:00",10.88,"2009-05-07 16:39:00"
"2009-05-09 00:00:00",60,12.86,4.704,"2009-05-08 15:44:48",1.05,"2009-05-08 05:07:00",14.62,"2009-05-08 15:28:00",7.154,"2009-05-08 19:14:06",1.962,"2009-05-08 04:55:00",13.27,"2009-05-08 15:27:00"
"2009-05-10 00:00:00",61,12.86,9.11,"2009-05-09 15:54:07",5.252,"2009-05-09 02:16:00",12.49,"2009-05-09 14:36:00",11.86,"2009-05-09 15:54:13",6.472,"2009-05-09 03:37:00",11.51,"2009-05-09 15:08:00"
"2009-05-11 00:00:00",62,12.87,10.49,"2009-05-10 19:03:57",4.617,"2009-05-10 05:04:00",15.63,"2009-05-10 14:08:00",12.84,"2009-05-10 18:18:07",5.834,"2009-05-10 05:06:00",14.78,"2009-05-10 14:02:00"
"2009-05-12 00:00:00",63,12.86,11.66,"2009-05-11 23:12:46",3.806,"2009-05-11 23:56:00",13.11,"2009-05-11 12:47:00",15.48,"2009-05-11 23:12:35",4.076,"2009-05-11 23:59:00",11.96,"2009-05-11 12:47:00"
"2009-05-13 00:00:00",64,12.85,10.39,"2009-05-12 00:38:17",2.353,"2009-05-12 05:01:00",9.33,"2009-05-12 14:03:00",14.11,"2009-05-12 00:43:26",2.758,"2009-05-12 05:08:00",8.52,"2009-05-12 15:06:00"
"2009-05-14 00:00:00",65,12.85,11.07,"2009-05-13 15:40:17",1.792,"2009-05-13 04:40:00",10.9,"2009-05-13 10:03:00",15.58,"2009-05-13 13:31:30",2.942,"2009-05-13 03:58:00",9.79,"2009-05-13 10:09:00"
"2009-05-15 00:00:00",66,12.86,7.448,"2009-05-14 13:43:32",2.927,"2009-05-14 01:13:00",12.42,"2009-05-14 14:50:00",9.8,"2009-05-14 15:47:24",4.279,"2009-05-14 00:34:00",11.34,"2009-05-14 14:51:00"
"2009-05-16 00:00:00",67,12.86,6.37,"2009-05-15 07:38:50",4.347,"2009-05-15 04:22:00",18.91,"2009-05-15 14:46:00",7.84,"2009-05-15 07:11:45",5.124,"2009-05-15 04:19:00",17.19,"2009-05-15 14:45:00"
"2009-05-17 00:00:00",68,12.86,7.056,"2009-05-16 05:28:07",8.99,"2009-05-16 02:15:00",21.64,"2009-05-16 14:55:00",9.7,"2009-05-16 05:33:48",10.24,"2009-05-16 05:01:00",20.49,"2009-05-16 15:06:00"
"2009-05-18 00:00:00",69,12.88,8.23,"2009-05-17 21:56:31",13.57,"2009-05-17 00:41:00",22.25,"2009-05-17 13:28:00",11.47,"2009-05-17 14:58:55",15.76,"2009-05-17 00:25:00",21.57,"2009-05-17 13:24:00"
"2009-05-19 00:00:00",70,12.88,10.78,"2009-05-18 14:23:36",11.37,"2009-05-18 22:32:00",19.87,"2009-05-18 10:46:00",13.23,"2009-05-18 12:49:19",12.05,"2009-05-18 22:34:00",19.1,"2009-05-18 11:03:00"
"2009-05-20 00:00:00",71,12.88,13.82,"2009-05-19 11:27:27",7.271,"2009-05-19 23:06:00",14.08,"2009-05-19 13:15:00",17.25,"2009-05-19 13:27:58",7.576,"2009-05-19 23:09:00",13.58,"2009-05-19 11:14:00"
"2009-05-21 00:00:00",72,12.87,16.86,"2009-05-20 00:32:21",6.832,"2009-05-20 03:26:00",14.11,"2009-05-20 13:46:00",18.91,"2009-05-20 00:32:17",7.136,"2009-05-20 04:21:00",13.7,"2009-05-20 15:03:00"
"2009-05-22 00:00:00",73,12.86,8.04,"2009-05-21 15:42:48",8.88,"2009-05-21 20:38:00",17.1,"2009-05-21 12:47:00",10.19,"2009-05-21 13:39:32",9.69,"2009-05-21 03:53:00",16.05,"2009-05-21 15:58:00"
"2009-05-23 00:00:00",74,12.86,9.6,"2009-05-22 17:52:20",8.76,"2009-05-22 01:03:00",18.36,"2009-05-22 11:33:00",12.35,"2009-05-22 17:21:52",10.45,"2009-05-22 04:29:00",17.65,"2009-05-22 11:33:00"
"2009-05-24 00:00:00",75,12.87,9.11,"2009-05-23 13:29:31",7.677,"2009-05-23 23:59:00",15.63,"2009-05-23 12:46:00",11.66,"2009-05-23 15:06:28",8.66,"2009-05-23 23:56:00",14.72,"2009-05-23 12:56:00"
"2009-05-25 00:00:00",76,12.85,8.92,"2009-05-24 17:57:48",5.361,"2009-05-24 04:25:00",14.11,"2009-05-24 14:29:00",11.27,"2009-05-24 16:48:31",7.151,"2009-05-24 03:44:00",13.57,"2009-05-24 15:51:00"
"2009-05-26 00:00:00",77,12.85,8.53,"2009-05-25 20:24:30",6.13,"2009-05-25 04:07:00",15.12,"2009-05-25 13:00:00",15.19,"2009-05-25 20:22:42",7.279,"2009-05-25 04:52:00",14.21,"2009-05-25 11:26:00"
"2009-05-27 00:00:00",78,12.86,9.02,"2009-05-26 15:02:43",8.96,"2009-05-26 03:26:00",18.02,"2009-05-26 15:55:00",14.7,"2009-05-26 15:03:17",10.08,"2009-05-26 01:39:00",17.01,"2009-05-26 15:58:00"
"2009-05-28 00:00:00",79,12.87,8.53,"2009-05-27 15:53:19",11.07,"2009-05-27 02:12:00",19.82,"2009-05-27 12:24:00",11.96,"2009-05-27 16:27:16",12.06,"2009-05-27 04:25:00",19.04,"2009-05-27 12:26:00"
"2009-05-29 00:00:00",80,12.87,11.96,"2009-05-28 15:13:18",10.09,"2009-05-28 20:12:00",20.79,"2009-05-28 13:00:00",16.17,"2009-05-28 15:27:59",11.09,"2009-05-28 16:20:00",19.81,"2009-05-28 12:58:00"
"2009-05-30 00:00:00",81,12.86,11.47,"2009-05-29 13:38:06",9.59,"2009-05-29 14:53:00",19.28,"2009-05-29 12:29:00",15.09,"2009-05-29 15:29:59",10.53,"2009-05-29 14:45:00",18.45,"2009-05-29 11:13:00"
"2009-05-31 00:00:00",82,12.86,10.09,"2009-05-30 13:48:54",9.76,"2009-05-30 23:36:00",16.61,"2009-05-30 10:34:00",12.45,"2009-05-30 13:49:00",11.04,"2009-05-30 23:55:00",15.49,"2009-05-30 10:34:00"
"2009-06-01 00:00:00",83,12.87,9.31,"2009-05-31 14:10:15",8.2,"2009-05-31 01:20:00",15.93,"2009-05-31 13:23:00",11.76,"2009-05-31 13:36:34",8.91,"2009-05-31 00:56:00",15.05,"2009-05-31 13:13:00"
"2009-06-02 00:00:00",84,12.88,8.62,"2009-06-01 14:39:55",6.05,"2009-06-01 22:04:00",15.12,"2009-06-01 11:50:00",9.9,"2009-06-01 13:38:50",6.892,"2009-06-01 21:54:00",14.11,"2009-06-01 11:19:00"
"2009-06-03 00:00:00",85,12.88,10.39,"2009-06-02 12:34:42",4.233,"2009-06-02 13:06:00",11.49,"2009-06-02 08:34:00",12.05,"2009-06-02 17:35:59",4.535,"2009-06-02 13:02:00",11.09,"2009-06-02 07:45:00"
"2009-06-04 00:00:00",86,12.89,8.13,"2009-06-03 13:50:28",4.312,"2009-06-03 21:32:00",12.51,"2009-06-03 10:41:00",11.17,"2009-06-03 12:50:31",4.921,"2009-06-03 21:44:00",12.07,"2009-06-03 12:19:00"
"2009-06-05 00:00:00",87,12.88,10.09,"2009-06-04 02:33:15",2.176,"2009-06-04 06:12:00",10.78,"2009-06-04 13:49:00",16.17,"2009-06-04 02:33:40",2.413,"2009-06-04 06:11:00",9.7,"2009-06-04 13:49:00"
"2009-06-06 00:00:00",88,12.86,12.45,"2009-06-05 17:14:22",0.629,"2009-06-05 19:23:00",4.839,"2009-06-05 10:17:00",18.03,"2009-06-05 17:06:08",0.764,"2009-06-05 19:01:00",4.009,"2009-06-05 01:45:00"
"2009-06-07 00:00:00",89,12.85,9.7,"2009-06-06 14:07:24",0.189,"2009-06-06 04:32:00",3.062,"2009-06-06 23:21:00",13.03,"2009-06-06 14:13:57",0.527,"2009-06-06 04:32:00",3.671,"2009-06-06 22:48:00"
"2009-06-08 00:00:00",90,12.86,7.644,"2009-06-07 16:23:21",2.619,"2009-06-07 05:16:00",10.94,"2009-06-07 14:41:00",11.07,"2009-06-07 11:28:28",2.686,"2009-06-07 06:42:00",9.9,"2009-06-07 14:42:00"
"2009-06-09 00:00:00",91,12.86,8.92,"2009-06-08 18:50:16",3.907,"2009-06-08 04:00:00",13.6,"2009-06-08 14:47:00",13.52,"2009-06-08 18:25:32",4.888,"2009-06-08 03:45:00",12.83,"2009-06-08 14:46:00"
"2009-06-10 00:00:00",92,12.86,10.88,"2009-06-09 14:50:14",3.867,"2009-06-09 22:26:00",12.42,"2009-06-09 13:41:00",16.66,"2009-06-09 15:11:28",4.414,"2009-06-09 23:36:00",11.14,"2009-06-09 13:35:00"
"2009-06-11 00:00:00",93,12.89,10.49,"2009-06-10 15:08:06",2.724,"2009-06-10 23:24:00",10.35,"2009-06-10 11:43:00",12.94,"2009-06-10 14:59:40",3.806,"2009-06-10 23:21:00",8.92,"2009-06-10 13:26:00"
"2009-06-12 00:00:00",94,12.85,9.11,"2009-06-11 13:49:26",2.462,"2009-06-11 04:18:00",9.4,"2009-06-11 11:16:00",11.76,"2009-06-11 14:05:35",3.232,"2009-06-11 01:34:00",8.39,"2009-06-11 11:45:00"
"2009-06-13 00:00:00",95,12.86,9.8,"2009-06-12 16:04:18",3.164,"2009-06-12 01:10:00",11.45,"2009-06-12 14:53:00",11.56,"2009-06-12 16:04:21",3.705,"2009-06-12 03:10:00",10.54,"2009-06-12 12:36:00"
"2009-06-14 00:00:00",96,12.85,9.7,"2009-06-13 12:35:07",1.677,"2009-06-13 04:43:00",8.74,"2009-06-13 14:48:00",11.56,"2009-06-13 17:02:40",2.048,"2009-06-13 04:43:00",7.897,"2009-06-13 14:50:00"
"2009-06-15 00:00:00",97,12.91,7.742,"2009-06-14 14:46:18",2.894,"2009-06-14 04:17:00",10.7,"2009-06-14 13:19:00",10.19,"2009-06-14 16:37:09",3.84,"2009-06-14 02:47:00",9.82,"2009-06-14 13:20:00"
"2009-06-16 00:00:00",98,12.86,6.86,"2009-06-15 14:50:58",4.616,"2009-06-15 04:06:00",13.64,"2009-06-15 13:50:00",8.72,"2009-06-15 14:46:59",5.223,"2009-06-15 02:10:00",12.96,"2009-06-15 12:12:00"
"2009-06-17 00:00:00",99,12.87,8.13,"2009-06-16 16:55:48",5.454,"2009-06-16 03:50:00",14.38,"2009-06-16 13:15:00",12.64,"2009-06-16 16:50:18",6.163,"2009-06-16 03:47:00",13.84,"2009-06-16 13:17:00"
"2009-06-18 00:00:00",100,12.92,10.58,"2009-06-17 15:53:49",7.44,"2009-06-17 03:40:00",16.17,"2009-06-17 12:12:00",12.15,"2009-06-17 14:50:41",8.59,"2009-06-17 03:32:00",13.87,"2009-06-17 12:12:00"
"2009-06-19 00:00:00",101,12.89,7.742,"2009-06-18 18:20:10",8.28,"2009-06-18 01:55:00",19.9,"2009-06-18 12:43:00",10,"2009-06-18 16:55:21",9.2,"2009-06-18 02:38:00",18.37,"2009-06-18 13:25:00"
"2009-06-20 00:00:00",102,12.88,10.29,"2009-06-19 15:42:09",6.832,"2009-06-19 22:44:00",16.61,"2009-06-19 11:33:00",13.13,"2009-06-19 15:50:27",8.3,"2009-06-19 21:13:00",15.86,"2009-06-19 11:33:00"
