term,estimate,std.error,conf.low,conf.up,,Umin,Umax
"Q.(X.Y16,X.Y16)",199.2129169,78.13773466,46.06577112,352.3600627,,,
"Q.(X.Y17,X.Y17)",2.959391068,1.160768677,0.684326266,5.234455871,,,
"Q.(X.Y18,X.Y18)",43.06733417,16.89239825,9.958841974,76.17582636,,,
"Q.(X.Y19,X.Y19)",6.484896882,2.647448066,1.295994022,11.67379974,,,
"Q.(X.Y20,X.Y20)",13.24433116,5.194854081,3.062604261,23.42605807,,,
"Q.(X.Y21,X.Y21)",9.803255955,3.845153339,2.266893895,17.33961801,,,
"Q.(X.Y22,X.Y22)",0.232472467,0.091183203,0.053756672,0.411188261,,,
"Q.(X.Y23,X.Y23)",60.41507258,23.69674108,13.97031352,106.8598316,,,
"Q.(X.Y24,X.Y24)",30.12815362,12.29976721,6.02105287,54.23525437,,,
"Q.(X.Y25,X.Y25)",24.14845304,9.47180256,5.584061155,42.71284493,,,
"Q.(X.Y26,X.Y26)",1.932578743,0.911026356,0.146999896,3.718157591,,,
"Q.(X.Y27,X.Y27)",105.4245349,43.03938616,21.06888815,189.7801817,,,
"Q.(X.Y28,X.Y28)",76.99403767,31.43268425,15.38710859,138.6009667,,,
"Q.(X.Y29,X.Y29)",48.47542575,19.0136263,11.209403,85.74144851,,,
"Q.(X.Y30,X.Y30)",50.4707437,19.79625439,11.67079808,89.27068933,,,
"Q.(X.Y31,X.Y31)",1.127061258,0.442069796,0.260620379,1.993502136,,,
"Q.(X.Y32,X.Y32)",12.71473708,5.190769676,2.541015462,22.8884587,,,
"Q.(X.Y33,X.Y33)",11.43162826,4.666942694,2.284588661,20.57866786,,,
"Q.(X.Y34,X.Y34)",438.0830032,186.7992202,71.96325924,804.2027471,,,
"Q.(X.Y35,X.Y35)",87.32385594,35.6498149,17.45150267,157.1962092,,,
"Q.(X.Y36,X.Y36)",96.35713305,39.33763484,19.25678552,173.4574806,,,
"Q.(X.Y37,X.Y37)",32.9884693,13.4674862,6.592681393,59.38425721,,,
x0.X.Y1,-4.354200232,75.42843242,-152.1912112,143.4828107,,,
x0.X.Y2,-31.27128452,33.35752503,-96.6508322,34.10826316,,,
x0.X.Y3,-9.240462086,32.12287286,-72.20013596,53.71921179,,,
x0.X.Y4,-0.907215531,20.77485437,-41.62518187,39.81075081,,,
x0.X.Y5,-4.501627482,15.08165468,-34.06112748,25.05787251,,,
x0.X.Y6,-37.89888087,67.82894919,-170.8411784,95.04341664,,,
x0.X.Y7,0.668129042,72.50515803,-141.4393694,142.7756275,,,
x0.X.Y8,-15.75472371,34.87884763,-84.11600889,52.60656147,,,
x0.X.Y9,20.71359996,26.45052909,-31.12848443,72.55568435,,,
x0.X.Y10,1.047225664,12.06044869,-22.59081941,24.68527074,,,
x0.X.Y11,22.76019281,49.91333629,-75.06814866,120.5885343,,,
x0.X.Y12,6.103317302,30.09937409,-52.89037187,65.09700648,,,
x0.X.Y13,-26.15468695,22.47162239,-70.1982575,17.8888836,,,
x0.X.Y14,5.862255859,24.3449977,-41.85306283,53.57757455,,,
x0.X.Y15,-16.46430536,24.34504454,-64.17971585,31.25110514,,,
x0.X.Y16,-36.73530204,81.61911505,-196.705828,123.2352239,,,
x0.X.Y17,0.846215688,9.947966492,-18.65144036,20.34387173,,,
x0.X.Y18,-52.33716489,37.9495936,-126.7170016,22.0426718,,,
x0.X.Y19,-11.10796306,14.99992422,-40.5072743,18.29134818,,,
x0.X.Y20,-47.31233987,21.0449622,-88.55970784,-6.064971894,,,
x0.X.Y21,-2.314437376,18.10582445,-37.80120121,33.17232646,,,
x0.X.Y22,-3.599968031,2.78816773,-9.064676364,1.864740302,,,
x0.X.Y23,-8.239205556,44.94752526,-96.33473626,79.85632515,,,
x0.X.Y24,-54.77153066,31.74091141,-116.9825739,7.439512539,,,
x0.X.Y25,-47.29277301,28.41697151,-102.9890137,8.403467695,,,
x0.X.Y26,35.82998488,10.57762439,15.09822203,56.56174773,,,
x0.X.Y27,-141.5689206,59.37504904,-257.9418783,-25.19596292,,,
x0.X.Y28,-28.14484387,50.74131078,-127.5959855,71.30629778,,,
x0.X.Y29,-64.01704605,40.26187076,-142.9288627,14.89477059,,,
x0.X.Y30,-77.21494055,41.08213321,-157.7344421,3.304560963,,,
x0.X.Y31,-4.870460175,6.13913092,-16.90293567,7.162015325,,,
x0.X.Y32,-43.65971861,20.6199129,-84.07400525,-3.245431963,,,
x0.X.Y33,-9.103791608,21.43019458,-51.10620116,32.89861795,,,
x0.X.Y34,-10.03907351,132.6631391,-270.0540482,249.9759012,,,
x0.X.Y35,-46.7186935,55.04323875,-154.601459,61.16407204,,,
x0.X.Y36,-63.1750168,57.82018309,-176.5004932,50.15045964,,,
x0.X.Y37,-26.22204511,33.83129404,-92.53016298,40.08607277,,,
